oli	بود	olla	بود#باش	V;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
juhla	جشن	juhla	جشن	N;NOM;SG	N;SG
juhla	مهمانی	juhla	مهمان	N;NOM;SG	N;SG
juhla	عید	juhla	عید	N;NOM;SG	N;SG
juhla	ضیافت	juhla	None	N;NOM;SG	N;SG
juhla	جشن	juhla	جشن	N;NOM;SG	N;SG
juhla	جشن	juhla	جشن	N;NOM;SG	N;SG
juhla	تجلیل	juhla	None	N;NOM;SG	N;SG
erä	فقره	erä	None	N;NOM;SG	N;SG
erä	دسته	erä	دسته	N;NOM;SG	N;SG
platinaa	پلاتین	platina	None	N;PRT;SG	N;SG
platinaa	پلاتینی	platina	پلاتینی	N;PRT;SG	N;SG
käsittely	گرداندن	käsittely	None	N;NOM;SG	N;SG
käsittely	معالجه	käsittely	معالجه	N;NOM;SG	N;SG
käsittely	درمان	käsittely	درمان	N;NOM;SG	N;SG
käsittely	پردازش	käsittely	پردازش	N;NOM;SG	N;SG
käsittely	پردازی	käsittely	پردازی	N;NOM;SG	N;SG
oireyhtymä	نشانگان	oire#yhtymä	نشانگ	N;NOM;SG	N;SG
oireyhtymä	سندروم	oire#yhtymä	سندروم	N;NOM;SG	N;SG
oireyhtymä	سندرم	oire#yhtymä	سندرم	N;NOM;SG	N;SG
litraa	لیتر	litra	None	N;PRT;SG	N;SG
litraa	لیتر	litra	None	N;PRT;SG	N;SG
profeetta	پیغمبر	profee	پیغمبر	N;NOM;SG	N;SG
profeetta	پیامبر	profee	پیامبر	N;NOM;SG	N;SG
profeetta	پیغمبری	profee	پیغمبری	N;NOM;SG	N;SG
opus	اپوس	opus	اپل	N;NOM;SG	N;SG
runo	شعری	runo	شعر	N;NOM;SG	N;SG
runo	شعر	runo	شعر	N;NOM;SG	N;SG
islam	اسلام	islam	اسلام	N;NOM;SG	N;SG
ystäviä	دوستان	ystävä	دوست	N;PRT;PL	N;PL
maltan	مالت	malttaa	مالت	N;GEN;SG	N;SG
maltan	مالت	malttaa	مالت	N;GEN;SG	N;SG
vastustaja	حریفی	vastustaja	حریف	N;NOM;SG	N;SG
vastustaja	رقیب	vastustaja	رقیب	N;NOM;SG	N;SG
vastustaja	حریف	vastustaja	حریف	N;NOM;SG	N;SG
syyt	دلایل	syy	دلیل	N;NOM;PL	N;PL
syyt	علل	syy	علت	N;NOM;PL	N;PL
yhteydet	پیوندها	yhteys	پیوند	N;NOM;PL	N;PL
yhteydet	پیوندهای	yhteys	پیوند	N;NOM;PL	N;PL
yhteydet	اتصالات	yhteys	اتصال	N;NOM;PL	N;PL
yhteydet	ارتباطات	yhteys	ارتباط	N;NOM;PL	N;PL
saaja	ذینفع	saaja	ذینفع	N;NOM;SG	N;SG
saaja	گیرنده	saaja	گیرنده	N;NOM;SG	N;SG
sallittua	مجاز	sallittu	مجاز	ADJ;PRT;SG	ADJ
kristittyjen	مسیحیان	kristitty	مسیحی	N;GEN;PL	N;PL
kristittyjen	نصارا	kristitty	نصارا	N;GEN;PL	N;PL
päivät	روزها	päivä	روز	N;NOM;PL	N;PL
päivät	روزهایی	päivä	روز	N;NOM;PL	N;PL
päivät	روزای	päivä	روزا	N;NOM;PL	N;PL
päivät	روزهای	päivä	روز	N;NOM;PL	N;PL
kulunut	پوشیده	kulua	پوشید#پوش	V;NOM;SG;V.PTCP;ACT	V;SG;3;V.PTCP
lentokoneet	هواپیماهای	lento#kone	هواپیما	N;NOM;PL	N;PL
lentokoneet	هواپیماها	lento#kone	هواپیما	N;NOM;PL	N;PL
kajaani	کایانی	kaja	کایانی	N;NOM;SG	N;SG
juoni	رسم	juoni	رسم	N;NOM;SG	N;SG
juoni	نیرنگ	juoni	نیرنگ	N;NOM;SG	N;SG
juoni	حیله	juoni	None	N;NOM;SG	N;SG
laitteita	دستگاهها	laite	دستگاه	N;PRT;PL	N;PL
laitteita	دستگاههای	laite	دستگاه	N;PRT;PL	N;PL
ohion	اوهایو	ohio	اوهایو	N;GEN;SG	N;SG
taloudellista	مالی	taloudellinen	مالی	ADJ;PRT;SG	ADJ
stevens	استیونس	stevens	استیونس	N;NOM;SG	N;SG
stevens	استیونز	stevens	استیونز	N;NOM;SG	N;SG
ydin	هسته	ydin	هسته	N;NOM;SG	N;SG
ydin	هسته	ydin	هسته	N;NOM;SG	N;SG
laajempi	بازتر	laaja	باز	ADJ;NOM;CMPR;SG	ADJ;CMPR
laajempi	وسیعتر	laaja	وسیع	ADJ;NOM;CMPR;SG	ADJ;CMPR
laajempi	وسیعتر	laaja	وسیع	ADJ;NOM;CMPR;SG	ADJ;CMPR
kysyä	بپرس	kysyä	بپرس	V;SG;NFIN;ACT	V;IMP;SG;2
mallina	مدلسازی	malli	مدلسازی	N;FRML;SG	N;SG
voimakkaita	نیرومند	voimakas	نیرومند	ADJ;PRT;PL	ADJ
voimakkaita	پرقدرت	voimakas	پرقدرت	ADJ;PRT;PL	ADJ
täyden	سرشار	täysi	سرشار	ADJ;GEN;SG	ADJ
lukija	ریدر	lukija	ریدر	N;NOM;SG	N;SG
lukija	خواننده	lukija	خواننده	N;NOM;SG	N;SG
espoossa	espoo	espo	espoo	N;IN+ESS;SG	N;SG
tunteita	احساسات	tunne	احساس	N;PRT;PL	N;PL
tunteita	احساسات	tunne	احساس	N;PRT;PL	N;PL
tunteita	احساسات	tunne	احساس	N;PRT;PL	N;PL
myrsky	استورم	myrsky	استورم	N;NOM;SG	N;SG
myrsky	توفان	myrsky	توفان	N;NOM;SG	N;SG
myrsky	طوفان	myrsky	طوفان	N;NOM;SG	N;SG
budapest	بوداپست	budapest	بوداپست	N;NOM;SG	N;SG
todellista	واقعی	todellinen	واقعی	ADJ;PRT;SG	ADJ
vähäinen	کوچک	vähäinen	کوچک	ADJ;NOM;SG	ADJ
aura	هاله	aura	هاله	N;NOM;SG	N;SG
aura	آئورا	aura	آئور	N;NOM;SG	N;SG
torinon	تورین	torino	تورین	N;GEN;SG	N;SG
perusteet	مبانی	peruste	مبنا	N;NOM;PL	N;PL
perusteet	اصول	peruste	اصل	N;NOM;PL	N;PL
perusteet	معیارهای	peruste	معیار	N;NOM;PL	N;PL
perusteet	مناطقی	peruste	منطقه	N;NOM;PL	N;PL
wales	ولز	wales	ولز	N;NOM;SG	N;SG
wales	ویلز	wales	ویلز	N;NOM;SG	N;SG
taistelulaiva	نبردناو	taistelu#laiva	نبردناو	N;NOM;SG	N;SG
tehoa	اثربخشی	teho	اثربخشی	N;PRT;SG	N;SG
jessica	جسیکا	jessica	جسیکا	N;NOM;SG	N;SG
ilmaiseksi	آزاد	ilmainen	آزاد	ADJ;TRANS;SG	ADJ
vaarallinen	خطرناک	vaarallinen	خطرناک	ADJ;NOM;SG	ADJ
amanda	آماندا	amanda	آماندا	N;NOM;SG	N;SG
pääsy	پذیرش	pääsy	پذیرش	N;NOM;SG	N;SG
marokon	مراکش	marokko	مراکش	N;GEN;SG	N;SG
marokon	مراکشی	marokko	مراکشی	N;GEN;SG	N;SG
etiopian	حبشه	eti#opia	حبشه	N;GEN;SG	N;SG
etiopian	اتیوپی	eti#opia	اتیوپی	N;GEN;SG	N;SG
selkä	عقب	selkä	عقب	N;NOM;SG	N;SG
idean	ایده	idea	ایده	N;GEN;SG	N;SG
oppilaita	دانشجویان	oppilas	دانشجو	N;PRT;PL	N;PL
oppilaita	شاگردان	oppilas	شاگردان	N;PRT;PL	N;PL
barcelonassa	بارسلون	barcelona	بارسلون	N;IN+ESS;SG	N;SG
barcelonassa	بارسلونا	barcelona	بارسلونا	N;IN+ESS;SG	N;SG
aste	درجه	aste	درجه	N;NOM;SG	N;SG
tango	تانگو	tango	تانگو	N;NOM;SG	N;SG
opiskelijoita	دانشجویان	opiskelija	دانشجو	N;PRT;PL	N;PL
muokkaa	ویرایش	muokka	ویرایش	N;NOM;SG	N;SG
muokkaa	تغییر	muokka	تغییر	N;NOM;SG	N;SG
singaporen	سنگاپور	singapori	سنگاپور	N;GEN;SG	N;SG
kiinteä	یکدست	kiinteä	یکدست	ADJ;NOM;SG	ADJ
kiinteä	ثابت	kiinteä	ثابت	ADJ;NOM;SG	ADJ
kehä	چرخه	kehä	چرخه	N;NOM;SG	N;SG
kehä	دایره	kehä	دایره	N;NOM;SG	N;SG
kehä	حلقه	kehä	حلقه	N;NOM;SG	N;SG
kehä	رینگ	kehä	None	N;NOM;SG	N;SG
kehä	انگشتر	kehä	انگشتر	N;NOM;SG	N;SG
samankaltainen	مشابه	samankaltainen	مشابه	ADJ;NOM;SG	ADJ
sielun	نفس	sielu	نفس	N;GEN;SG	N;SG
sielun	سول	sielu	سول	N;GEN;SG	N;SG
sielun	نفسی	sielu	نفس	N;GEN;SG	N;SG
merkintä	مدخل	merkintä	مدخل	N;NOM;SG	N;SG
merkintä	ورودی	merkintä	ورودی	N;NOM;SG	N;SG
merkintä	ورود	merkintä	ورود	N;NOM;SG	N;SG
merkintä	تگ	merkintä	تگ	N;NOM;SG	N;SG
tilaisuuden	فرصتی	tilaisuus	فرصت	N;GEN;SG	N;SG
tilaisuuden	فرصت	tilaisuus	فرصت	N;GEN;SG	N;SG
sirkka	کریکت	sirkka	کریکت	N;NOM;SG	N;SG
sirkka	آخوندک	sirkka	آخوندک	N;NOM;SG	N;SG
osapuolet	احزاب	osa#puoli	حزب	N;NOM;PL	N;PL
emilia	امیلیا	emilia	امیلیا	N;NOM;SG	N;SG
tappioita	خسارات	tappio	خسارت	N;PRT;PL	N;PL
rikos	جرم	rikos	جرم	N;NOM;SG	N;SG
rikos	جنایت	rikos	جنایت	N;NOM;SG	N;SG
rikos	جُرم	rikos	جُرم	N;NOM;SG	N;SG
act	عمل	act	عمل	N;NOM;SG	N;SG
saapunut	آمد	saapua	آمد#آ	V;NOM;SG;V.PTCP;ACT	V;SG;3;PST
pelle	دلقک	pelle	دلقک	N;NOM;SG	N;SG
liikennettä	ترافیک	liikenne	ترافیک	N;PRT;SG	N;SG
liikennettä	ترافیکی	liikenne	ترافیکی	N;PRT;SG	N;SG
syödä	بخورم	syödä	None	V;SG;NFIN;ACT	V;SBJV;SG;1;PRS
jalan	پای	jalka	پا	N;GEN;SG	N;SG
jalan	فوت	jalka	فوت	N;GEN;SG	N;SG
jalan	پیاده	jalka	پیاده	N;GEN;SG	N;SG
jalan	پا	jalka	پا	N;GEN;SG	N;SG
elementtejä	عناصری	elementti	عناصر	N;PRT;PL	N;PL
elementtejä	عناصر	elementti	عنصر	N;PRT;PL	N;PL
vakava	جدی	vakava	جدی	ADJ;NOM;SG	ADJ
marx	مارکس	marx	None	N;NOM;SG	N;SG
suuremmat	بزرگتر	suuri	بزرگ	ADJ;NOM;CMPR;PL	ADJ;CMPR
kotimaan	اهلی	koti#maa	اهلی	N;GEN;SG	N;SG
kotimaan	میهن	koti#maa	میهن	N;GEN;SG	N;SG
uskonnolliset	مذهبی	uskonnollinen	مذهبی	ADJ;NOM;PL	ADJ
duo	دوو	duoda	دوو	N;NOM;SG	N;SG
muokkaus	تدوین	muokkaus	تدوین	N;NOM;SG	N;SG
muokkaus	ویرایش	muokkaus	ویرایش	N;NOM;SG	N;SG
tullaan	میاد	tulla	میاد	V;IND;PRS;FIN;PASS	V;SG;2;PRS
perustelut	دلایل	perustelu	دلیل	N;NOM;PL	N;PL
lihaa	گوشتی	liha	گوشتی	N;PRT;SG	N;SG
lihaa	گوشته	liha	گوشت#گور	N;PRT;SG	N;SG
lihaa	گوشت	liha	گوشت	N;PRT;SG	N;SG
lihaa	گوشتی	liha	گوشتی	N;PRT;SG	N;SG
lihaa	جسم	liha	جسم	N;PRT;SG	N;SG
lihaa	گوشت	liha	گوشت	N;PRT;SG	N;SG
str	str	str	str	N;NOM;SG	N;SG
komitea	کمیته	komitea	کمیته	N;NOM;SG	N;SG
komitea	کمیسیون	komitea	کمیسیون	N;NOM;SG	N;SG
kalat	ماهیان	kala	ماهیان	N;NOM;PL	N;PL
reittiä	مسیر	reittiä	مسیر	N;PRT;SG	N;SG
myöhään	دیر	myöhään	دیر	ADV	ADV
paperi	کاغذ	paperi	کاغذ	N;NOM;SG	N;SG
murphy	مورفی	murphy	مورفی	N;NOM;SG	N;SG
xii	دوازدهم	xii	دوازدهم	ADJ	ADJ
uutisia	اخبار	uutinen	خبر	N;PRT;PL	N;PL
uutisia	اخباری	uutinen	اخباری	N;PRT;PL	N;PL
fordin	فورد	fordi	فورد	N;GEN;SG	N;SG
hetki	لحظه	hetki	لحظه	N;NOM;SG	N;SG
hetki	گشتاور	hetki	گشتاور	N;NOM;SG	N;SG
kriteerit	معیارهای	kriteeri	معیار	N;NOM;PL	N;PL
menetelmiä	روشهای	menetelmä	روش	N;PRT;PL	N;PL
lopputulos	عاقبت	loppu#tulos	None	N;NOM;SG	N;SG
lopputulos	نتیجه	loppu#tulos	نتیجه	N;NOM;SG	N;SG
lopputulos	نتیجه	loppu#tulos	نتیجه	N;NOM;SG	N;SG
lopputulos	حاصل	loppu#tulos	حاصل	N;NOM;SG	N;SG
paloi	سوزانده	palaa	سوزانده	V;IND;SG;3;PST;FIN;ACT	V;SG;3;V.PTCP
diamond	الماس	diamond	None	N;NOM;SG	N;SG
diamond	دیاموند	diamond	None	N;NOM;SG	N;SG
diamond	الماسی	diamond	None	N;NOM;SG	N;SG
diamond	دایموند	diamond	None	N;NOM;SG	N;SG
komission	تصدی	komissio	تصدی	N;GEN;SG	N;SG
komission	کمیسیون	komissio	کمیسیون	N;GEN;SG	N;SG
siirtyminen	انتقال	siirtyminen	انتقال	N;NOM;SG	N;SG
siirtyminen	گذار	siirtyminen	گذار	N;NOM;SG	N;SG
siirtyminen	وطن	siirtyminen	وطن	N;NOM;SG	N;SG
siirtyminen	مهاجرت	siirtyminen	مهاجرت	N;NOM;SG	N;SG
skotlannissa	اسکاتلند	skotlanti	اسکاتلند	N;IN+ESS;SG	N;SG
skotlanti	اسکاتلند	skotlanti	اسکاتلند	N;NOM;SG	N;SG
sähkön	الکتریسیته	sähkö	الکتریسیته	N;GEN;SG	N;SG
sähkön	برق	sähkö	برق	N;GEN;SG	N;SG
macintosh	مکینتاش	macintosh	مکینتاش	N;NOM;SG	N;SG
tähtiä	ستارگان	tähti	None	N;PRT;PL	N;PL
netissä	online	netti	online	N;IN+ESS;SG	N;SG
netissä	برخط	netti	برخط	N;IN+ESS;SG	N;SG
netissä	آنلاین	netti	آنلاین	N;IN+ESS;SG	N;SG
ohjelmisto	نرمافزار	ohjelmisto	نرمافزار	N;NOM;SG	N;SG
ninja	نینجا	ninja	نینجا	N;NOM;SG	N;SG
ninja	نینجای	ninja	نینجا	N;NOM;SG	N;SG
oireet	علائم	oire	علامت	N;NOM;PL	N;PL
julian	جولیان	julia	جولی	N;GEN;SG	N;SG
julian	جولین	julia	جولین	N;GEN;SG	N;SG
lincoln	لینکن	lincoln	لینکن	N;NOM;SG	N;SG
lincoln	لینکولن	lincoln	لینکولن	N;NOM;SG	N;SG
lincoln	لینکلن	lincoln	لینکلن	N;NOM;SG	N;SG
caroline	کرولاین	caroline	کرولاین	N;NOM;SG	N;SG
caroline	کارولین	caroline	کارولین	N;NOM;SG	N;SG
caroline	کارولاین	caroline	کارولاین	N;NOM;SG	N;SG
vedet	آبها	vesi	آب	N;NOM;PL	N;PL
vedet	آبهای	vesi	آب	N;NOM;PL	N;PL
jaksoista	قسمتهای	jakso	قسمت	N;IN+ABL;PL	N;PL
kazakstanin	قزاقی	kazaksta	قزاقی	N;GEN;SG	N;SG
kazakstanin	قزاقستان	kazaksta	قزاقستان	N;GEN;SG	N;SG
tuhatta	هزار	tuhat	هزار	NUM;PRT;SG	NUM
suun	دهان	suu	دهان	N;GEN;SG	N;SG
suun	دهن	suu	دهن	N;GEN;SG	N;SG
aarre	گنجینه	aarre	گنجینه	N;NOM;SG	N;SG
aarre	گنج	aarre	گنج	N;NOM;SG	N;SG
posti	نامۀ	posti	نامۀ	N;NOM;SG	N;SG
posti	نامه	posti	نامه	N;NOM;SG	N;SG
kiinnostus	ربا	kiinnostus	ربا	N;NOM;SG	N;SG
kiinnostus	علاقه	kiinnostus	علاقه	N;NOM;SG	N;SG
kiinnostus	بهره	kiinnostus	بهره	N;NOM;SG	N;SG
serkku	پسرعمو	serkku	پسرعمو	N;NOM;SG	N;SG
konferenssin	کنفرانس	konferenssi	کنفرانس	N;GEN;SG	N;SG
konferenssin	همایش	konferenssi	همایش	N;GEN;SG	N;SG
kalastus	ماهیگیری	kalastus	ماهیگیری	N;NOM;SG	N;SG
käyttäytyminen	رفتاری	käyttäytyminen	رفتار	N;NOM;SG	N;SG
käyttäytyminen	سیرت	käyttäytyminen	سیرت	N;NOM;SG	N;SG
käyttäytyminen	رفتار	käyttäytyminen	رفتار	N;NOM;SG	N;SG
käyttäytyminen	رفتاری	käyttäytyminen	رفتار	N;NOM;SG	N;SG
käyttäytyminen	رفتار	käyttäytyminen	رفتار	N;NOM;SG	N;SG
tukikohta	پایه	tuki#kohta	پایه	N;NOM;SG	N;SG
tukikohta	مبنا	tuki#kohta	مبنا	N;NOM;SG	N;SG
tukikohta	پایگاه	tuki#kohta	None	N;NOM;SG	N;SG
hieno	قشنگ	hieno	None	ADJ;NOM;SG	ADJ
tanssin	رقص	tanssi	رقص	N;GEN;SG	N;SG
tanssin	رقصیدن	tanssi	رقصیدن	N;GEN;SG	N;SG
ajattelun	تفکر	ajattelu	تفکر	N;GEN;SG	N;SG
ajattelun	فکر	ajattelu	فکر	N;GEN;SG	N;SG
esittäjä	هنرمند	esittäjä	هنرمند	N;NOM;SG	N;SG
esittäjä	artist	esittäjä	None	N;NOM;SG	N;SG
esittäjä	هنرمندی	esittäjä	هنرمند	N;NOM;SG	N;SG
esittäjä	کننده	esittäjä	کرد#کن	N;NOM;SG	N;SG
esittäjä	مؤلف	esittäjä	مؤلف	N;NOM;SG	N;SG
esittäjä	نویسندۀ	esittäjä	نویسندۀ	N;NOM;SG	N;SG
esittäjä	نویسنده	esittäjä	نویسنده	N;NOM;SG	N;SG
niklas	نیکلاس	nika	نیکلاس	N;NOM;SG	N;SG
muotokuva	طولی	muoto#kuva	طولی	N;NOM;SG	N;SG
riski	خطر	riski	خطر	N;NOM;SG	N;SG
riski	ریسک	riski	None	N;NOM;SG	N;SG
väite	مطالبه	väite	None	N;NOM;SG	N;SG
väite	ادعا	väite	ادعا	N;NOM;SG	N;SG
väite	ادعای	väite	ادعا	N;NOM;SG	N;SG
kuvaaja	photographer	kuvaaja	photographer	N;NOM;SG	N;SG
kuvaaja	عکاس	kuvaaja	عکاس	N;NOM;SG	N;SG
kuvaaja	فیلمبردار	kuvaaja	فیلمبردار	N;NOM;SG	N;SG
edmund	ادموند	edmund	ادموند	N;NOM;SG	N;SG
mielen	ذهن	mieli	ذهن	N;GEN;SG	N;SG
mielen	mind	mieli	mind	N;GEN;SG	N;SG
square	مربع	square	مربع	N;NOM;SG	N;SG
square	میدان	square	میدان	N;NOM;SG	N;SG
kuvittaja	تصویرگر	kuvittaja	تصویرگر	N;NOM;SG	N;SG
toimiala	بخش	toimi#ala	بخش	N;NOM;SG	N;SG
toimiala	سکتور	toimi#ala	سکتور	N;NOM;SG	N;SG
toimiala	صنعت	toimi#ala	صنعت	N;NOM;SG	N;SG
lapsuus	کودکی	lapsuus	None	N;NOM;SG	N;SG
lapsuus	بچگی	lapsuus	بچگی	N;NOM;SG	N;SG
stora	استورا	stora	استورا	N;NOM;SG	N;SG
sanakirja	دیکشنری	sana#kirja	دیکشنری	N;NOM;SG	N;SG
englannista	انگلستان	englanti	انگلستان	N;IN+ABL;SG	N;SG
englannista	انگلیس	englanti	انگلیس	N;IN+ABL;SG	N;SG
helpompi	راحتتر	helppo	راحت	ADJ;NOM;CMPR;SG	ADJ;CMPR
helpompi	آسانتر	helppo	None	ADJ;NOM;CMPR;SG	ADJ;CMPR
tower	تاور	tower	تاور	N;NOM;SG	N;SG
tower	برج	tower	برج	N;NOM;SG	N;SG
poistaminen	حذف	poistaminen	حذف	N;NOM;SG	N;SG
ylläpito	سرپرست	ylläpito	سرپرست	N;NOM;SG	N;SG
ylläpito	نگهداشت	ylläpito	None	N;NOM;SG	N;SG
ylläpito	نگهداری	ylläpito	نگهداری	N;NOM;SG	N;SG
pienemmät	کوچکتر	pieni	کوچک	ADJ;NOM;CMPR;PL	ADJ;CMPR
tekijöitä	عوامل	tekijä	عامل	N;PRT;PL	N;PL
kolumbia	کلمبیا	kolumbi	کلمبیا	N;NOM;SG	N;SG
flash	فلش	flash	فلش	N;NOM;SG	N;SG
flash	flash	flash	flash	N;NOM;SG	N;SG
flash	فلاش	flash	فلاش	N;NOM;SG	N;SG
taiteilijoiden	هنرمندان	taiteilija	هنرمند	N;GEN;PL	N;PL
rataa	شیار	rata	شیار	N;PRT;SG	N;SG
rataa	مسیر	rata	مسیر	N;PRT;SG	N;SG
kritiikki	انتقاد	kritiikki	انتقاد	N;NOM;SG	N;SG
kritiikki	نقد	kritiikki	نقد	N;NOM;SG	N;SG
kritiikki	انتقاد	kritiikki	انتقاد	N;NOM;SG	N;SG
peugeot	پژو	peugeo	پژو	N;NOM;SG	N;SG
öljyn	نفت	öljy	نفت	N;GEN;SG	N;SG
öljyn	اویل	öljy	اویل	N;GEN;SG	N;SG
öljyn	روغن	öljy	روغن	N;GEN;SG	N;SG
jansson	یانسون	jansso	یانسون	N;NOM;SG	N;SG
leonardo	لئوناردو	leonardo	لئوناردو	N;NOM;SG	N;SG
ilmaa	ایر	ilma	ایر	N;PRT;SG	N;SG
ilmaa	هوا	ilma	هوا	N;PRT;SG	N;SG
mahdollisuudet	امکانات	mahdollisuus	امکان	N;NOM;PL	N;PL
mahdollisuudet	فرصتها	mahdollisuus	فرصت	N;NOM;PL	N;PL
mahdollisuudet	فرصتهای	mahdollisuus	فرصت	N;NOM;PL	N;PL
seinäjoki	سینایوکی	seinä#joki	سینایوکی	N;NOM;SG	N;SG
klubi	باشگاه	klubi	باشگاه	N;NOM;SG	N;SG
klubi	چماق	klubi	چماق	N;NOM;SG	N;SG
klubi	کلاب	klubi	کلاب	N;NOM;SG	N;SG
klubi	کلوب	klubi	کلوب	N;NOM;SG	N;SG
klubi	کلوپ	klubi	کلوپ	N;NOM;SG	N;SG
vaara	خطر	vaara	خطر	N;NOM;SG	N;SG
vaara	ریسک	vaara	None	N;NOM;SG	N;SG
vaara	مخاطره	vaara	مخاطره	N;NOM;SG	N;SG
vaara	هازارد	vaara	هازارد	N;NOM;SG	N;SG
vaara	خطری	vaara	خطر	N;NOM;SG	N;SG
vaara	خطر	vaara	خطر	N;NOM;SG	N;SG
terrori	ترور	terrori	ترور	N;NOM;SG	N;SG
terrori	دلهره	terrori	دلهره	N;NOM;SG	N;SG
terrori	هراس	terrori	هراس	N;NOM;SG	N;SG
terrori	تروریست	terrori	تروریست	N;NOM;SG	N;SG
terrori	تروریستی	terrori	تروریستی	N;NOM;SG	N;SG
tuomio	قضاوت	tuomio	قضاوت	N;NOM;SG	N;SG
tuomio	حکم	tuomio	حکم	N;NOM;SG	N;SG
tuomio	قضاوتی	tuomio	قضاوتی	N;NOM;SG	N;SG
tuomio	داوری	tuomio	داوری	N;NOM;SG	N;SG
tuomio	حکم	tuomio	حکم	N;NOM;SG	N;SG
tuomio	جمله	tuomio	جمله	N;NOM;SG	N;SG
markkina	مارکت	markki	مارکت	N;NOM;SG	N;SG
markkina	بازار	markki	بازار	N;NOM;SG	N;SG
markkina	مارکیت	markki	مارکیت	N;NOM;SG	N;SG
markkina	بازاری	markki	بازاری	N;NOM;SG	N;SG
kullan	طلای	kulta	طلا	N;GEN;SG	N;SG
kullan	gold	kulta	gold	N;GEN;SG	N;SG
kullan	طلا	kulta	طلا	N;GEN;SG	N;SG
kullan	گلد	kulta	گلد	N;GEN;SG	N;SG
kullan	زرین	kulta	None	N;GEN;SG	N;SG
vakio	مداوم	vakio	مداوم	N;NOM;SG	N;SG
vakio	استاندارد	vakio	استاندارد	N;NOM;SG	N;SG
joet	رودهای	joki	رود	N;NOM;PL	N;PL
joet	رودها	joki	رود	N;NOM;PL	N;PL
leikkaus	جراحی	leikkaus	جراحی	N;NOM;SG	N;SG
jenny	جنی	jenny	جنی	N;NOM;SG	N;SG
leijona	شیر	leijona	شیر	N;NOM;SG	N;SG
salama	فلش	salama	فلش	N;NOM;SG	N;SG
salama	flash	salama	flash	N;NOM;SG	N;SG
salama	فلاش	salama	فلاش	N;NOM;SG	N;SG
salama	صاعقه	salama	صاعقه	N;NOM;SG	N;SG
salama	برق	salama	برق	N;NOM;SG	N;SG
salama	آذرخش	salama	آذرخش	N;NOM;SG	N;SG
ilmiön	پدیده	ilmiö	پدیده	N;GEN;SG	N;SG
kyproksen	قبرس	kypros	قبرس	N;GEN;SG	N;SG
lotus	لوتوس	lotus	لوتوس	N;NOM;SG	N;SG
lotus	نیلوفر	lotus	نیلوفر	N;NOM;SG	N;SG
pariskunta	زوجی	pariskunta	None	N;NOM;SG	N;SG
pariskunta	زوج	pariskunta	زوج	N;NOM;SG	N;SG
käytännöt	سیاستهای	käytäntö	سیاست	N;NOM;PL	N;PL
lääkärin	پزشک	lääkäri	پزشک	N;GEN;SG	N;SG
iän	عصر	ikä	عصر	N;GEN;SG	N;SG
iän	سنی	ikä	سنی	N;GEN;SG	N;SG
iän	سن	ikä	سن	N;GEN;SG	N;SG
guinea	گینه	guinea	گینه	N;NOM;SG	N;SG
vene	قایق	vene	None	N;NOM;SG	N;SG
vene	کشتی	vene	کشتی	N;NOM;SG	N;SG
vera	ورا	vera	ورا	N;NOM;SG	N;SG
honda	honda	honda	honda	N;NOM;SG	N;SG
honda	هوندا	honda	هوندا	N;NOM;SG	N;SG
hardcore	هاردکور	hardcore	هاردکور	N;NOM;SG	N;SG
teknologian	فناوری	teknologia	فناوری	N;GEN;SG	N;SG
teknologian	تکنولوژی	teknologia	None	N;GEN;SG	N;SG
camp	اردوگاه	camp	اردوگاه	N;NOM;SG	N;SG
camp	اردو	camp	اردو	N;NOM;SG	N;SG
camp	کمپ	camp	کمپ	N;NOM;SG	N;SG
kohtalo	سرنوشت	kohtalo	سرنوشت	N;NOM;SG	N;SG
kohtalo	تقدیر	kohtalo	تقدیر	N;NOM;SG	N;SG
kohtalo	سرنوشتی	kohtalo	سرنوشتی	N;NOM;SG	N;SG
kohtalo	سرنوشت	kohtalo	سرنوشت	N;NOM;SG	N;SG
kohtalo	تقدیر	kohtalo	تقدیر	N;NOM;SG	N;SG
edwards	ادواردز	edwards	ادواردز	N;NOM;SG	N;SG
kamera	دوربین	kamera	دوربین	N;NOM;SG	N;SG
alfonso	آلفونسو	alfonso	آلفونسو	N;NOM;SG	N;SG
hiukset	موها	hius	مو	N;NOM;PL	N;PL
perusta	پایه	perusta	پایه	N;NOM;SG	N;SG
perusta	بنیاد	perusta	None	N;NOM;SG	N;SG
perusta	پایه	perusta	پایه	N;NOM;SG	N;SG
perusta	مبنا	perusta	مبنا	N;NOM;SG	N;SG
perusta	پایگاه	perusta	None	N;NOM;SG	N;SG
perusta	پرو	perusta	پرو	N;NOM;SG	N;SG
perusta	پایه	perusta	پایه	N;NOM;SG	N;SG
aristoteles	ارسطو	aristoteles	ارسطو	N;NOM;SG	N;SG
lentokonetta	طیاره	lento#kone	طیاره	N;PRT;SG	N;SG
liettua	لیتوانی	liettua	لیتوانی	N;NOM;SG	N;SG
liettua	لیتوانی	liettua	لیتوانی	N;NOM;SG	N;SG
ketjun	زنجیری	ketju	زنجیری	N;GEN;SG	N;SG
ketjun	زنجیره	ketju	زنجیره	N;GEN;SG	N;SG
ketjun	زنجیر	ketju	زنجیر	N;GEN;SG	N;SG
hoitoa	معالجه	hoito	معالجه	N;PRT;SG	N;SG
