और	en	और	en		CONJ
ध्येय	veroorzaakt	ध्येय	veroorzaken	N;NOM;MASC;SG;3	V;V.PTCP
ध्येय	oorzaken	ध्येय	oorzaak	N;NOM;MASC;SG;3	N;PL
ताइवान	taiwan	ताइवान	taiwan	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
ताइवान	taiwanese	ताइवान	taiwanees	PROPN;NOM;MASC;SG;3	ADJ
ताइवान	taipei	ताइवान	taipei	PROPN;NOM;MASC;SG;3	N;NEUT;SG
पल	moments	पल	moments	N;NOM;MASC;SG;3	
पल	momenten	पल	moment	N;NOM;MASC;SG;3	N;PL
पल	ogenblikken	पल	ogenblik	N;NOM;MASC;SG;3	N;PL
पहुँचे	bereikte	पहुँच	bereiken	V;PFV;MASC;PL;V.PTCP;ACT	V;SG;PST;FIN
डाले	daley	डाल	daley	V;PFV;MASC;PL;V.PTCP;ACT	N;MASC+FEM;SG
कलाम	kalam	कलाम	kalam	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
उच्चतर	hogere	उच्चतर	hoog		ADJ;CMPR
उच्चतर	hoger	उच्चतर	hoog		ADJ;CMPR
अत्याचार	wreedheden	अत्याचार	wreedheid	N;NOM;MASC;SG;3	N;PL
अत्याचार	gruweldaden	अत्याचार	gruweldaad	N;NOM;MASC;SG;3	N;PL
हि	hehe	हि	hehe		INTJ
बहाव	driften	बहाव	drif	N;NOM;MASC;SG;3	N;PL
बहाव	drijven	बहाव	drijf	N;NOM;MASC;SG;3	V;NFIN
बहाव	driften	बहाव	drif	N;NOM;MASC;SG;3	N;PL
बहाव	drijvend	बहाव	drijven	N;NOM;MASC;SG;3	V;V.PTCP
हिन्दुस्तानी	hindoestaans	हिन्दुस्तानी	hindoestaans	PROPN;NOM;MASC;SG;3	ADJ
एबरडीन	aberdeen	एबरडीन	aberdeen	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
इंकार	weigeren	इंकार	weigeren	N;NOM;MASC;SG;3	V;NFIN
इंकार	weiger	इंकार	weiger	N;NOM;MASC;SG;3	V;SG;PRS;FIN
गोपनीयता	vertrouwelijk	गोपनीयता	vertrouwelijk	N;NOM;FEM;SG;3	ADJ
गोपनीयता	afscheiden	गोपनीयता	afscheiden	N;NOM;FEM;SG;3	V;NFIN
क्लार्क	clarke	क्लार्क	clark	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
क्लार्क	clark	क्लार्क	clark	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
मास्को	moskou	मास्को	moskou	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
रकम	bedragen	रकम	bedrag	N;NOM;FEM;SG;3	N;PL
रकम	sommen	रकम	sommen	N;NOM;FEM;SG;3	N;PL
चूना	kalksteen	चूना	kalksteen	N;NOM;MASC;SG;3	N;PL
आपत्ति	bezwaren	आपत्ति	bezwaar	N;NOM;FEM;SG;3	N;PL
आपत्ति	bezwaren	आपत्ति	bezwaar	N;NOM;FEM;SG;3	N;PL
दीवान	diwan	दीवान	diwan	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
मतदाता	kiezer	मतदाता	kiezer	N;NOM;MASC;PL;3	N;MASC+FEM;SG
सूखी	droge	सूख	droog	V;PFV;FEM;SG;V.PTCP;ACT	ADJ
सूखी	droog	सूख	droog	V;PFV;FEM;SG;V.PTCP;ACT	ADJ
भूकम्प	aardbeving	भूकम्प	aardbeving	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
प्रधानता	prioritair	प्रधानता	prioritair	N;NOM;FEM;SG;3	ADJ
पिशाच	vampier	पिशाच	vampier		N;MASC+FEM;SG
पिशाच	vampire	पिशाच	vampire		N;MASC+FEM;SG
जला	brand	जला	brand	V;SG;V.PTCP;ACT	N;MASC+FEM;SG
जला	burn	जला	burn	V;SG;V.PTCP;ACT	N;MASC+FEM;SG
भाषाई	taalkundige	भाषाई	taalkundig	N;NOM;MASC;SG;3	ADJ
दाता	donor	दाता	donor		N;MASC+FEM;SG
दाता	donateur	दाता	donateur		N;MASC+FEM;SG
दाता	gever	दाता	gever		N;MASC+FEM;SG
किंग्स	koningen	किंग	koning	PROPN;NOM;MASC;SG;3	N;PL
नेटवर्किंग	netwerken	नेटवर्किंग	netwerken	N;NOM;FEM;SG;3	N;PL
हटाना	verwijdering	हटा	verwijdering	V;MASC;NFIN;ACT	N;MASC+FEM;SG
हटाना	schrapping	हटा	schrapping	V;MASC;NFIN;ACT	N;MASC+FEM;SG
हटाना	verwijdering	हटा	verwijdering	V;MASC;NFIN;ACT	N;MASC+FEM;SG
अर्जेंटीना	argentinië	अर्जेंटीना	argentinië	N;NOM;MASC;SG;3	PROPN;NEUT;SG
इंसान	menselijk	इंसान	menselijk	N;NOM;MASC;SG;3	ADJ
इंसान	menselijke	इंसान	menselijk	N;NOM;MASC;SG;3	ADJ
सूडान	soedanese	सूडान	soedanees	PROPN;NOM;MASC;SG;3	ADJ
सूडान	sudan	सूडान	sudan	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
सूडान	soedan	सूडान	soedan	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
स्पर्धा	concurrerende	स्पर्धा	concurreren	N;NOM;FEM;SG;3	V;V.PTCP
स्पर्धा	concurreren	स्पर्धा	concurreren	N;NOM;FEM;SG;3	V;NFIN
वादा	beloven	वादा	beloven	N;NOM;MASC;SG;3	V;NFIN
वादा	beloof	वादा	beloven	N;NOM;MASC;SG;3	V;SG;PRS;FIN
चालीस	forty	चालीस	forty	NUM	
उपवास	vasten	उपवास	vast	N;NOM;MASC;SG;3	V;NFIN
अप्रत्यक्ष	indirect	अप्रत्यक्ष	indirect	PROPN;NOM;MASC;SG;3	ADJ
अप्रत्यक्ष	indirecte	अप्रत्यक्ष	indirect	PROPN;NOM;MASC;SG;3	ADJ
अप्रत्यक्ष	onrechtstreeks	अप्रत्यक्ष	onrechtstreeks	PROPN;NOM;MASC;SG;3	ADJ
अप्रत्यक्ष	impliciet	अप्रत्यक्ष	impliciet	PROPN;NOM;MASC;SG;3	ADJ
अप्रत्यक्ष	impliciete	अप्रत्यक्ष	impliciet	PROPN;NOM;MASC;SG;3	ADJ
अप्रत्यक्ष	schuine	अप्रत्यक्ष	schuin	PROPN;NOM;MASC;SG;3	ADJ
अप्रत्यक्ष	schuin	अप्रत्यक्ष	schuin	PROPN;NOM;MASC;SG;3	ADJ
एयरलाइन्स	airbus	एयरलाइन	Airbus	N;NOM;FEM;PL;3	N;MASC+FEM;SG
दंत	tandheelkundige	दंत	tandheelkundig		ADJ
देसाई	desai	देसाई	desai	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
बुधवार	trouwen	बुधवार	trouwen	PROPN;NOM;MASC;SG;3	V;NFIN
बुधवार	woensdag	बुधवार	woensdag	PROPN;NOM;MASC;SG;3	PROPN;MASC+FEM;SG
पीस	slijpen	पीस	slijpen		V;NFIN
पीस	malen	पीस	maal		N;PL
पीस	stuk	पीस	stuk		N;NEUT;SG
पीस	stukje	पीस	stuk		N;NEUT;SG
प्रतियां	compileren	प्रति	compileren	N;NOM;FEM;PL;3	V;NFIN
कार्यकर्ताओं	werkenden	कार्यकर्ता	werken	N;ACC;MASC;PL;3	V;V.PTCP
इथियोपिया	ethiopië	इथियोपिया	ethiopië	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
स्थानिक	ruimtelijk	स्थानिक	ruimtelijk	N;NOM;MASC;SG;3	ADJ
अधिकांशतः	voornamelijk	अधिकांशतः	voornamelijk	ADV	ADJ
अधिकांशतः	hoofdzakelijk	अधिकांशतः	hoofdzakelijk	ADV	ADJ
हीरा	diamond	हीरा	diamond	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
हीरा	diamant	हीरा	diamant	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
डॉट	puntje	डॉट	punt		N;NEUT;SG
डॉट	dot	डॉट	dot		N;MASC+FEM;SG
डॉट	stip	डॉट	stip		N;MASC+FEM;SG
बेकार	waardeloze	बेकार	waardeloos		ADJ
बेकार	waardeloos	बेकार	waardeloos		ADJ
बेकार	balen	बेकार	balen		V;NFIN
बेकार	zuigt	बेकार	zuigen		V;SG;PRS;FIN
बेकार	nutteloos	बेकार	nutteloos		ADJ
बेकार	zinloos	बेकार	zinloos		ADJ
बेकार	onbruikbaar	बेकार	onbruikbaar		ADJ
बेकार	waardeloos	बेकार	waardeloos		ADJ
मिशेल	michelle	मिशेल	michelen	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
मिशेल	michele	मिशेल	michel	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
मिशेल	mitchell	मिशेल	mitchell	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
मिशेल	mitchel	मिशेल	mitchel	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
अनिश्चित	onzeker	अनिश्चित	onzeker	PROPN;NOM;SG;3	ADJ
अनिश्चित	onzekere	अनिश्चित	onzeker	PROPN;NOM;SG;3	ADJ
अनिश्चित	onzeker	अनिश्चित	onzeker	PROPN;NOM;SG;3	ADJ
मोटा	vet	मोटा	vet	ADJ;NOM;MASC;SG	N;NEUT;SG
अंकन	markering	अंकन	markering		N;MASC+FEM;SG
अंकन	markeren	अंकन	markeren		V;NFIN
वरदान	zegenen	वरदान	zegenen	N;NOM;MASC;SG;3	V;NFIN
सलमान	salman	सलमान	salman	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
आर्यों	arische	आर्य	arisch	N;ACC;MASC;PL;3	ADJ
फ्रेडरिक	friedrich	फ्रेडरिक	friedrich	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
फ्रेडरिक	frederik	फ्रेडरिक	frederik	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
फ्रेडरिक	frederick	फ्रेडरिक	frederick	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
मानद	honorair	मानद	honorair	PROPN;NOM;MASC;SG;3	ADJ
संग्रहण	verzamelingen	संग्रहण	verzameling	N;NOM;MASC;SG;3	N;PL
संग्रहण	collecties	संग्रहण	collectie	N;NOM;MASC;SG;3	N;PL
संग्रहण	verzamelen	संग्रहण	verzamelen	N;NOM;MASC;SG;3	V;NFIN
आर्कटिक	arctische	आर्कटिक	arctisch	N;NOM;MASC;SG;3	ADJ
काबुल	kabul	काबुल	kabul	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
काबुल	kaboel	काबुल	kaboel	PROPN;NOM;MASC;SG;3	N;NEUT;SG
फिलहाल	momenteel	फिलहाल	momenteel	ADV	ADJ
आलोचनात्मक	kritiek	आलोचनात्मक	kritiek	ADJ;NOM	N;MASC+FEM;SG
प्रतिस्पर्धी	concurrenten	प्रतिस्पर्धी	concurrent	N;NOM;MASC;SG;3	N;PL
प्रतिस्पर्धी	concurrerend	प्रतिस्पर्धी	concurreren	N;NOM;MASC;SG;3	V;V.PTCP
प्रतिस्पर्धी	concurrerende	प्रतिस्पर्धी	concurreren	N;NOM;MASC;SG;3	V;V.PTCP
प्रतिस्पर्धी	competitief	प्रतिस्पर्धी	competitief	N;NOM;MASC;SG;3	ADJ
प्रतिस्पर्धी	competitieve	प्रतिस्पर्धी	competitief	N;NOM;MASC;SG;3	ADJ
कार्यालयों	kantoor	कार्यालय	kantoor	N;ACC;MASC;PL;3	N;NEUT;SG
फिल्टर	filteren	फिल्टर	filteren	N;NOM;MASC;SG;3	V;NFIN
डाई	kleurstof	डाई	kleurstof		N;MASC+FEM;SG
स्विस	zwitserse	स्विस	zwitsers		ADJ
स्विस	zwitsers	स्विस	zwitser		N;PL
कटाई	oogsten	कटाई	oogsten	N;NOM;FEM;SG;3	V;NFIN
कटाई	oogsten	कटाई	oogsten	N;NOM;FEM;SG;3	V;NFIN
रूढ़िवादी	conservatief	रूढ़िवादी	conservatief	N;NOM;MASC;SG;3	ADJ
रूढ़िवादी	conservatieve	रूढ़िवादी	conservatief	N;NOM;MASC;SG;3	ADJ
फोर्ट	fort	फोर्ट	fort	PROPN;NOM;MASC;SG;3	N;NEUT;SG
चमड़े	lederen	चमड़ा	lederen	N;NOM;MASC;SG;3	V;NFIN
अनुपालन	naleven	अनुपालन	naleven	N;NOM;MASC;SG;3	V;NFIN
हफ्ते	weken	हफ्ता	week	N;NOM;MASC;SG;3	N;PL
चैंपियंस	kampioenen	चैंपियंस	kampioen	N;NOM;MASC;SG;3	N;PL
चैंपियंस	champions	चैंपियंस	champion	N;NOM;MASC;SG;3	N;PL
मुद्रित	afgedrukt	मुद्रित	afdrukken	N;NOM;MASC;SG;3	V;V.PTCP
मुद्रित	gedrukt	मुद्रित	drukken	N;NOM;MASC;SG;3	V;V.PTCP
मुद्रित	geprint	मुद्रित	printen	N;NOM;MASC;SG;3	V;V.PTCP
मुद्रित	bedrukt	मुद्रित	bedrukken	N;NOM;MASC;SG;3	V;V.PTCP
बेदी	bedi	बेदी	bedi	PROPN;NOM;SG;3	N;MASC+FEM;SG
वास्तुकार	architecten	वास्तुकार	architect	N;NOM;MASC;SG;3	N;PL
अभिनव	vernieuwend	अभिनव	vernieuwen	PROPN;NOM;MASC;SG;3	V;V.PTCP
अभिनव	innovatief	अभिनव	innovatief	PROPN;NOM;MASC;SG;3	ADJ
अभिनव	innovatieve	अभिनव	innovatief	PROPN;NOM;MASC;SG;3	ADJ
कनेक्शन	connecties	कनेक्शन	connectie	N;NOM;MASC;SG;3	N;PL
कनेक्शन	aansluitingen	कनेक्शन	aansluiting	N;NOM;MASC;SG;3	N;PL
कनेक्शन	verbindingen	कनेक्शन	verbinding	N;NOM;MASC;SG;3	N;PL
अरस्तू	aristoteles	अरस्तू	aristoteles	PROPN;NOM;MASC;SG;3	N;PL
बिली	billy	बिली	billy	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
बिली	billie	बिली	billie	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
अर्द्ध	semi	अर्द्ध	semi		N;MASC+FEM;SG
खाया	at	खा	at	V;PFV;MASC;SG;V.PTCP;ACT	
अग्रिम	voorschot	अग्रिम	voorschot	ADJ	N;NEUT;SG
अग्रिम	oprukken	अग्रिम	oprukken	ADJ	V;NFIN
अग्रिम	frontlinie	अग्रिम	frontlinie	ADJ	N;MASC+FEM;SG
अग्रिम	voorschotten	अग्रिम	voorschot	ADJ	N;PL
विकिमीडिया	wikimedia	विकिमीडिया	wikimedia	ADJ	V;SG;PST;FIN
अब्राहम	abraham	अब्राहम	abraham	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
जुड़वां	tweelingen	जुड़वां	tweeling	N;NOM;MASC;SG;3	N;PL
हज़ारों	duizenden	हज़ार	duizend	N;ACC;MASC;PL;3	NUM
बाधित	onderbroken	बाधित	onderbreken	ADJ	V;V.PTCP
हिप	hip	हिप	hip		ADJ
हिप	heup	हिप	heup		N;MASC+FEM;SG
हिप	hippe	हिप	hippe		ADJ
हिप	hiep	हिप	hoep		N;MASC+FEM;SG
विलक्षण	schilderachtige	विलक्षण	schilderachtig	ADP	ADJ
दुरुपयोग	misbruiken	दुरुपयोग	misbruiken	N;NOM;MASC;SG;3	V;NFIN
परमाणुओं	rudimentaire	परमाणु	rudimentair	N;ACC;MASC;PL;3	ADJ
लेक	lek	लेक	lek	PROPN;NOM;MASC;SG;3	ADJ
लेक	lech	लेक	lech	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
मिल्वौकी	milwaukee	मिल्वौकी	milwauk	PROPN;NOM;MASC;SG;3	N;NEUT;SG
कंधे	schouder	कंधे	schouder	N;NOM;MASC;PL;3	N;MASC+FEM;SG
मज़बूत	sterk	मज़बूत	sterk	CONJ	ADJ
मज़बूत	sterke	मज़बूत	sterk	CONJ	ADJ
मज़बूत	sterken	मज़बूत	sterken	CONJ	V;NFIN
कंट्रोल	control	कंट्रोल	control	N;NOM;MASC;SG;3	
थीम	thema	थीम	thema		N;NEUT;SG
संगमरमर	marmeren	संगमरमर	marmeren	N;NOM;MASC;SG;3	V;NFIN
शेखर	shekhar	शेखर	shekhar	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
कीर्ति	bekendheid	कीर्ति	bekendheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
कीर्ति	beroemdheid	कीर्ति	beroemdheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
कीर्ति	roem	कीर्ति	roem	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
कीर्ति	faam	कीर्ति	faam	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
मिलाने	milaan	मिला	milaan	V;NFIN;ACT	PROPN;NEUT;SG
जेन	jane	जेन	jane	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
जेन	janneke	जेन	janneke	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
जेन	jen	जेन	jen	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
कहां	waar	कहाँ	waar		ADV
आतंरिक	intern	आतंरिक	intern	N;NOM;MASC;SG;3	ADJ
आतंरिक	inwendig	आतंरिक	inwendig	N;NOM;MASC;SG;3	ADJ
कैथरीन	katherine	कैथरीन	katherine	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
कैथरीन	catharina	कैथरीन	catharina	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
कैथरीन	catherine	कैथरीन	catherine	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
कैथरीन	catharina	कैथरीन	catharina	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
करन	karan	करन	karan	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
कब्ज़ा	bezit	कब्ज़ा	bezitten	N;NOM;MASC;SG;3	V;SG;PRS;FIN
हस्तांतरण	overdragen	हस्तांतरण	overdragen	N;NOM;MASC;SG;3	V;NFIN
हस्तांतरण	overdrachten	हस्तांतरण	overdracht	N;NOM;MASC;SG;3	V;V.PTCP
हस्तांतरण	transfers	हस्तांतरण	transfer	N;NOM;MASC;SG;3	N;PL
लॉजिक	logisch	लॉजिक	logisch	N;NOM;MASC;SG;3	ADJ
लॉजिक	logische	लॉजिक	logisch	N;NOM;MASC;SG;3	ADJ
धुरी	as	धुरी	zijn	N;NOM;FEM;SG;3	
धुरी	as	धुरी	zijn	N;NOM;FEM;SG;3	
आभास	waargenomen	आभास	waarnemen		V;V.PTCP
ख़राब	slechte	ख़राब	slecht	PROPN;NOM;MASC;SG;3	ADJ
ख़राब	bad	ख़राब	bad	PROPN;NOM;MASC;SG;3	N;NEUT;SG
ख़राब	slecht	ख़राब	slecht	PROPN;NOM;MASC;SG;3	ADJ
प्रतिबिंबित	reflecteren	प्रतिबिंबित	reflecteren	ADJ	V;NFIN
प्रतिबिंबित	weerspiegelen	प्रतिबिंबित	weerspiegelen	ADJ	V;NFIN
एकाधिक	multiplayer	एकाधिक	multiplayer		N;MASC+FEM;SG
कार्बोहाइड्रेट	koolhydraten	कार्बोहाइड्रेट	koolhydraat	N;NOM;MASC;SG;3	N;PL
पतले	skinny	पतला	skinny	ADJ;NOM;MASC;PL	N;MASC+FEM;SG
दर्रा	passeren	दर्रा	passeren	N;NOM;MASC;SG;3	V;NFIN
गुहा	holte	गुहा	holte		N;MASC+FEM;SG
गुहा	guha	गुहा	guha		N;MASC+FEM;SG
पहलवान	worstelaars	पहलवान	worstelaar	N;NOM;MASC;SG;3	N;PL
रैंक	rangschikking	रैंक	rangschikking		N;MASC+FEM;SG
रैंक	rang	रैंक	rang		N;MASC+FEM;SG
रैंक	rangschikken	रैंक	rangschik		V;NFIN
अपूर्ण	onvolmaakte	अपूर्ण	onvolmaken	N;NOM;MASC;SG;3	ADJ
अपूर्ण	incompleet	अपूर्ण	incompleet	N;NOM;MASC;SG;3	ADJ
अपूर्ण	onvolledige	अपूर्ण	onvolledig	N;NOM;MASC;SG;3	ADJ
अपूर्ण	onvolledig	अपूर्ण	onvolledig	N;NOM;MASC;SG;3	ADJ
डेल	dale	डेल	daal	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
डेल	del	डेल	del	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
डेल	dell	डेल	dell	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
दूरदर्शी	visionair	दूरदर्शी	visionair	N;NOM;MASC;SG;3	ADJ
तटस्थ	onpartijdig	तटस्थ	onpartijdig		ADJ
तटस्थ	onpartijdige	तटस्थ	onpartijdig		ADJ
तटस्थ	neutrale	तटस्थ	neutraal		ADJ
तटस्थ	neutraal	तटस्थ	neutraal		ADJ
उन्मुख	georiënteerd	उन्मुख	oriënteren		V;V.PTCP
उन्मुख	georiënteerde	उन्मुख	oriënteren		V;V.PTCP
अनुकूलित	aanpassen	अनुकूलित	aanpassen	ADJ	V;NFIN
अनुकूलित	geoptimaliseerd	अनुकूलित	eptimaliseren	ADJ	V;V.PTCP
अनुकूलित	geoptimaliseerde	अनुकूलित	ptimaliseren	ADJ	V;V.PTCP
अनुकूलित	aangepaste	अनुकूलित	aanpassen	ADJ	V;V.PTCP
अनुकूलित	aangepast	अनुकूलित	aanpassen	ADJ	V;V.PTCP
भेड़	schapen	भेड़	schaap	N;NOM;MASC;SG;3	N;PL
रैखिक	lineaire	रैखिक	lineair	N;NOM;MASC;3	ADJ
रैखिक	lineair	रैखिक	lineair	N;NOM;MASC;3	ADJ
फांसी	rondhangen	फाँसी	rondhang	N;NOM;FEM;SG;3	V;NFIN
फांसी	ophangen	फाँसी	ophangen	N;NOM;FEM;SG;3	V;NFIN
फांसी	hangen	फाँसी	hangen	N;NOM;FEM;SG;3	V;NFIN
प्रयोगात्मक	experimenteel	प्रयोगात्मक	experimenteel	N;NOM;MASC;SG;3	ADJ
कब्जे	bezit	कब्जा	bezitten	N;NOM;MASC;SG;3	V;SG;PRS;FIN
ऐनी	anne	ऐना	anne	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
बेला	bella	बेला	bella	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
निकालना	extractie	निकाल	extractie	V;MASC;NFIN;ACT	N;MASC+FEM;SG
निकालना	winning	निकाल	winning	V;MASC;NFIN;ACT	N;MASC+FEM;SG
नॉर्वे	noorwegen	नॉर्वे	noorwegen	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
सालाना	jaarlijks	सालाना	jaarlijks	ADP	ADJ
कलम	pen	कलम	pen		N;MASC+FEM;SG
कलम	enten	कलम	ent		V;NFIN
चूर्ण	slakken	चूर्ण	slak	N;NOM;MASC;SG;3	N;PL
टोरंटो	toronto	टोरंटो	toronto	PROPN;NOM;MASC;SG;3	N;NEUT;SG
जॉर्जिया	georgië	जॉर्जिया	georgië	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
जॉर्जिया	georgia	जॉर्जिया	georgia	PROPN;NOM;MASC;SG;3	N;NEUT;SG
कोल	cole	कोल	cole		N;MASC+FEM;SG
मरे	murray	मर	murray	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC+FEM;SG
अपलोड	geüpload	अपलोड	plloeden	ADJ	V;V.PTCP
अपलोड	geupload	अपलोड	vloeden	ADJ	V;V.PTCP
अपलोड	uploads	अपलोड	uploads	ADJ	N;PL
अपलोड	uploaden	अपलोड	upload	ADJ	V;NFIN
अपलोड	upload	अपलोड	upload	ADJ	N;MASC+FEM;SG
अजीब	raar	अजीब	raar	ADP	ADJ
अजीब	vreemd	अजीब	vreemd	ADP	ADJ
अजीब	strange	अजीब	strang	ADP	N;MASC+FEM;SG
अजीब	raar	अजीब	raar	ADP	ADJ
अजीब	vreemd	अजीब	vreemd	ADP	ADJ
अजीब	vreemde	अजीब	vreemd	ADP	ADJ
अजीब	onhandig	अजीब	onhandig	ADP	ADJ
अजीब	gênant	अजीब	gênant	ADP	ADJ
अजीब	ongemakkelijk	अजीब	ongemakkelijk	ADP	ADJ
ओबामा	obama	ओबामा	obama	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
शॉन	shaun	शॉन	shaun	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
शॉन	sean	शॉन	sean	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
अल्बर्ट	albert	अल्बर्ट	albert	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
ख़ैबर	khyber	ख़ैबर	khyber	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
बेगम	begum	बेगम	begum	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
वेगास	vegas	वेगास	vegas	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
सघन	compact	सघन	compact		ADJ
सघन	compacte	सघन	compact		ADJ
सघन	gecondenseerde	सघन	condenseren		ADJ
सघन	dichte	सघन	dicht		ADJ
चौदह	fourteen	चौदह	fourteen	NUM	N;MASC+FEM;SG
छपाई	print	छपाई	print	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC+FEM;SG
छपाई	afdruk	छपाई	afdruk	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC+FEM;SG
छपाई	drukwerk	छपाई	drukwerk	V;PFV;FEM;SG;V.PTCP;ACT	N;NEUT;SG
सर्दी	koude	सर्दी	koud	N;NOM;FEM;SG;3	ADJ
सर्दी	koud	सर्दी	koud	N;NOM;FEM;SG;3	ADJ
गिलगित	gilgit	गिलगित	gilgit	PROPN;NOM;MASC;SG;3	N;PL
मीठा	lieve	मीठा	lief	PROPN;NOM;MASC;SG;3	ADJ
मीठा	sweet	मीठा	sweet	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
मीठा	zoet	मीठा	zoet	PROPN;NOM;MASC;SG;3	ADJ
मीठा	lief	मीठा	lief	PROPN;NOM;MASC;SG;3	ADJ
सच्चाई	waarheden	सच्चाई	waarheden	N;NOM;FEM;SG;3	N;PL
सच्चाई	truth	सच्चाई	truth	N;NOM;FEM;SG;3	
स्विच	wisselen	स्विच	wisselen	N;NOM;MASC;SG;3	V;NFIN
पैन	pan	पैन	pan		N;MASC+FEM;SG
ताजा	verse	ताजा	vers	ADJ;NOM;MASC;SG	N;MASC+FEM;SG
बलूचिस्तान	beloetsjistan	बलूचिस्तान	beloetsjistan	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
प्रतिभागी	deelnemers	प्रतिभागी	deelnemer	N;NOM;MASC;SG;3	N;PL
बोझ	lasten	बोझ	last	N;NOM;MASC;SG;3	N;PL
बोझ	lasten	बोझ	last	N;NOM;MASC;SG;3	N;PL
रीढ़	lendenen	रीढ़	lendeen	N;NOM;FEM;SG;3	N;PL
सेवानिवृत्त	gepensioneerde	सेवानिवृत्त	pensioneren	ADJ	V;V.PTCP
सेवानिवृत्त	gepensioneerd	सेवानिवृत्त	pensioneren	ADJ	V;V.PTCP
ज्येष्ठ	oudste	ज्येष्ठ	oud	N;NOM;MASC;SG;3	ADJ;RL
क्रूज़	cruz	क्रूज़	cruz	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
क्रूज़	cruises	क्रूज़	cruis	PROPN;NOM;MASC;SG;3	N;PL
धनात्मक	positief	धनात्मक	positief	N;NOM;MASC;SG;3	ADJ
धनात्मक	positieve	धनात्मक	positief	N;NOM;MASC;SG;3	ADJ
तुम्हारी	uwe	तुम्हारी	uw	PRO;FEM;SG;3	N;MASC+FEM;SG
आइस	ijs	आइस	ijs		N;NEUT;SG
आइस	ice	आइस	ice		N;MASC+FEM;SG
कमज़ोर	zwak	कमज़ोर	zwak	ADP	ADJ
कमज़ोर	zwakken	कमज़ोर	zwak	ADP	V;NFIN
कमज़ोर	slap	कमज़ोर	slap	ADP	ADJ
कमज़ोर	zwakke	कमज़ोर	zwak	ADP	ADJ
