douro	douro	douro	douro	N;MASC;SG	PROPN;NOM;MASC;SG
bruto	grobo	bruto	grobo	N;MASC;SG	ADV
regressou	vrnjeno	regressar	vrnjen	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
regressou	vrnjena	regressar	vrnjen	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
regressou	vrnjen	regressar	vrnjen	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
interino	vmesno	interino	vmesno	N;MASC;SG	ADJ;NOM;NEUT;SG
interino	vmesna	interino	vmesen	N;MASC;SG	ADJ;NOM;FEM;SG
fernández	fernández	fernández	fernández	N;MASC;SG	PROPN;NOM;MASC;SG
trabalhado	obdelani	trabalhar	obdelan	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
linguística	jezikovno	linguística	jezikoven	N;FEM;SG	ADJ;NOM;NEUT;SG
wikis	wikis	wiki	wikis	N;MASC;PL	N;NOM;MASC;SG
johns	johns	johm	johns	N;FEM;SG	PROPN;NOM;MASC;SG
tiros	streljanje	tiro	streljanje	N;MASC;PL	N;NOM;NEUT;SG
etiópia	etiopski	etiópia	etiopski	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
compor	sestavi	compor	sestava	V;NFIN	N;DAT;FEM;SG
amado	ljubljena	amado	ljubljen	N;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
amado	ljubil	amado	ljubiti	N;MASC;SG	V;IPFV;MASC;SG;V.PTCP
amado	ljubljeni	amado	ljubljen	N;MASC;SG	ADJ;NOM;MASC;SG;V.PTCP
amado	ljubljena	amado	ljubljen	N;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
alcançado	dosežen	alcançar	dosežen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
alcançado	dosežena	alcançar	dosežen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
alcançado	doseženo	alcançar	dosežen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
alcançado	dosežene	alcançar	dosežen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
alcançado	dosežene	alcançar	dosežen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
alcançado	dosežen	alcançar	dosežen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
alcançado	dosežena	alcançar	dosežen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
alcançado	doseženo	alcançar	dosežen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
alcançado	doseženi	alcançar	dosežen	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
multidão	množice	multidão	množica	N;FEM;SG	N;NOM;FEM;PL
resolvido	rešen	resolver	rešen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
resolvido	rešeno	resolver	rešen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
resolvido	rešena	resolver	rešen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
resolvido	rešen	resolver	rešen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
resolvido	rešeno	resolver	rešen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
resolvido	rešena	resolver	rešen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
resolvido	urejeno	resolver	urejen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
lane	lane	lane	lan	N;MASC;SG	
guarnição	garrison	guarnição	garrison	N;FEM;SG	
completos	popolna	completo	popoln	ADJ;MASC;PL	ADJ;NOM;FEM;SG
completos	popolno	completo	popoln	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
especializado	specializiranih	especializar	specializiran	V;MASC;SG;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
especializado	specializiran	especializar	specializiran	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
especializado	specializirana	especializar	specializiran	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
especializado	specializirani	especializar	specializiran	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
especializado	specializirano	especializar	specializirano	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
especializado	specializirane	especializar	specializiran	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
especializado	specializiran	especializar	specializiran	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
especializado	specialist	especializar	specialist	V;MASC;SG;V.PTCP	N;NOM;MASC;SG
dano	odškodnine	dano	odškodnina	N;MASC;SG	N;NOM;FEM;PL
hesse	hessen	hessar	hessen	N;MASC;SG	PROPN;NOM;MASC;SG
hesse	hess	hessar	hess	N;MASC;SG	PROPN;NOM;MASC;SG
protestante	protestantske	protestante	protestantski	N;MASC;SG	ADJ;NOM;FEM;PL
mineral	mineralnih	mineral	mineralen	N;MASC;SG	ADJ;GEN;MASC;PL
mineral	mineralno	mineral	mineralen	N;MASC;SG	ADJ;NOM;NEUT;SG
promocional	promocijska	promocional	promocijski	N;MASC;SG	ADJ;NOM;FEM;SG
fina	tanke	fino	tanek	ADJ;FEM;SG	ADJ;NOM;FEM;PL
fina	tanko	fino	tanko	ADJ;FEM;SG	ADV
esperava	pričakovani	esperar	pričakovan	V;IND;SG;3;IPFV;FIN	ADJ;NOM;MASC;SG;V.PTCP
esperava	pričakovana	esperar	pričakovan	V;IND;SG;3;IPFV;FIN	ADJ;NOM;FEM;SG;V.PTCP
esperava	pričakovan	esperar	pričakovan	V;IND;SG;3;IPFV;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
esperava	pričakovali	esperar	pričakovati	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;PL;V.PTCP
esperava	pričakovano	esperar	pričakovan	V;IND;SG;3;IPFV;FIN	ADJ;NOM;NEUT;SG;V.PTCP
adolescência	mladostnikih	adolescência	mladostnik	N;FEM;SG	N;ESS;MASC;PL
adolescência	pubertete	adolescência	puberteta	N;FEM;SG	N;NOM;FEM;PL
líbano	libanon	líbano	libanon	N;MASC;SG	PROPN;NOM;MASC;SG
pete	pete	pete	peti	PROPN;MASC;SG	N;NOM;FEM;PL
sólido	trdni	sólido	trden	ADJ;MASC;SG	ADJ;NOM;MASC;PL
sólido	trdne	sólido	trden	ADJ;MASC;SG	ADJ;NOM;FEM;PL
sólido	trdno	sólido	trdno	ADJ;MASC;SG	ADV
magnético	magnetno	magnético	magneten	N;MASC;SG	ADJ;NOM;NEUT;SG
magnético	magnetni	magnético	magneten	N;MASC;SG	ADJ;NOM;MASC;SG
magnético	magnetna	magnético	magneten	N;MASC;SG	ADJ;NOM;FEM;SG
gigantes	velikanski	gigante	velikanski	N;MASC;PL	ADJ;NOM;MASC;SG
gigantes	ogromen	gigante	ogromen	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
gigantes	velikan	gigante	velikan	N;MASC;PL	N;NOM;MASC;SG
gigantes	orjaški	gigante	orjaški	N;MASC;PL	ADJ;NOM;DEF;MASC;SG
licenciatura	diplomiral	licenciatura	diplomirati	N;FEM;SG	V;MASC;SG;V.PTCP
ameaças	grožnja	ameaça	grožnja	N;FEM;PL	N;NOM;FEM;SG
múltiplos	večkratno	múltiplo	večkraten	ADJ;MASC;PL	ADV
múltiplos	večkratni	múltiplo	večkraten	ADJ;MASC;PL	ADJ;NOM;MASC;SG
mercadorias	blago	mercadoria	blago	N;FEM;PL	N;NOM;NEUT;SG
mercadorias	blaga	mercadoria	blago	N;FEM;PL	N;GEN;NEUT;SG
mercadorias	blago	mercadoria	blago	N;FEM;PL	N;NOM;NEUT;SG
mercadorias	tovorni	mercadoria	tovoren	N;FEM;PL	ADJ;NOM;DEF;MASC;SG
mercadorias	tovor	mercadoria	tovor	N;FEM;PL	N;NOM;MASC;SG
frutas	sadje	fruta	sadje	N;FEM;PL	N;NOM;NEUT;SG
frutas	sadje	fruta	sadje	N;FEM;PL	N;NOM;NEUT;SG
precisava	potreben	precisar	potreben	V;IND;SG;3;IPFV;FIN	ADJ;NOM;INDF;MASC;SG
precisava	potrebna	precisar	potreben	V;IND;SG;3;IPFV;FIN	ADJ;NOM;FEM;SG
precisava	potrebovali	precisar	potrebovati	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;PL;V.PTCP
índices	indeks	índice	indeks	N;MASC;PL	N;NOM;MASC;SG
índices	kazalo	índice	kazati	N;MASC;PL	V;IPFV;NEUT;SG;V.PTCP
eliminados	izbrisan	eliminar	izbrisan	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
eliminados	izbrisano	eliminar	izbrisan	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
eliminados	črta	eliminar	črta	V;MASC;PL;V.PTCP	N;NOM;FEM;SG
eliminados	izbrisana	eliminar	izbrisan	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
eliminados	odstranjen	eliminar	odstranjen	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
eliminados	izločena	eliminar	izločen	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
crônicas	kronična	crônica	kroničen	N;FEM;PL	ADJ;NOM;FEM;SG
crônicas	kronični	crônica	kroničen	N;FEM;PL	ADJ;NOM;MASC;PL
crônicas	kronično	crônica	kronično	N;FEM;PL	ADV
crônicas	kroniki	crônica	kronika	N;FEM;PL	N;DAT;FEM;SG
masters	gospodarji	master	gospodar	N;MASC;SG	N;NOM;MASC;PL
masters	mojstri	master	mojster	N;MASC;SG	N;NOM;MASC;PL
sebastian	sebastian	sebastian	sebastian	N;MASC;SG	PROPN;NOM;MASC;SG
separar	ločevanje	separar	ločevanje	V;NFIN	N;NOM;NEUT;SG
separar	ločena	separar	ločen	V;NFIN	ADJ;NOM;FEM;SG;V.PTCP
separar	ločeni	separar	ločen	V;NFIN	ADJ;NOM;MASC;PL;V.PTCP
separar	ločeno	separar	ločen	V;NFIN	ADJ;NOM;NEUT;SG;V.PTCP
interessados	zanima	interessado	zanimati	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
interessados	zainteresirani	interessado	zainteresiran	N;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
interessados	zainteresirana	interessado	zainteresiran	N;MASC;PL	ADJ;NOM;FEM;SG;V.PTCP
interessados	zainteresirane	interessado	zainteresiran	N;MASC;PL	ADJ;NOM;FEM;PL;V.PTCP
kew	kew	kew	kew	N;MASC;SG	PROPN;NOM;MASC;SG
collins	collins	collin	collins	N;MASC;SG	PROPN;NOM;MASC;SG
tomado	slikano	tomar	slikan	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
maomé	mohammad	maomé	mohammad	N;MASC;SG	N;NOM;MASC;DU
removido	odstranjena	remover	odstranjen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
removido	odstranjen	remover	odstranjen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
removido	odstranjene	remover	odstranjen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
removido	odstranjeno	remover	odstranjen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
diariamente	dnevna	diariamente	dneven	ADV	ADJ;NOM;FEM;SG
diariamente	dnevni	diariamente	dneven	ADV	ADJ;NOM;MASC;SG
chi	chi	chi	chi	N;MASC;SG	PROPN;NOM;MASC;SG
chi	či	chi	či	N;MASC;SG	
adquirido	pridobljena	adquirir	pridobljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
adquirido	pridobljen	adquirir	pridobljen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
adquirido	pridobljene	adquirir	pridobljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
adquirido	pridobljeno	adquirir	pridobljen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
adquirido	kupljen	adquirir	kupljen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
adquirido	kupljene	adquirir	kupljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
adquirido	kupljeno	adquirir	kupljen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
adquirido	kupljena	adquirir	kupljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
frequentou	udeležili	frequentar	udeležiti	V;IND;SG;3;PST;FIN	V;PFV;MASC;PL;V.PTCP
recomendações	priporočilo	recomendação	priporočiti	N;FEM;PL	N;NOM;NEUT;SG
criminal	kriminalno	criminal	kriminalen	N;MASC;SG	ADJ;NOM;NEUT;SG
criminal	kazensko	criminal	kazenski	N;MASC;SG	ADJ;NOM;NEUT;SG
criminal	kazenskih	criminal	kazenski	N;MASC;SG	ADJ;GEN;MASC;PL
esculturas	kip	escultura	kip	N;FEM;PL	N;NOM;MASC;SG
born	rojen	born	rojen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
born	rojena	born	rojen	N;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
born	rojene	born	rojen	N;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
born	rojeni	born	rojen	N;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
born	rodil	born	roditi	N;MASC;SG	V;MASC;SG;V.PTCP
made	narejena	made	narejen	N;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
made	narejeni	made	narejen	N;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
made	narejen	made	narejen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
made	narejeno	made	narejen	N;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
claudio	claudio	claudio	claudio	N;MASC;SG	PROPN;NOM;MASC;SG
macho	samci	macho	samec	N;MASC;SG	N;NOM;MASC;PL
macho	moško	macho	moški	N;MASC;SG	ADJ;NOM;NEUT;SG
macho	moški	macho	moški	N;MASC;SG	N;NOM;MASC;PL
macho	moška	macho	moški	N;MASC;SG	ADJ;NOM;FEM;SG
saxônia	saška	saxônia	sašek	N;FEM;SG	PROPN;NOM;FEM;SG
hardware	strojne	hardware	strojen	N;MASC;SG	ADJ;NOM;FEM;PL
hardware	strojna	hardware	strojen	N;MASC;SG	ADJ;NOM;FEM;SG
ouvido	uho	ouvir	uho	V;MASC;SG;V.PTCP	N;NOM;NEUT;SG
ouvido	ušesa	ouvir	uho	V;MASC;SG;V.PTCP	N;NOM;NEUT;PL
perdas	izguba	perda	izguba	N;FEM;PL	N;NOM;FEM;SG
perdas	izguba	perda	izguba	N;FEM;PL	N;NOM;FEM;SG
urbanas	urban	urbano	urban	N;FEM;PL	N;NOM;MASC;SG
urbanas	mestna	urbano	mesten	N;FEM;PL	ADJ;NOM;FEM;SG
urbanas	urbana	urbano	urban	N;FEM;PL	ADJ;NOM;FEM;SG
urbanas	mestne	urbano	mesten	N;FEM;PL	ADJ;NOM;FEM;PL
lesões	poškodba	lesão	poškodba	N;FEM;PL	N;NOM;FEM;SG
nervoso	živčni	nervoso	živčen	N;MASC;SG	ADJ;NOM;MASC;SG
nervoso	živčno	nervoso	živčno	N;MASC;SG	ADV
nervoso	živčna	nervoso	živčen	N;MASC;SG	ADJ;NOM;FEM;SG
nervoso	živčen	nervoso	živčen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
soviéticos	sovjetski	soviético	sovjetski	N;MASC;PL	ADJ;NOM;MASC;SG
soviéticos	sovjetska	soviético	sovjetski	N;MASC;PL	ADJ;NOM;FEM;SG
soviéticos	sovjetske	soviético	sovjetski	N;MASC;PL	ADJ;NOM;FEM;PL
soviéticos	sovjetsko	soviético	sovjetski	N;MASC;PL	ADJ;NOM;NEUT;SG
adoção	posvojitve	adoção	posvojitev	N;FEM;SG	N;NOM;FEM;PL
ltd	ltd	ltd	ltd	N;MASC;SG	PROPN;NOM;MASC;SG
separadas	ločena	separar	ločen	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
separadas	ločeni	separar	ločen	V;FEM;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
separadas	ločen	separar	ločen	V;FEM;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
separadas	ločeno	separar	ločen	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
hudson	hudson	hudson	hudson	N;MASC;SG	PROPN;NOM;MASC;SG
cobra	kače	cobrar	kača	N;FEM;SG	N;NOM;FEM;PL
monges	meniha	monge	menih	N;MASC;PL	N;ACC;MASC;SG
escolhidos	izbrano	escolher	izbran	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
escolhidos	izbrani	escolher	izbran	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
escolhidos	izbrana	escolher	izbran	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
escolhidos	izbran	escolher	izbran	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
june	june	june	juna	N;FEM;SG	
ice	ice	ice	ice	N;MASC;SG	
ice	ledom	ice	led	N;MASC;SG	N;DAT;MASC;PL
ruth	ruth	ruth	ruth	N;FEM;SG	PROPN;NOM;MASC;SG
romântico	romantično	romântico	romantičen	ADJ;MASC;SG	ADV
laços	kravate	laço	kravat	N;MASC;PL	ADJ;NOM;FEM;PL
divididas	deljena	dividir	deljen	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
divididas	deljeno	dividir	deljen	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
divididas	razdeljene	dividir	razdeljen	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
divididas	razdeljeni	dividir	razdeljen	V;FEM;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
divididas	razdeljeno	dividir	razdeljen	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
riscos	tveganje	risco	tveganje	N;MASC;PL	N;NOM;NEUT;SG
riscos	tveganje	risco	tveganje	N;MASC;PL	N;NOM;NEUT;SG
trocar	stikalo	trocar	stikalo	V;NFIN	N;NOM;NEUT;SG
trocar	zamenjava	trocar	zamenjava	V;NFIN	N;NOM;FEM;SG
trocar	swap	trocar	swap	V;NFIN	N;NOM;MASC;SG
trocar	menjava	trocar	menjava	V;NFIN	N;NOM;FEM;SG
atribuição	dodelitve	atribuição	dodelitev	N;FEM;SG	N;NOM;FEM;PL
ted	ted	ted	ted	N;MASC;SG	PROPN;NOM;MASC;SG
mônica	monika	mônica	monik	N;FEM;SG	PROPN;NOM;FEM;SG
mensal	mesečno	mensal	mesečno	ADJ;MASC;SG	ADV
favorito	priljubljeno	favorito	priljubljen	N;MASC;SG	ADV
favorito	najljubša	favorito	uljub	N;MASC;SG	ADJ;NOM;RL;FEM;SG
favorito	najljubši	favorito	ujub	N;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
favorito	priljubljeni	favorito	priljubljen	N;MASC;SG	ADJ;NOM;MASC;PL
favorito	priljubljeno	favorito	priljubljen	N;MASC;SG	ADV
favorito	najljubša	favorito	uljub	N;MASC;SG	ADJ;NOM;RL;FEM;SG
favorito	najljubši	favorito	ujub	N;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
conservador	konzervativne	conservador	konzervativen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
espetáculos	očala	espetáculo	očati	N;MASC;PL	N;NOM;NEUT;SG
espetáculos	pokaže	espetáculo	pokazati	N;MASC;PL	V;PFV;IND;SG;3;PRS;FIN
espetáculos	prikaže	espetáculo	prikazati	N;MASC;PL	V;PFV;IND;SG;3;PRS;FIN
selecionado	izbrano	selecionar	izbran	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
selecionado	izbranih	selecionar	izbran	V;MASC;SG;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
selecionado	izbrani	selecionar	izbran	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
selecionado	izbrane	selecionar	izbran	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
selecionado	izbrana	selecionar	izbran	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
selecionado	izbran	selecionar	izbran	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
irene	irena	irene	irena	N;FEM;SG	PROPN;NOM;FEM;SG
irene	irene	irene	irena	N;FEM;SG	PROPN;NOM;FEM;SG
bebidas	pijačo	bebida	pijača	N;FEM;PL	N;ACC;FEM;SG
bebidas	pijača	bebida	pijača	N;FEM;PL	N;NOM;FEM;SG
naruto	naruto	naruto	naruta	N;MASC;SG	
buscando	pridobivanje	buscar	pridobivanje	V;V.MSDR	N;NOM;NEUT;SG
atacado	napaden	atacar	napaden	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
atacado	napadeni	atacar	napaden	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
atacado	napadena	atacar	napaden	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
atacado	napadli	atacar	napasti	V;MASC;SG;V.PTCP	V;PFV;MASC;PL;V.PTCP
trigo	pšenični	trigo	pšeničen	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
trigo	pšenice	trigo	pšenica	N;MASC;SG	N;NOM;FEM;PL
quentes	topla	quente	toplo	ADJ;MASC;PL	ADJ;NOM;FEM;SG
quentes	topel	quente	topel	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
quentes	toplo	quente	toplo	ADJ;MASC;PL	ADV
ante	ante	ante	anta	ADP	N;NOM;MASC;SG
pacote	pakiranja	pacote	pakiranje	N;MASC;SG	N;NOM;NEUT;PL
silêncio	tiho	silêncio	tiho	N;MASC;SG	ADV
silêncio	tiha	silêncio	tih	N;MASC;SG	ADJ;NOM;FEM;SG
silêncio	tiho	silêncio	tiho	N;MASC;SG	ADV
nicholas	nicholas	nichola	nicholas	N;FEM;PL	PROPN;NOM;MASC;SG
definitiva	dokončne	definitivo	dokončen	ADJ;FEM;SG	ADJ;NOM;FEM;PL
definitiva	dokončno	definitivo	dokončno	ADJ;FEM;SG	ADV
nono	nono	nono	nona	ADJ;MASC;SG	N;NOM;MASC;SG
romanas	rimljan	romano	rimljan	N;FEM;PL	N;NOM;MASC;SG
romanas	rimska	romano	rimski	N;FEM;PL	ADJ;NOM;FEM;SG
romanas	roman	romano	roman	N;FEM;PL	N;NOM;MASC;SG
romanas	romana	romano	roman	N;FEM;PL	N;NOM;MASC;SG
romanas	rimske	romano	rimski	N;FEM;PL	ADJ;NOM;FEM;PL
helen	helen	helen	helen	N;FEM;SG	PROPN;NOM;FEM;SG
esperando	čakanje	esperar	čakanje	V;V.MSDR	N;NOM;NEUT;SG
funcional	funkcionalne	funcional	funkcionalen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
funcional	funkcionalno	funcional	funkcionalen	ADJ;MASC;SG	ADV
amadores	amater	amadores	amater	N;MASC;PL	N;NOM;MASC;SG
amadores	amatersko	amadores	amaterski	N;MASC;PL	ADJ;NOM;NEUT;SG
amadores	amaterski	amadores	amaterski	N;MASC;PL	ADJ;NOM;MASC;SG
protecção	zaščitna	protecção	zaščiten	N;FEM;SG	ADJ;NOM;FEM;SG
protecção	zaščitne	protecção	zaščiten	N;FEM;SG	ADJ;NOM;FEM;PL
protecção	zaščitno	protecção	zaščiten	N;FEM;SG	ADJ;NOM;NEUT;SG
transferida	prenesen	transferir	prenesen	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
transferida	premeščen	transferir	premeščen	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
transferida	prenesenih	transferir	prenesen	V;FEM;SG;V.PTCP	ADJ;GEN;MASC;PL
transferida	preneseno	transferir	preneseno	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
transferida	preneseni	transferir	prenesen	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL
pérez	perez	pérez	perez	PROPN;MASC;SG	N;NOM;MASC;SG
pérez	pérez	pérez	pérez	PROPN;MASC;SG	PROPN;NOM;MASC;SG
empresarial	korporacija	empresarial	korporacija	ADJ;MASC;SG	N;NOM;FEM;SG
next	naslednji	next	naslednji	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
next	naslednja	next	naslednji	N;MASC;SG	ADJ;NOM;FEM;SG
leves	lahek	leve	lahek	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
standard	standardna	standard	standarden	N;MASC;SG	ADJ;NOM;FEM;SG
standard	standardno	standard	standardno	N;MASC;SG	ADJ;NOM;NEUT;SG
adolf	adolf	adolf	adolf	N;MASC;SG	PROPN;NOM;MASC;SG
jam	marmelade	jam	marmelada	N;MASC;SG	N;NOM;FEM;PL
seattle	seattle	seattle	seatel	N;MASC;SG	PROPN;NOM;MASC;SG
preparado	pripravljeni	preparar	pripravljen	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
preparado	pripravljena	preparar	pripravljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
preparado	pripravljen	preparar	pripravljen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
preparado	pripravljeni	preparar	pripravljen	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
preparado	pripravljena	preparar	pripravljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
preparado	pripravljene	preparar	pripravljen	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
preparado	pripravljen	preparar	pripravljen	V;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
preparado	pripravljeno	preparar	pripravljen	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
chamando	klicanje	chamar	klicanje	V;V.MSDR	N;NOM;NEUT;SG
receitas	prihodek	receita	prihodek	N;FEM;PL	N;NOM;MASC;SG
receitas	dohodek	receita	dohodek	N;FEM;PL	N;NOM;MASC;SG
receitas	dohodka	receita	dohodek	N;FEM;PL	N;GEN;MASC;SG
receitas	prihodek	receita	prihodek	N;FEM;PL	N;NOM;MASC;SG
pioneiros	pionir	pioneiro	pionir	N;MASC;PL	N;NOM;MASC;SG
complexa	kompleks	complexo	kompleks	ADJ;FEM;SG	N;NOM;MASC;SG
formações	usposabljanja	formação	usposabljanje	N;FEM;PL	N;GEN;NEUT;SG
formações	usposabljanj	formação	usposabljanje	N;FEM;PL	N;GEN;NEUT;SG
exportação	izvozi	exportação	izvoziti	N;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
incluídos	vključeni	incluir	vključen	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
incluídos	vključena	incluir	vključen	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
incluídos	vključene	incluir	vključen	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
