категорија	kategooria
убива	tapab
канцеларија	kontor
канцеларија	büroo
канцеларија	kabinet
либија	liibüa
шпанска	hispaania
пиење	joomine
пораката	sõnum
пораката	teade
потрошувачка	tarbimine
сино	sinised
сино	sinine
населен	asustatud
јаглен	süsi
јаглен	kivisüsi
јаглен	süsi
правопис	õigekirja
резиденција	elukoht
резиденција	elukoha
резиденција	elamine
вина	süü
вина	süüd
вина	süütunne
вина	veinid
значителен	märkimisväärne
бах	bach
форум	foorum
класици	klassika
едноставен	lihtne
највисоко	kõrgeim
непознати	võõrad
непознати	tundmatu
непознати	teadmata
реформа	reformimise
реформа	reform
наводи	väide
службен	ametlik
службен	ametnik
методот	meetod
одлична	suure
одлична	suurepärane
голман	väravavaht
голман	väravavaht
голман	väravavahi
службеници	ametnikud
службеници	teenistujate
службеници	teenijad
службеници	teenistujad
службеници	teenrid
празнина	tühjus
празнина	tühjus
празнина	lõhe
создадено	tekitatud
создадено	loodi
создадено	loodud
бостон	boston
бостон	bostonis
исламски	islami
исламски	islami
кенеди	jfk
кенеди	kennedy
обврзници	võlakirjad
обврзници	võlakirjade
фатих	fatih
сабота	laupäev
сабота	laupäeval
адвокат	advokaat
адвокат	advokaat
адвокат	jurist
обврска	kohustus
обврска	pühendumus
обврска	kohustuse
обврска	pühendumine
обврска	kohustus
оддели	osakonnad
купи	osta
купи	ostetud
купи	ostsid
купи	ostis
зголемен	suurenenud
зголемен	suurendatud
демократски	demokraatlikult
демократски	demokraatlik
демократски	demokraatlikud
балкански	balkani
балкански	balkanil
математичка	matemaatiline
дефинирани	defineeritud
дефинирани	määratletud
произведени	toodetud
деценија	aastakümne
тајланд	tai
тајланд	tais
џерси	jersey
листи	nimekirjad
листи	loetelud
обвинет	süüdistatud
обвинет	süüdistatav
обвинет	kostja
обвинет	laetud
противници	vastased
глаголи	tegusõnad
шри	sri
пријателски	sõbralikud
пријателски	sõbralik
стоки	kaubad
стоки	kaup
стоки	kauba
стоки	kaup
стоки	kauba
стоки	kaup
холандскиот	hollandi
сиднеј	sydney
јасна	jasna
јасна	puhas
јасна	selge
застанал	peatus
застанал	peatatud
даноци	maksud
претпоставка	eeldus
корен	juure
корен	root
корен	juur
божица	jumalanna
задоволство	rahulolu
задоволство	rõõm
задоволство	nauding
избира	valib
избира	valib
денис	denise
денис	dennis
денис	denis
уништен	hävinenud
уништен	hävitatud
уништен	hävinud
невозможно	võimatu
порталот	portaali
порталот	portaal
развие	arendada
чување	hoidmine
чување	pidamine
чување	valvab
непознато	tundmatu
непознато	teadmata
лук	luke
лук	küüslauk
камп	laagri
камп	laager
камп	laagris
програмирање	kavandamine
месечина	kuuvalgus
месечина	kuu
месечина	moon
концертот	kontsert
концертот	kontserdil
црковни	hümnid
коските	kondid
коските	luud
коските	luude
ориентација	orientatsiooni
реалноста	tegelikkus
реалноста	reaalsus
провинции	provintsid
обичен	plain
обичен	ühise
обичен	ühised
кока	koka
кока	koola
кока	coca
кока	koksi
кока	coca
осма	kaheksas
мануел	manuel
економист	majandusteadlane
барајќи	nõudlik
харвард	harvard
харвард	harvardi
дневно	igapäevane
дневно	päevane
дневно	päevas
струи	hoovused
базел	baseli
базел	basel
цврсто	tahke
цврсто	tahked
цврсто	tihe
цврсто	kitsas
цврсто	tihedalt
цврсто	kindlalt
столбови	veerud
тронот	troon
тронот	trooni
словенечки	sloveenia
мол	mutt
мол	mol
десетина	kümneid
десетина	kümned
десетина	tosinaid
десетина	kümmekond
десетина	tosin
мпц	mpc
салвадор	salvador
сребрени	hõbeda
сребрени	silver
сребрени	hõbe
огромно	tohutu
огромно	hiiglaslik
огромно	tohutu
огромно	ülekaalukas
окото	silm
окото	silma
лингвистика	keeleteadus
надворешен	välised
надворешен	välise
надворешен	väline
испратени	saadetud
филаделфија	philadelphia
австриски	austria
натпреваруваат	konkureerivate
натпреваруваат	konkureerivad
годишнината	aastapäeva
годишнината	aastapäev
сама	üksinda
сама	üksi
ефикасност	kasutegur
ефикасност	tõhusus
ефикасност	efektiivsus
ефикасност	tõhusus
ефикасност	efektiivsus
талент	talent
талент	ande
талент	annet
поема	luuletus
повредени	vigastatud
повредени	vigastused
обвивка	kiht
обвивка	kihi
домашна	riigisisesed
домашна	kodumaine
домашна	kodutööd
емисии	etendused
емисии	näitab
овци	lambad
овци	lammas
картички	kaardid
еволуција	areng
еволуција	evolutsioon
сараево	sarajevo
зони	tsoonid
зони	tsoonide
комора	kamber
комора	koda
носорог	sarvik
носорог	ninasarvik
претпријатие	enterprise
претпријатие	ettevõte
претпријатие	ettevõtlus
уништена	hävinenud
уништена	hävitatud
уништена	hävinud
уништена	laastatud
уништена	lammutatud
уништена	rikutud
уништена	rikkus
крајбрежје	rannikute
крајбрежје	rannajoon
крајбрежје	rannik
крајбрежје	ranniku
заговор	proovitüki
заговор	vandenõu
кора	koorik
кора	cora
тигар	tiger
тигар	tiiger
ленти	lindid
ленти	linte
ленти	lindid
оливер	oliver
предаде	reet
вилсон	wilson
пара	paari
пара	paaris
пара	paaride
пара	paarid
пара	parra
пара	para
потврдува	kinnitab
возел	sõitnud
возел	sõitsin
возел	sõitis
материјата	mateeria
дигитални	digitaalse
дигитални	digitaalne
правна	legaalne
правна	õiguslik
правна	seaduslik
павел	pavel
достапен	saadaval
достапен	kättesaadav
густав	gustav
обединети	united
обединети	ühinenud
деветта	üheksanda
деветта	üheksas
дрвени	puust
бомба	pomm
одмазда	kättemaks
одмазда	kättemaks
одмазда	kättemaks
примен	saadi
примен	saadud
примен	laekunud
дијаграм	joonis
дијаграм	diagramm
дијаграм	skeem
православен	õigeusu
интересно	huvitav
роми	romy
роми	roma
фишер	fisher
фишер	fischer
образовни	haridus
конвенција	konventsiooni
конвенција	konventsioon
квадратен	ruudu
квадратен	ruut
квадратен	väljak
грофот	krahv
опишана	kirjeldas
опишана	kirjeldatud
гордон	gordon
сибир	siberi
геј	gei
геј	homo
геј	gay
внимателно	ettevaatlikult
внимателно	hoolikalt
најстарата	vanim
испитувања	katsetused
испитувања	katsed
испитувања	testid
инфекција	infektsioon
инфекција	nakkus
валтер	walther
валтер	walter
алатка	tööriist
спор	vaidluse
спор	vaidlus
означување	esiletõstmine
означување	märgistamine
оштетување	kahjustuse
оштетување	kahjustus
оштетување	kahjustus
оштетување	kahju
оштетување	kahjustused
ман	mans
ман	mann
чарли	charlie
комунистичка	kommunist
комунистичка	kommunistliku
комунистичка	kommunistlik
знаења	teadmised
знаења	teadmine
преземање	ülevõtmine
изградено	ehitatud
изградено	konstrueeritud
изградено	ehitatud
агенти	agendid
поразени	võidetud
поразени	löödud
полн	täis
полн	täielik
про	pro
множина	mitmuses
реконструкција	shuffle
реконструкција	ülesehitamise
реконструкција	ülesehitus
крим	krimmi
подалеку	eemal
подалеку	eemale
криминал	kuritegevus
криминал	kuriteod
криминал	kuritegu
криминал	kuritöö
позади	taga
триесет	kolmkümmend
киселини	happeliste
месецот	kuu
персонал	personal
персонал	töötajad
персонал	töötajad
персонал	personal
сексуална	seksuaalse
сексуална	seksuaalne
биро	bürood
биро	büroo
биро	juhatus
биро	laud
способен	võimeline
развиено	arenenud
развиено	arendatud
еванс	evans
низок	madal
низок	madala
низок	madalad
хокеј	hoki
испраќа	saadab
прифаќање	heakskiitmine
прифаќање	vastuvõtmine
режисери	direktorite
германците	sakslased
станувајќи	muutumas
долу	alla
долу	maha
долу	maas
долу	allkorrusel
пештерата	koobas
пештерата	grott
персиски	pärsia
повикан	kutsutud
адаптација	kohandamine
адаптација	kohandus
адаптација	kohanemine
ентони	anthony
клучни	ülioluline
адреси	aadressid
знаењето	teadmised
знаењето	teadmine
првобитно	algselt
првобитно	esialgu
механизми	mehhanismid
концентрација	koondumine
концентрација	keskendumine
концентрација	kontsentratsioon
легенди	legendid
темпо	tempo
темпо	tempo
нога	jalg
нога	jalg
нога	jalale
господар	meister
господар	õpetaja
господар	peremees
господар	isand
закани	ähvardused
закани	ohud
свето	püha
свето	pühal
интеграција	integratsioon
интеграција	lõimumine
интеграција	integreerimine
интеграција	integreerimine
италијанци	itaallased
швајцарски	šveitsi
еквадор	ecuadori
азот	lämmastik
саган	sagan
носители	vedajad
плаќа	tasub
плаќа	maksab
публицист	publitsist
проза	proosa
танзанија	tansaania
бројните	arvukad
новинари	ajakirjanikud
закажано	ajastatud
закажано	kokkusaamine
закажано	nimetamine
убава	kaunist
убава	ilus
убава	kaunid
убава	ilusad
убава	kaunis
неопходно	vajalik
неопходно	vajalikud
ограничување	piir
ограничување	piirang
ограничување	limiit
ограничување	piirangu
ограничување	piirang
шангај	shanghai
стакло	klaasi
стакло	klaasist
стакло	klaas
дарвин	darwin
изведби	esitus
фирми	firmad
отпорот	vastupidavus
отпорот	resistentsus
отпорот	vastupanuliikumine
отпорот	vastupanu
апостоли	jüngrid
подлога	tausta
подлога	taust
нападнат	rünnati
нападнат	rünnatud
нападнат	ründasid
нападнат	ründas
уништи	hävita
уништи	hävitamine
уништи	hävitada
уништи	häving
летови	lennud
летови	lende
принцезата	printsess
интервенција	sekkumine
интервенција	sekkumise
љубљана	ljubljana
џеј	jay
метро	metroo
метро	metroo
метро	metro
гаврил	gabriel
младост	noored
младост	noorus
младост	noorte
дефинирана	defineeritud
дефинирана	määratletud
означени	märgitud
означени	märgistatud
означени	tähistatud
означени	märgitud
означени	märgistatud
леополд	leopold
неуспех	ebaõnnestumine
неуспех	rike
неуспех	tõrge
неуспех	läbikukkumine
мирис	lõhn
мирис	lõhna
мирис	lõhn
мирис	aroom
канадски	kanada
проверка	kontroll
проверка	kontrolli
проверка	check
чука	lööb
ќерки	tütreid
ќерки	tütred
планети	planeedid
планети	planeete
животи	elud
животи	elab
гватемала	guatemala
шеќер	suhkrut
шеќер	suhkur
оперативни	tegutsevate
мода	mood
насловната	kata
насловната	katke
насловната	katta
насловната	katma
заклучок	järeldus
заклучок	järeldused
заклучок	kokkuvõte
сребрен	hõbeda
сребрен	silver
сребрен	hõbe
плажа	rand
плажа	beach
сметки	arved
сметки	arvepidamine
сметки	kontod
хелсинки	helsingi
хелсинки	helsinki
драган	dragan
подготовките	ettevalmistused
подготовките	preparaadid
лисабон	lissaboni
лисабон	lissabonis
патрик	patrick
херои	kangelased
доминација	domineerimine
доминација	domineerimine
натпреварувачи	võistlejad
натпреварувачи	konkurendid
натпреварувачи	konkurente
натпреварувачи	konkurentide
темно	tume
подели	pooleks
подели	jaga
отстрани	eemaldamine
отстрани	eemalda
бројки	numbrid
бројки	arvud
бројки	numbrid
кирилица	kirillitsa
комерцијални	kaubanduslik
комерцијални	reklaam
општества	ühiskonnad
марио	mario
резолуција	resolutsioon
резолуција	eraldusvõime
резолуција	resolutsiooni
резолуција	lahendamine
резолуција	lahutus
подвид	alamliik
тајван	taiwan
тајван	taiwanis
тајван	taiwani
препорачува	soovitab
пен	penn
пен	pen
пен	pliiats
астрономија	astronoomia
привлече	joonistada
привлече	loosimine
привлече	viik
привлече	meelitada
привлече	joonistas
привлече	drew
печка	ahi
печка	pliit
печка	ahju
печка	ahi
наменета	tähendas
буџет	eelarve
нормална	normaalne
додатоци	tarvikud
додатоци	lisaseadmed
додатоци	manused
додатоци	täiendused
пресметување	arvutamine
копија	koopia
копија	kopeeri
копија	kopeerimine
доцна	hilja
доцна	hiline
доцна	hilinenud
алмерија	almería
боцвана	botswana
платформа	platvorm
дневник	päevik
дневник	päevik
дневник	log
дневник	logi
ориз	riis
началник	ülemus
началник	pealik
началник	ülem
началник	komissar
началник	volinik
монтреал	montreali
фра	fra
мешање	segamine
мешање	segamist
мешање	sekkumine
форд	ford
намалена	vähenenud
намалена	vähendatud
намалена	vähendatud
пречки	tõkkejooks
пречки	takistused
цртежи	joonised
цртежи	joonistused
цртежи	graafika
цртежи	kunstiteos
кат	korrus
кат	põrand
комерцијален	kaubanduslik
комерцијален	reklaam
дејв	dave
признавање	tunnustamine
признавање	tunnustus
признавање	kajastamine
коефициент	koefitsient
втори	teine
втори	teiseks
удари	puhub
удари	lööke
елен	hirv
елен	hirve
елен	ellen
забелешка	noot
забелешка	märkus
умре	surid
умре	suri
најмала	väikseim
мускулите	lihased
кавказ	kaukaasia
организам	organism
мајстори	isandad
мајстори	meistrid
мајстори	käsitööliste
арнолд	arnold
григориј	gregory
механички	mehaaniliselt
механички	mehaanilise
механички	mehaanilised
механички	mehaaniline
сара	sarah
сара	sara
баден	baden
откриено	avastatud
откриено	avastasin
откриено	avastas
пресметка	arvutus
пресметка	arvutamine
пресметка	arvestus
пресметка	arvutamine
предности	hüvesid
предности	eeliseid
предности	eelised
купола	kuppel
купола	kupli
доделување	jaotamine
доделување	eraldamine
јар	yar
последиците	tagajärjed
собир	ralli
собир	kogunemine
спогодба	leping
спогодба	asutamisleping
распадот	lahkuminek
резерва	varu
резерва	reserv
резерва	reservi
убаво	mõnus
убаво	kena
убаво	nice
греј	gray
греј	hall
греј	hallid
греј	hall
греј	grey
флора	flora
докаже	tõestada
докаже	tõesta
лопез	lópez
лопез	lopez
напаѓа	ründamine
верата	faith
верата	usk
верата	usku
корпус	corpus
корпус	korpus
корпус	korpus
монголски	mongoolia
класика	klassika
класика	klassikalised
класика	klassika
класика	klassikalise
класика	klassikaline
класика	klassika
класика	klassikalised
класика	classic
класика	klassikaline
извршени	pühendunud
спиење	magamine
спиење	magab
спиење	uni
спиење	maga
спиење	magamine
спиење	magama
спиење	magada
кери	kerry
кери	gary
кери	carrie
експедиција	ekspeditsioon
производители	tootjad
производители	tootjad
негативно	negatiivne
негативно	negatiivsed
прекар	hüüdnimi
прекар	hüüdnime
затвореници	vange
затвореници	vangid
затвореници	vangid
сиромашните	vaesed
сиромашните	vaene
астроном	astronoom
мечки	karud
количества	kogused
популарно	populaarne
популарно	populaarsed
туристи	turistid
младински	noored
младински	noorus
младински	noorte
судии	kohtunikud
слем	slam
хебрејски	heebrea
женева	genfi
женева	genfis
галија	gallia
покриени	hõlmatud
покриени	kattis
покриени	kaetud
спречува	takistab
спречува	väldib
јупитер	jupiter
подем	tõuse
подем	tõus
опашка	saba
опаѓање	vähenemine
опаѓање	langus
опаѓање	vähenemine
опаѓање	vähenda
мит	mit
мит	müüdi
мит	müüt
мит	mit
табла	tablett
табла	tahvel
пратеници	mps
морган	morgan
остварува	saavutab
мачки	kassid
истражува	avastama
цврста	tahke
цврста	tahked
холмс	holmes
бит	bit
инвестиции	investeerimine
инвестиции	investeeringud
инвестиции	investeering
инвестиции	investeeringud
потврдено	kinnitatud
потврдено	kontrollitud
потврдено	tõendatud
алабама	alabama
снимена	filmitud
логички	loogiliselt
логички	loogiline
претходни	eelmised
претходни	varasem
претходни	eelmine
дени	danny
теорема	teoreem
референдум	referendum
референдум	referendumi
тренд	trend
тренд	suundumus
специјалист	spetsialist
специјалист	spetsialiseerunud
храброст	julgus
храброст	julgust
храброст	vaprus
историчарите	ajaloolased
подготвени	valmis
египетски	egiptuse
релативност	relatiivsus
откритие	discovery
откритие	avastus
откритие	avastamine
пола	paula
пола	pool
хјустон	houston
топли	soojad
топли	sooja
топли	soe
доверба	enesekindlus
доверба	usaldus
доверба	usalda
доверба	usaldus
доверба	usaldust
шумски	mets
шумски	metsa
бразилски	brasiilia
челик	teras
челик	steel
челик	terasest
интеракција	suhtlemine
интеракција	koostoime
интеракција	kihlus
дама	kabe
дама	daam
дама	neiu
дама	leedi
литературни	kirjandus
ниедна	puudub
италијанска	itaalia
однапред	ette
душа	hinge
душа	hing
лебед	luik
лебед	luige
џери	gerry
џери	jerry
ресторани	restoranid
ирина	irene
ирина	irina
декларација	deklaratsioon
пласманот	edetabel
канцелар	kantsler
оперативен	tegutsevate
индустриска	tööstusliku
индустриска	tööstus
индустриска	tööstuslik
протести	protest
протести	protesti
протести	protestid
зевс	zeusi
зевс	zeus
екипите	meeskonnad
екипите	crews
парче	tükk
алексеј	aleksei
алексеј	aleksei
атентатот	mõrvamine
телефон	telefoni
телефон	telefon
телефон	telefoni
телефон	telefon
експеримент	eksperiment
продолжување	laiendamine
продолжување	pikendamine
продолжување	laiendus
продолжување	pikendamise
бргу	ruttu
бргу	kiire
бргу	kiire
бргу	kiiresti
еди	eddie
еди	eddy
расказ	jutt
патувања	reisib
патувања	reisimine
патувања	reisi
патувања	reiside
долен	madalam
долен	madalamad
долен	alumine
долен	madalamale
лоциран	asub
лоциран	asuvad
максимална	maksimaalne
максимална	maksimum
максимална	maksimaalselt
детски	lapsik
заслуги	väärivad
последни	viimasena
последни	viimane
цевка	toru
цевка	piip
тврдења	nõuded
тврдења	väited
бин	bin
бин	oa
бин	bean
бин	uba
единаесет	üksteist
врти	spin
бик	sõnn
бик	pulli
бик	pull
бик	bull
бик	härg
били	billy
били	billie
диего	diego
чаплин	chaplin
антика	antiik
антика	antiik
антика	antiik
кабел	kaabel
фреквенции	sagedused
гледање	vaatamine
модерен	tänapäeva
модерен	moodne
модерен	kaasaegne
психолошки	psühholoogiline
психолошки	psühholoogiliselt
бон	bonni
бон	bon
потпишувањето	allkirjastamise
потпишувањето	allkirjastamine
нигерија	nigeeria
папуа	paapua
доминантна	domineeriv
доминантна	valitsev
хил	hill
издавач	kirjastaja
издавач	väljaandja
воведена	tutvustas
воведена	tutvustati
ветер	tuul
ветер	tuule
јамајка	jamaica
леопард	leopard
вероисповед	nimiväärtus
бруто	bruto
лутер	luther
фејсбук	facebooki
фејсбук	facebook
квебек	quebec
амбасада	saatkonna
амбасада	saatkond
масачусетс	massachusetts
народните	rahvas
даблин	dublini
даблин	dublinis
работно	töö
работно	töökoht
работно	tööd
работно	töö
работно	tööle
рајан	ryan
валенсија	valencia
остин	austen
остин	austin
комунисти	kommunistid
крајна	ülim
гостин	külaline
кеш	vahemälu
кеш	sularaha
кеш	cash
хусеин	hussein
истрага	sond
истрага	uurimine
истрага	uurimine
соби	toad
соби	ruumid
холивуд	hollywood
холивуд	hollywoodi
арм	käsi
арм	käe
инфекции	infektsioonid
пердуви	suled
технолошки	tehnoloogiliselt
технолошки	tehnoloogiline
трансформација	ümberkujundamine
трансформација	muutumine
трансформација	muuta
прозорец	aken
прозорец	akna
почнаа	alustatud
почнаа	alanud
почнаа	käivitatud
почнаа	algas
почнаа	hakkas
почнаа	alustas
одговорил	vastused
мускули	lihased
мускули	lihas
произлегуваат	varre
произлегуваат	tüvi
ревизија	audit
ревизија	läbivaatamine
пештера	koobas
негативен	negatiivne
негативен	negatiivsed
конструкции	konstruktsioonid
стан	korteri
стан	korteris
стан	korter
хор	koor
хор	koori
роб	rob
роб	orja
роб	ori
рачно	käsitsi
рачно	käsiraamat
рачно	manuaal
рачно	käsitsi
чист	puhas
чист	puhas
чист	puhtaks
чист	puhtad
одговорна	vastutustundlik
одговорна	vastutav
злоупотреба	kuritarvitamine
злоупотреба	kuritarvitamise
алберто	alberto
шампионат	meistrivõistlused
шампионат	meistrivõistluste
повикува	helistamine
циклуси	tsüklit
даре	julge
даре	julged
седмата	seitsmes
здруженија	ühendused
ренесанса	renessanss
имигранти	immigrandid
одржаа	lavastatud
казни	karistused
казни	sanktsioonid
казни	karistused
казни	laused
казни	lauseid
казни	karistus
казни	karistuse
казни	trahvid
казни	trahvide
штутгарт	stuttgart
зеленчук	taimsed
зеленчук	köögivili
зеленчук	köögiviljad
зеленчук	juurviljad
плодови	viljad
плодови	puuviljad
додаток	liitmine
додаток	lisand
додаток	täiendus
гарда	valvur
контакти	kontaktid
зависни	sõltuv
зависни	sõltuvad
сними	salvestatud
еколошки	ökoloogiline
еколошки	ökoloogilised
еколошки	ökoloogiliselt
апликација	taotlus
апликација	rakendus
апликација	kohaldamine
апликација	app
апликација	rakendus
емиграција	väljaränne
скок	hüpe
скок	hüpe
лизгање	uisutama
спречување	ennetada
спречување	ennetamine
спречување	profülaktika
спречување	ennetamise
спречување	vältimine
придонесува	kaasaaitamine
франческо	francesco
индивидуална	üksikute
индивидуална	individuaalsed
индивидуална	individuaalne
состојки	koostisosad
состојки	koostisained
индијана	indiana
постара	vanem
постара	vanemad
подготвен	valmis
лацио	lazio
партнери	partnerid
чашка	karikavõistlused
чашка	cup
чашка	tops
чашка	tass
чашка	karikas
жлезди	näärmed
соработува	koostöö
директорот	direktor
белешки	märkmed
белешки	märkused
субјекти	teemasid
субјекти	alamad
субјекти	teemad
песок	liiv
песок	liiva
длабока	sügav
длабока	deep
длабока	sügavale
самоубиство	enesetapp
северозападна	northwesterni
северозападна	loode
неапол	napoli
премиера	esilinastus
њутн	newton
зелени	roheline
фолк	rahvas
леонард	leonard
сем	juss
сем	sam
прием	vastuvõtt
синтеза	sünteesi
куранот	koraan
атомска	aatom
атомска	aatomi
чад	tšaadi
чад	chad
чад	suitsu
чад	suits
подеднакво	võrdselt
подеднакво	ühtlaselt
авторитет	asutus
авторитет	ametiasutus
главното	põhi
главното	peamised
главното	main
главното	peamine
петре	petre
петре	jesse
вимблдон	wimbledoni
тврдење	nõue
тврдење	nõude
тврдење	väide
доминира	domineerib
принцеза	printsess
документација	dokumentatsioon
документација	dokumentatsiooni
документација	dokumendid
документација	paberid
подигната	kõrgenenud
подигната	kõrgendatud
подигната	püstitatud
сончеви	päikeseline
ита	esinduslik
парсонс	parsons
играње	tantsimine
играње	mängimas
играње	mängib
играње	mängimine
играње	mängivad
помина	läbitud
помина	läbis
помина	möödunud
перформанси	tulemuslikkus
перформанси	tulemuslikkuse
перформанси	jõudlus
економско	majanduslik
прекин	katkestus
прекин	katkestamine
прекин	peatamise
прекин	suspensioon
прекин	peatamine
урбан	urban
јоаким	joakim
јоаким	joachim
допир	puuduta
допир	katsuda
допир	puudutus
допир	puutu
квадрат	ruudu
квадрат	ruut
квадрат	väljak
квадрат	ruudus
пријателство	sõprus
пријателство	sõpruse
пријателство	sõprust
потврда	kinnitus
суштество	elukas
суштество	olend
суштество	olevus
човечка	inimene
човечка	inimlik
абу	abu
цврсти	tahke
цврсти	tahked
делегати	delegaadid
вклучување	kaasamine
фолклор	folkloor
недостатоци	puudused
недостатоци	puudused
недостатоци	puudujäägid
атентат	mõrvamine
позитивна	positiivsed
позитивна	positiivse
позитивна	positiivne
управник	vanglaülem
средновековен	keskaja
либан	liibanon
дискусии	arutelud
дискусии	arutelu
реклами	reklaamid
реклами	reklaame
реклами	reklaamid
најстар	vanim
најстар	vanim
блог	blogi
блог	blogis
андора	andorra
животински	looma
животински	loom
автопат	kiirtee
автопат	kiirtee
автопат	maantee
автопат	kiirtee
атлетика	kergejõustik
јосип	josip
кино	kino
кино	filmid
кино	kino
комуникации	kommunikatsioon
комуникации	side
комуникации	teatis
комуникации	suhtlemine
комуникации	kommunikatsioon
комуникации	side
крзно	karvad
крзно	karusnaha
крзно	karv
норвешки	norra
телефони	telefonid
телефони	telefonid
ткива	kudedes
ткива	kudede
ткива	kudesid
ткива	koed
ким	kim
дополнителен	täiendavad
дополнителен	täiendav
слаб	nõrk
слаб	nõrga
слаб	nõrgad
јулија	julija
јулија	julia
јулија	juliet
интервал	intervall
морис	morris
морис	maurice
производител	produtsent
производител	tootja
производител	valmistaja
производител	tootja
норми	normid
поделено	jagatud
изведен	tõi
изведен	toodi
изведен	toodud
изведен	sooritatud
изведен	läbiviidud
изведен	teostas
изведен	teostatud
мичиген	michigani
комунистички	kommunist
комунистички	kommunistliku
комунистички	kommunistlik
секојдневниот	igapäevane
избега	põgenesid
избега	põgenenud
избега	põgenes
избега	põgenemine
пресмета	arvutatud
чека	ootan
чека	ootel
чека	ootamine
чека	ootame
претпоставки	oletused
претпоставки	eeldused
банкарски	panganduse
банкарски	pangandus
знаел	teadis
знаел	teadsid
знаел	teadsin
вегетација	taimestiku
ернест	ernest
објавила	avaldab
противникот	vastane
коалиција	koalitsiooni
јони	johnny
ознаки	märgistus
ознаки	märgised
ознаки	sildid
мобилни	liikuv
мобилни	liikuva
мобилни	mobiil
мобилни	mobiilne
правдата	õiglus
правдата	õigusemõistmine
тешкотии	raskused
тотенхем	tottenham
екстремно	äärmiselt
екстремно	äärmuslik
задолжително	kohustuslik
задолжително	nõutud
задолжително	nõutavad
задолжително	vajalik
задолжително	nõutav
задолжително	kohustuslikud
задолжително	kohustuslik
задолжително	kohustuslikud
задолжително	kohustuslik
заробени	luhtunud
заробени	lõksus
фанови	fänne
фанови	fännid
впрочем	pealegi
разговори	kõnelused
разговори	vestlused
разговори	vestlused
стандардна	standardne
стандардна	standard
рон	ron
додадени	lisatud
исполни	tutvu
исполни	kohtuda
дебата	arutelu
дебата	debatt
далечина	kaugus
далечина	vahemaa
чевли	kingad
чевли	jalanõud
социологија	sotsioloogia
гени	geenid
џорџија	gruusia
џорџија	georgia
уредувањето	redigeerimine
ракопис	käekiri
ракопис	käekirja
ракопис	käsikiri
ракопис	käsikirja
вистинско	reaalne
вистинско	ehtne
вистинско	tõeline
транскрипција	transkriptsioon
средновековни	keskaja
вајт	wyatt
вајт	valge
вајт	valged
католичка	katoliiklane
католичка	katoliku
библиотеки	raamatukogude
загрозени	ohustatud
загрозени	ohustatud
професија	kutsumus
професија	elukutse
професија	kutseala
тренерот	treener
лак	kaar
лак	vibu
лак	kummardus
британците	britid
уапсени	arreteeritud
уапсени	vahistatud
керамика	keraamilised
керамика	keraamika
керамика	keraamika
маргарет	margaret
пресметки	arvutused
дамјан	damien
наликува	sarnaneb
латиница	ladina
елиот	elliott
елиот	eliot
елиот	elliot
градоначалникот	linnapea
цевки	torud
цевки	torud
физичко	võimla
физичко	jõusaal
физичко	füüsikalised
физичко	füüsiline
физичко	füüsilised
физичко	füüsikaline
физичко	füüsilise
разбере	mõista
поширока	laiemalt
поширока	laiem
поширока	laiema
поширока	laiem
поширока	laiema
бавно	tasapisi
бавно	aeglaselt
астероид	asteroid
кристина	christina
кристина	kristina
кристина	christine
кристина	cristina
кантри	riik
федерацијата	föderatsiooni
федерацијата	föderatsioon
прости	andesta
прости	andestada
мета	meta
мета	eesmärk
мета	siht
мета	märklaud
мета	target
мета	sihtmärk
бартон	burton
бартон	barton
педро	pedro
заштитник	kaitsja
поетски	poeetiline
поетски	luule
барале	otsitud
вежби	harjutused
вежби	harjutusi
вежби	harjutused
вежби	harjutus
специфична	konkreetne
специфична	spetsiifilised
специфична	konkreetsete
специфична	spetsiifiline
рига	riia
ланка	lanka
скулптури	skulptuur
скулптури	skulptuurid
вајмар	weimar
брзини	kiirused
задржува	säilitab
делта	delta
фауна	fauna
реални	realistlikud
реални	realistlik
социјално	sotsiaalselt
социјално	sotsiaalsed
социјално	sotsiaalne
лихтенштајн	liechtenstein
слуша	kuuleb
слуша	kuulamist
слуша	kuulamise
слуша	kuulamine
едноставна	lihtne
прифатено	vastuvõetud
прифатено	aktsepteeritud
прифатено	leppis
пребарување	otsimine
пребарување	otsi
пребарување	otsing
обновување	taaselustada
обновување	uuendamine
обновување	pikendamine
витенберг	wittenberg
пченка	mais
пченка	mais
банди	jõugud
банди	bundy
плазма	plasma
палма	palma
старост	age
старост	vanust
старост	vanus
мелбурн	melbourne
економисти	majandusteadlased
инспириран	inspireeritud
идеологија	ideoloogia
циа	cia
циа	cia
нервен	närvi
алегро	allegro
телефонски	telefoni
телефонски	telefon
ослободени	vabastatud
мртов	surnud
одра	oder
ривал	rivaal
товар	lasti
товар	koormus
товар	koorem
заменува	asendab
роднина	sugulane
роднина	suhteline
роднина	nõo
роднина	nõbu
покасно	hiljem
вештина	oskused
вештина	oskus
вештина	oskuste
мачка	kass
мачка	cat
трансакции	tehing
трансакции	tehingu
трансакции	tehingud
регионален	regionaalne
регионален	piirkondlik
регионален	piirkondlikud
немири	rahutused
немири	rahutused
немири	mäss
немири	mässu
немири	rahutused
оддалечен	pult
складирање	hoidla
складирање	ladustamise
складирање	säilitamine
складирање	ladustamine
палермо	palermo
печатење	trükkimine
печатење	trüki
печатење	trükkimine
