ennuste	پیشگوئی
aivoja	بھیجا
aivoja	دماغ
symbolin	خیال
symbolin	رمز
symbolin	خیال
symbolin	علامت
lipas	فرّاٹا.
lipas	(clipped
lipas	فرّاٹا.
lipas	کاٹنا
lipas	(clipped
vetoomuksen	عرضی
siirrä	ٹکٹ
siirrä	املاک
siirrä	کلب
siirrä	جنبش
siirrä	حرکت
ylistys	توصیف
ylistys	تعریف
ylistys	توصیف
ylistys	سراہنا
crack	جھری
crack	دائو
crack	بھرّانا
crack	بالکل
crack	چوٹ
crack	ٹکرانا
crack	تڑاقے
crack	پھبتی
crack	ٹھیک
crack	مقامی
crack	پٹاخے
crack	فقرہ
crack	جھری-
crack	تند
crack	جھری
crack	چٹاخا
crack	دائو
crack	بھرّانا
crack	بالکل
crack	چوٹ
crack	ٹکرانا
crack	تڑاقے
crack	پھبتی
crack	ٹھیک
crack	مقامی
crack	پٹاخے
crack	دراڑ
crack	فقرہ
crack	جھری-
crack	تند
mielikuvituksen	متخیلہ
mielikuvituksen	سوچنے
mökin	(cabined
mökin	ٹھونسنا.
alasti	تبصرے
alasti	کھلا
alasti	مبرّا.
alasti	سادہ
alasti	پتّیوں
alasti	(چراغ
alasti	آشکارا
alasti	بالوں
alasti	کھلا.
alasti	عریاں.
alasti	تبصرے
alasti	کھلا
alasti	مبرّا.
alasti	سادہ
alasti	پتّیوں
alasti	ننگا
alasti	عاری
alasti	برہنہ
alasti	(چراغ
alasti	آشکارا
alasti	بالوں
alasti	کھلا.
alasti	عریاں.
alasti	عور.
alasti	عور.
alasti	برہنہ
alasti	ننگا
eeppinen	عظیم
eeppinen	بہادرانہ.
eeppinen	زبردست
eeppinen	عظیم
eeppinen	بہادرانہ.
eeppinen	زبردست
eeppinen	رزمیہ
evakuointi	اخراج
evakuointi	انخلاء
harha	واہمہ.
harha	واہمہ.
harha	وہم
tietämys	سچا
rotko	دعوت
rotko	گھاٹی
rotko	ہبوڑنا.
enigma	چیستاں
enigma	متناقضہ.
suodattimen	روشنی
aavistuksen	کنایہ.
aavistuksen	اشارہ
aavistuksen	احساس.
aavistuksen	کُب.
aavistuksen	اندازہ
diabeteksen	ذیابیطس
diabeteksen	پیاس
miettii	افکار.
ymmärrys	مفاہمت
ymmärrys	ہمدرد
ymmärrys	فہمیدہ
ymmärrys	معاہدہ
ymmärrys	درک.
cane	گنا
melua	ناگوار.
melua	اونچی
melua	اُچھالنا
melua	صوت
melua	غوغا.
melua	ناگوار.
melua	اونچی
melua	اُچھالنا
melua	آواز
melua	صوت
melua	غوغا.
melua	شور
välimatka	گریز
välimatka	بُعد.
välimatka	گریز
välimatka	دُوری
välimatka	بُعد.
pöly	دھرتی
pöly	چھڑکنا
pöly	فساد
pöly	انتشار
pöly	غبار
pöly	بُرکنا
pöly	زمین
sukkula	نال
subjektiivinen	موضوعی
lasista	سوڈے
lasista	لگانا.
liitäntä	ملانا.
ateismi	الحاد
ateismi	کفر.
ateismi	الحاد
ateismi	دہریت
ateismi	کفر.
konkurssi	عاری
konkurssi	دوالہ
skid	پھسلنا.
skid	پھسلن
skid	چوکنا.
serkun	تربور
tuottavia	خلّاق
tuottavia	(بعدہ
koria	حرامی
osta	خریداری.
osta	خریدنا
osta	خریداری.
osta	خریداری
osta	سودا
osta	خریدنا
osta	خریداری
osta	سودا
käsittele	قبضہ
käsittele	چلانا.
käsittele	ہلانا
käsittele	دستہ
säiliö	حوض
säiliö	جوہڑ.
säiliö	کنستر
säiliö	ظرف
säiliö	کارتوس.
sure	نگراں.
etenemiseen	نمو
syyllisyyttä	جرم
ennustus	عمل.
ennustus	خصوصیت
ennustus	عمل.
ennustus	خصوصیت
ennustus	کہانت
järistys	لرزہ.
järistys	زلزلہ
järistys	بھونچال.
järistys	کپکپی
järistys	کانپنا.
järistys	لرزہ.
järistys	لرزنا
järistys	زلزلہ
järistys	بھونچال.
järistys	کپکپی
järistys	کانپنا.
laskennallinen	لغوی
ennustuksen	عمل.
ennustuksen	خصوصیت
ennustuksen	عمل.
ennustuksen	خصوصیت
ennustuksen	کہانت
aamiainen	ناشتہ
keiju	امرد
keiju	نازک
keiju	اپسرا.
keiju	امرد
keiju	نازک
keiju	اپسرا.
keiju	پری
tuskaa	چوٹ
tuskaa	کرب
tuskaa	کوشش
tuskaa	اندوہ.
läheisyys	قربت
läheisyys	قربت
läheisyys	نزدیکی
läheisyys	یگانگت
velka	اْدھار.
velka	اْدھار.
velka	قرض
velka	دین
loputon	لاتعداد.
loputon	کامل.
loputon	زبردست
loputon	عظیم
loputon	لامحدود
loputon	لاتعداد.
loputon	کامل.
loputon	زبردست
loputon	عظیم
loputon	(پیٹی
loputon	لامتناہی
loputon	مسلسل
loputon	مال
loputon	دوامی
yläkerrassa	چھت
yläkerrassa	کوٹھا.
pohjaveden	گڑھوں
rekka	معاملت
rekka	چلنا
rekka	ٹہلنا.
riko	وقفہ
riko	بھول
riko	عہد
riko	ٹھہرائو
riko	رخنہ
riko	چوک
riko	loose
riko	وعدہ
riko	وقفہ
riko	بھول
riko	عہد
riko	ٹھہرائو
riko	رخنہ
riko	چوک
riko	خلل
riko	loose
riko	وعدہ
hampaan	اثر
hampaan	سن
hampaan	دنداں
hampaan	اثر
hampaan	سن
hampaan	دنداں
hampaan	دانت
rohkeus	جرأت.
rohkeus	ہمت
rohkeus	دلیری
rohkeus	دلیری
rohkeus	بہادری
liikkuvuus	اضطرار.
liikkuvuus	جنبش.
liikkuvuus	اجابت.
liikkuvuus	حرکت
liikkuvuus	تغیّر
kiivetä	صعود.
kiivetä	چڑھائی
kiivetä	چڑھنا.
epävirallisia	معمولی
lounge	سستانا.
lounge	لہرانا
lounge	آرام
lucifer	شیطان.
konna	چالاک.
konna	چالاک
konna	آنکڑہ.
konna	موڑ
konna	موڑنا
konna	ہک
konna	ناکارہ
konna	غصیل.
konna	پیچ
konna	عیار
konna	خم
konna	چالاک.
konna	چالاک
konna	آنکڑہ.
konna	موڑ
konna	موڑنا
konna	ہک
konna	ناکارہ
konna	غصیل.
konna	پیچ
konna	عیار
konna	بل
konna	خم
konna	گنوار
konna	اجڈ.
konna	پینڈو.
konna	ہونق
konna	خبیث
konna	شریر.
näkeminen	چونکہ
seteli	ہنڈی.
paranna	(غم
paranna	شفادینا.
paranna	بھلانا.
paranna	گوشت
paranna	آرام.
paranna	پھل
paranna	اصلاح
paranna	گوشت
paranna	دوا
paranna	آرام.
paranna	پھل
paranna	اصلاح
paranna	زور
paranna	(خواص
paranna	اثر
paranna	مفید.
paranna	سنوارنا
paranna	مفید.
terveet	ہمدردانہ.
terveet	مددگار
pesää	گھونسلا
pesää	آرام
pesää	جھنڈ.
pesää	آشیانہ.
mukavasti	باطمینان
odottamassa	انتظار.
dominikaaninen	ڈومینیکی.
vapauttaminen	استثنأ
vapauttaminen	معافی
vapauttaminen	برأت
suhteellista	اضافی
suhteellista	(بعدہ
suhteellista	بمطابق
suhteellista	متعلقہ
suhteellista	اضافی
suhteellista	عزیز
suhteellista	(بعدہ
suhteellista	بمطابق
suhteellista	متعلقہ
ehkäisy	تدارک
terapia	شفابخشی
idealismi	تصوّریت
idealismi	مثالیت
heijastavat	upon
heijastavat	how
heijastavat	on
heijastavat	غور
heijastavat	مستغرق
heijastavat	مفکرانہ
heijastavat	فکر
turbiini	پانی
vakavat	اہم
vakavat	معقول.
vakavat	معتبر
vakavat	اہم
vakavat	معقول.
vakavat	معتبر
vakavat	سنجیدہ
vakavat	متین
vakavat	متشدد
vakavat	انتہائی
vakavat	بڑا
vakavat	جابر
vakavat	سادہ
vakavat	زبردست
vakavat	کڑا
vakavat	متشدد
vakavat	انتہائی
vakavat	شدید
vakavat	بڑا
vakavat	جابر
vakavat	سادہ
vakavat	زبردست
vakavat	سخت
vakavat	کڑا
kumi	رفالہ.
kumi	برج
kumi	وسٹ
kumi	کریکٹ
kivaa	پُرلطف
kivaa	تفریح
kivaa	پُرلطف
identtiset	بعینہٖ
pystysuunnassa	عموداً
sulkeminen	خاتمہ
sulkeminen	اِتمام.
sulkeminen	بندش
sulkeminen	ڈھانپنے
sulkeminen	اختتام
valas	وھیل
huumeet	دارو.
huumeet	دوا
linssi	تال
linssi	روشنی
linssi	عدسہ
linssi	تال
linssi	روشنی
allium	پیاز
yksinoikeus	(خبریہ
yksinoikeus	مختص.
yksinoikeus	امتیازی
yksinoikeus	منتخب
yksinoikeus	چیندہ.
yksinoikeus	مخصوص
yksinoikeus	اختصاص
yksinoikeus	امتیاز
yksinoikeus	استثنا
yksinoikeus	احتکار
yksinoikeus	اجارہ.
vetovoima	مثلًا:
vetovoima	(الف)کشش
vetovoima	ثقل.
vetovoima	ثقاہت
vetovoima	ثقل.
vetovoima	ثقاہت
vetovoima	سنجیدگی
masonin	اینٹوں
masonin	معمار.
esikaupunki	اجڈ
esikaupunki	مقامی
esikaupunki	مضافاتی.
esikaupunki	متعصبانہ
remontti	تجدید
remontti	درستی
remontti	بحالی
haasteet	(توجہ
haasteet	دشوار
syrjinnän	تفریق
syrjinnän	شناخت
syrjinnän	تمیز
aula	سستانا.
aula	لہرانا
aula	آرام
aula	ہوٹل
aula	ڈیوڑھی
aula	راہداری
aula	چھتّہ
roikkuu	معلق
roikkuu	آویزاں
kitkaa	فرکی
kitkaa	گھسائی
kitkaa	فرک.
kitkaa	رگڑائی
kitkaa	مالش.
kitkaa	تصادم
kitkaa	ٹکرائو
kitkaa	اختلاف.
kitkaa	مزاحمت
hem	حاشیہ
hem	اٹکنا.
hem	گوٹ.
maantieteelliset	جغرافیائی
etnistä	کفّار.
psi	ψ)
purku	انہدام
tarkastuksen	پڑتال.
tarkastuksen	محاسبہ
tarkastuksen	تنقیح
tarkastuksen	معائنہ
tarkastuksen	جانچ
tarkastuksen	جائزہ
saajan	آخذ.
instrumentti	اوزار
instrumentti	(ناپنے
ylitys	چوراہا.
ylitys	ابلنا
ylitys	مصارف
ylitys	وسعت.
ylitys	(وقت
normi	وضع
normi	رائج
normi	عام
normi	مصدقہ.
normi	خوبی
normi	معیار
liittymä	ملانا.
resort	to
resort	مدد
resort	(بعدہ
uskottava	معتبر
uskottava	متفنّی.
whig	وگ
suullinen	آزمائش
suullinen	بول
suullinen	زبانی
suullinen	توہین
suullinen	فعلیہ.
suullinen	باتونی
suullinen	فعلی
käki	بدّھو
tarjouksia	حکم
varastot	وراثت
varastot	نژاد.
varastot	پیوندی.
varastot	فرسودہ
varastot	خاندان
varastot	تیار
varastot	ترکاریاں
varastot	اصل
twelve	xii
twelve	ناپ.
twelve	xll)
yleissopimus	رسم.
yleissopimus	ریت
lihava	تیلیا
lihava	قلیل
lihava	روغنی
lihava	چرب.
lihava	چربیلا.
lihava	زرخیز
lihava	چکنا
lihava	فراواں
lihava	مقتدر
lihava	موٹا
lihava	تیلیا
lihava	قلیل
lihava	روغنی
lihava	چرب.
lihava	فربہ
lihava	چربیلا.
lihava	زرخیز
lihava	چکنا
lihava	فراواں
lihava	مقتدر
lihava	چربی
muotia	طرزِعمل
muotia	وتیرہ
stressi	اصرار
stressi	بل
stressi	میکانیکی
virukset	بِس
virukset	ذعافہ
paljasta	دکھانا
paljasta	کھلا
paljasta	آزار
paljasta	پُرخطر.
paljasta	پردہ
paljasta	عور
paljasta	عریاں
fink	مخبر
uhata	دھمکی
uhata	(بعدہ
uhata	دھمکی
uhata	(بعدہ
uhata	دھمکانا
mainoksen	برط
mainoksen	اشتہار.
mainoksen	اشتہار.
hanhi	بدّھو
vastapainona	پاسنگ-
vastapainona	جواب.
poistuminen	برآمدگی
poistuminen	اخراج
poistuminen	مرنا.
poistuminen	وفات.
huolestunut	متفکّر
huolestunut	about
huolestunut	متعلق
huolestunut	at
tonttu	پری
tonttu	چھلاوا
tonttu	مَثل
tonttu	کہن
tonttu	حکمت
tonttu	پند
tonttu	کہاوت.
ruuhka	مراسم
ruuhka	تعلق
ruuhka	مقدار
ruuhka	ضخامت.
timantin	لوز
timantin	ہیرا
timantin	لوز
timantin	ہیرا
timantin	الماس
maha	abomasum)
maha	تکرار
maha	omasum
maha	reticulum
maha	سہنا
maha	خطرے
maha	ولولہ
maha	پیٹ
maha	شکم
maha	ابھراہونا.
misty	مٹامٹاسا.
misty	مبہم
chandlerin	پنساری
chandlerin	صابن
chandlerin	تیل
willow	بید
alttiita	موافق
alttiita	حسّاس
polttaminen	احتراق
polttaminen	جلنا
polttaminen	کھلا
polttaminen	شدید
polttaminen	نہایت
polttaminen	ظاہر
tyranni	ظالم
fang	کیلا
majoitus	سمجھوتہ
majoitus	موافقت
majoitus	رواداری.
majoitus	(واحد
kohtelu	برتاؤ
kohtelu	علاج.
kohtelu	سلوک
tuotos	نتیجہ
tuotos	طاقت
tuotos	پیداوار.
tuotos	جواب.
tuotos	حاصل
tuotos	پیداوار
tuotos	یافت
tuotos	چھوڑدینا
tuotos	منافع.
ripuli	اسہال
tarkistaminen	جائزہ.
tarkistaminen	(کتاب
tarkistaminen	اعادہ
tarkistaminen	کتاب
tarkistaminen	غور-
tarkistaminen	اعادہ
lihas	پٹّھا
lihas	قوت.
lihas	پٹّھا.
lihas	مچھلی.
lihas	پٹّھا
lihas	عضلہ
lihas	قوت.
lihas	پٹّھا.
lihas	مچھلی.
valmistelut	تیاری
valmistelut	آمادگی
valmistelut	مستعدی.
rakastava	گرویدہ.
rakastava	محبت
rakastava	فریفتگی
rakastava	شفقت.
rakastava	بامحبت
kypsä	مطالبہ)
kypsä	پختہ
kypsä	فہمیدہ
kypsä	رسیدہ
kypsä	سنجیدہ
kypsä	رسیدہ.
kypsä	مطالبہ)
kypsä	پختہ
kypsä	فہمیدہ
kypsä	رسیدہ
kypsä	سنجیدہ
kypsä	بالغ
kypsä	رسیدہ.
kypsä	(اکثربعدہ
kypsä	سرخ
kypsä	پکّی
kypsä	بالغ
kypsä	پھل
kohtisuorassa	استادہ
kohtisuorassa	کھڑا.
kohtisuorassa	سُتواں
kohtisuorassa	استادہ
kohtisuorassa	کھڑا.
kohtisuorassa	کھڑا
kohtisuorassa	عمود
kohtisuorassa	سُتواں
kiistanalaista	جھگڑا
kiistanalaista	نزاع
vertauskuva	مثالیہ
vertauskuva	رمزیہ
vertauskuva	مجازیہ.
vertauskuva	استعارہ
epätavallista	نرالا.
epätavallista	انوکھا
epätavallista	امتیازی.
epätavallista	استثنائی
epätavallista	غیرمعمولی
kerman	جھاگ.
kerman	ست
kerman	پھین
virheelliset	انداز
virheelliset	(وضع
virheelliset	معیوب.
virheelliset	انداز
virheelliset	(وضع
virheelliset	غلط
virheelliset	معیوب.
virheelliset	معذور
virheelliset	ناقص
virheelliset	اپاہج
virheelliset	نامعتبر
lenkki	چھلّا
lenkki	back
lenkki	گھیرنا.
lenkki	کنڈا
lenkki	کنڈل.
reilua	مُبّیضہ
reilua	حتمی.
reilua	صاف
reilua	اچھا
reilua	منصفانہ
reilua	گورا
reilua	ٹھیک
reilua	واضح
reilua	تعریفی
reilua	حسین
reilua	عمدہ
reilua	مکمل
reilua	حسینہ.
reilua	مہربان
hillitä	گھیرا
hillitä	جنگلا
hillitä	کھینچنا.
hillitä	بندش.
hillitä	رکاوٹ
hillitä	روکنا
hillitä	محصور
hillitä	دبانا
suihkulähde	soda-fountain
suihkulähde	تیل
suihkulähde	منبع
suihkulähde	soda-fountain
suihkulähde	تیل
kuluttajan	طالب.
sprint	تیراکی
kiiltävä	چمکیلا
kiiltävä	صاف
kiiltävä	چمکیلا
kiiltävä	جریدہ.
kiiltävä	چکنا.
kiiltävä	سجل
ottamassa	یافت.
pysähtynyt	ٹھپ
pysähtynyt	مندا
pysähtynyt	بند
sattuma	خدشہ
sattuma	موقع
sattuma	مہلت
sattuma	باری
sattuma	قسمت
sattuma	حادثاتی
sattuma	وار
sattuma	توقع
sattuma	تقدیر
sattuma	اتفاقی
sattuma	توارد
sitoutumista	منگنی.
sitoutumista	ملاقات
sitoutumista	عہد
sitoutumista	اقرار.
ystävyyttä	موافق
ystävyyttä	یارانہ.
ystävyyttä	موافق
ystävyyttä	دوستی
ystävyyttä	یارانہ.
nuken	پُتلا
nuken	رُوپک
kärsimyksen	ابتلا
kärsimyksen	مصیبت
aavikkoa	کرم
aavikkoa	وجوبیت.
aavikkoa	بنجر.
aavikkoa	سزا
aavikkoa	خشک
aavikkoa	اجاڑ
aavikkoa	ویران.
aavikkoa	کرم
aavikkoa	وجوبیت.
aavikkoa	بنجر.
aavikkoa	سزا
aavikkoa	ریگستان
aavikkoa	چھوڑنا
aavikkoa	صحرا
aavikkoa	خشک
aavikkoa	اجاڑ
aavikkoa	ویران.
aavikkoa	بادیہ
konkreettista	اصلی
konkreettista	ریت
konkreettista	واضح
konkreettista	بٹھانا.
konkreettista	کیفیت
konkreettista	ملموس.
konkreettista	محکم
konkreettista	واضح
näkymät	نظریہ
skip	of
kyttä	بھگتنا
kyttä	کرنا
kyttä	سہنا.
läsnäolon	حاضری.
läsnäolon	نمائندگی
läsnäolon	موجودگی
viisautta	کیاست
viisautta	حکمت.
viisautta	کیاست
viisautta	دانائی
viisautta	دانش
viisautta	حکمت.
viisautta	ہوشیاری
fossiilisten	پنجر
fossiilisten	پرانا
fossiilisten	بوسیدہ.
fossiilisten	متحجر
fossiilisten	فوصل.
toimivalta	عملداری.
toimivalta	دادگستری.
toimivalta	صلاحیت
toimivalta	مقدرت
toimivalta	اہلیت
toimivalta	استعداد.
käpy	مخروطی.
rokote	جدرینی.
työntövoima	دھکیلنا
työntövoima	گھسانا
työntövoima	ٹھونسنا
työntövoima	صدمہ.
työntövoima	مدّعا
vapautuminen	حریت
löytäjä	پانے
pata	چرس.
pata	حاجتی.
pata	جیتنا.
char	چائے
char	چا
char	جلنا
char	(charred
viive	تاخیرکرنا
viive	التوا.
viive	رکاوٹ.
viive	تاخیرکرنا
viive	دیر
viive	التوا.
viive	رکاوٹ.
viive	تعویق
viive	تاخیر
viive	منڈھائی
viive	پوشش
viive	دھرلینا.
viive	حاجب.
viive	تاخیر.
loco	باؤلا.
siipikarja	پیلو
siipikarja	بطخیں
mammutti	جسیم
mammutti	زبردست
colosseum	اکھاڑا
avainta	مفتاح.
avainta	بنیادی
avainta	ٹاپو
avainta	غوزہ
avainta	لازمی
avainta	پیچ
avainta	کنجی
avainta	ثمارہ.
avainta	کلید
tutkittava	تلاش
tutkittava	جانچنا.
vajaatoiminta	تخریب
demonin	دیو.
demonin	ظالم
demonin	شیطان
kaadetaan	اُبلنا.
kaadetaan	نکلنا
kaadetaan	برسانا.
kaadetaan	out
notkea	نرم
notkea	لچکیلا
notkea	نرم
notkea	لچکیلا.
notkea	پھرتیلا.
notkea	پھڑکانا.
kynnyksen	مدخل
kynnyksen	دہلیز
kynnyksen	مدخل
kommunikoida	اظہار
minttu	نعنائی
minttu	(لفظ
minttu	دولت.
minttu	معدن
minttu	ڈھالنا
minttu	دارالضرب
minttu	گھڑنا
minttu	مخزن
viihdettä	مدارات
viihdettä	دلچسپی
viihdettä	تقریب.
viihdettä	خاطرداری
viihdettä	مدارات
viihdettä	تفریح
viihdettä	دلچسپی
viihdettä	تقریب.
viihdettä	خاطرداری
viihdettä	تماشا
ott	over-the-top
sitovia	عائد.
sitovia	لازمی
sitovia	ناگزیر
ruoska	اچانک
ruoska	چرالینا
ruoska	چابک.
ruoska	نگراں
ruoska	ترپنا
ruoska	پھنٹائی
ruoska	(کریم
ruoska	کریم
ruoska	اچانک
ruoska	چرالینا
ruoska	چابک.
ruoska	کوڑا
ruoska	نگراں
ruoska	ترپنا
ruoska	پھنٹائی
ruoska	(کریم
ruoska	کریم
utelias	نادر.
utelias	متجسس
utelias	فحش
utelias	نادر.
utelias	انوکھا
utelias	متجسس
utelias	فحش
utelias	عجیب
utelias	کھوجی
utelias	بھیدی
romantiikkaa	پُرتخیل
romantiikkaa	اطالوی
romantiikkaa	رومان
vankeus	قید
vankeus	اسیری
vankeus	قید
vankeus	اسیری
kansakunta	قوم
linssin	تال
linssin	روشنی
linssin	عدسہ
linssin	تال
linssin	روشنی
epidemia	جنگ
epidemia	بارزہ.
epidemia	وبا
epidemia	وبائی
harmi	ترس
harmi	رحم
harmi	ترس
katastrofin	مصیبت
katastrofin	آفت
sallitut	روا.
sallitut	جائز
ahdistusta	تشویش.
ahdistusta	فکر
yksinäisyys	تنہائی.
zip	قوت
zip	توانائی
zip	پھرتی.
intohimo	لگاؤ
stressin	اصرار
stressin	بل
stressin	میکانیکی
kidutuksen	تشدد
kidutuksen	تعذیب
rip	جھپٹنا.
rip	اوباش
rip	ٹوٹنا
tavanneet	موسمیاتی.
astiat	رکابیاں
astiat	طشتریاں
astiat	چمچے
astiat	چھری
retro	لباس
retro	مذاق
heron	بزہ
heron	پرکٹ
heron	بزہ
loman	چھٹی.
loman	منانا.
loman	تعطیلات
samanaikainen	متفق
samanaikainen	ساتھی.
samanaikainen	متوارد
samanaikainen	متوازی
käyttökelpoisia	بکارآمد.
psyykkinen	انوکھا.
psyykkinen	وحشی
bensiiniä	پٹرول.
compact	جوڑنا.
compact	جگہ
compact	جمانا
compact	میثاق.
monimuotoisuus	تنوع
monimuotoisuus	مختلف
läpinäkyvä	منشا
läpinäkyvä	شیشئی
läpinäkyvä	بہانہ
läpinäkyvä	کھرا
läpinäkyvä	غرض
läpinäkyvä	نمایاں
läpinäkyvä	منشا
läpinäkyvä	شفّاف
läpinäkyvä	شیشئی
läpinäkyvä	بہانہ
läpinäkyvä	کھرا
läpinäkyvä	غرض
läpinäkyvä	نمایاں
heikkoudet	نقص.
heikkoudet	ضعف.
heikkoudet	(بعدہ
heikkoudet	ہوکا-
heikkoudet	لاغری
heikkoudet	نقص.
heikkoudet	ضعف.
heikkoudet	ناتوانی
heikkoudet	(بعدہ
heikkoudet	ہوکا-
muodollista	ماہیت
muodollista	ظاہری
muodollista	حتمی
muodollista	مصنوعی.
muodollista	جوہر
muodollista	رواج
muodollista	واضح
muodollista	صوری.
muodollista	قواعدی.
muodollista	اصولی
muodollista	ماہیت
muodollista	رسمی
muodollista	ظاہری
muodollista	حتمی
muodollista	مصنوعی.
muodollista	جوہر
muodollista	رواج
muodollista	واضح
muodollista	صوری.
muodollista	قواعدی.
muodollista	اصولی
muodollista	باضابطہ
cocktail	ملغوبہ
cocktail	مخلوطہ.
vertailla	موازنہ
vertailla	مقابلہ
kevättä	لچک
kevättä	زقند.
kevättä	لوچ.
kevättä	لچک
kevättä	چھلانگ
kevättä	زقند.
kevättä	لوچ.
todennäköinen	موزوں
todennäköinen	مناسب
todennäköinen	غالباً
hex	طلسم.
hex	جادو
hex	چڑیل.
hex	سحر
paddy	غیظ
köyhyyttä	کمی.
köyhyyttä	کمتری
köyhyyttä	کمینگی.
köyhyyttä	مفلسی
köyhyyttä	کمی.
köyhyyttä	غریبی
köyhyyttä	ناداری
köyhyyttä	کمتری
köyhyyttä	کمینگی.
köyhyyttä	مفلسی
osallistujaa	شریک
eskimo	الاسکا
sattumaa	توارد
erehdys	چوک
erehdys	سہو.
erehdys	چوک
erehdys	غلطی
erehdys	سہو.
tervehdys	تپاک
ansaitsevat	لائق
ansaitsevat	شرف
ansaitsevat	اچھائی
ansaitsevat	(انعام
ansaitsevat	نیکیاں
ansaitsevat	خوبی
ansaitsevat	فضلیت
ansaitsevat	مستحسن
fiktiota	اختراع
fiktiota	بیان
fiktiota	افسانہ
fiktiota	ایجاد
riittämätön	خراب
riittämätön	(فیصلہ
riittämätön	نارسا
riittämätön	کمتر.
riittämätön	ناکافی
riittämätön	نارسا
riittämätön	کمتر.
torvi	بھونپو
torvi	گجر
torvi	بنانا.
torvi	سنکھ
torvi	گھگو
torvi	بھونپو
torvi	گجر
torvi	بنانا.
torvi	سنکھ
torvi	گھگو
torvi	شاخ
ainutlaatuista	نادر
ainutlaatuista	انیق
ainutlaatuista	یکتا
ainutlaatuista	یگانہ
ainutlaatuista	نادر
täsmällinen	مماثل
täsmällinen	ویساہی.
cad	سفلہ
sulkemisen	خاتمہ
sulkemisen	اِتمام.
sulkemisen	بندش
sulkemisen	ڈھانپنے
sulkemisen	اختتام
tabu	مردود
tabu	بندش
tabu	ممانعت
tabu	تحدید
tabu	مقدّس
tabu	مردود
tabu	بندش
tabu	ممانعت
tabu	تحدید
tabu	مقدّس
tabu	ممنوع
säädös	فعل.
säädös	ڈھونگ
säädös	حرکت
säädös	کار
säädös	کارروائی.
säädös	کارستانی
säädös	تماشا
säädös	اقدام
säädös	تاثیردکھانا
säädös	فعل.
säädös	ڈھونگ
säädös	حرکت
säädös	کار
säädös	کارروائی.
säädös	کارستانی
säädös	تماشا
säädös	اقدام
säädös	عمل
säädös	تاثیردکھانا
tikun	روڑا.
tikun	ریزوں
tikun	بکھیرنا.
lievää	کمزور
lievää	جوش
lievää	سزا
lievää	بردبار.
lievää	بیماری
lievää	دبّو
lievää	ٹھس
lievää	کمزور
lievää	جوش
lievää	ہلکا
lievää	سزا
lievää	بردبار.
lievää	بیماری
lievää	دبّو
lievää	ٹھس
tietäen	آگاہی
tietäen	سیانا.
tietäen	عیّار
tietäen	مکّار.
tietäen	واقفیت.
harvinaiset	خوشگوار-
harvinaiset	طُرفہ.
harvinaiset	لطیف
harvinaiset	غیرمعمولی
harvinaiset	خوشگوار-
harvinaiset	طُرفہ.
harvinaiset	نایاب
harvinaiset	لطیف
harvinaiset	غیرمعمولی
myrkyllisyys	سمّیت
palkkojen	تنازع
palkkojen	عقوبت-
palkkojen	بدلہ
leppä	حوررُومی.
veltto	تھلتھل
veltto	کمزور
veltto	خلخل
veltto	پُرسکون
veltto	پلپلا
veltto	ریشہ)
veltto	بودا.
veltto	مٹّھا
veltto	سست
veltto	الول
uskollisesti	وفادارانہ.
excelsior	چھیلن.
nälän	خواہشمند
nälän	جویا
nälän	چاہ.
nälän	اشتہا.
nälän	بھوک
interaktiivinen	متعامل
kalmari	طعمہ
jaosto	اقسام
jaosto	جنس
jaosto	اختلاف
jaosto	مختلف
jaosto	قعر
jaosto	خانہ
jaosto	chamber-pot
jaosto	گڑھا
peuran	آہو
peuran	ہرن
peuran	چکارا
upea	شاندار
vireillä	متوقع
konkreettisia	اصلی
konkreettisia	ریت
konkreettisia	واضح
konkreettisia	بٹھانا.
konkreettisia	کیفیت
konkreettisia	ملموس.
konkreettisia	محکم
konkreettisia	واضح
näkymiä	نظریہ
kaipuu	آرزومند.
kaipuu	آرزومند.
kaipuu	آرزو
kaipuu	تمنّا
pino	مخمل
pino	تودہ.
pino	in
pino	on
pino	اون.
pino	پولا.
pino	انبار.
pino	خرمن
pino	گٹھا
hienot	بھدّا.
hienot	مشفق
hienot	برا
hienot	پسندیدہ
hienot	حسّاس
hienot	بااصول.
hienot	لطیف
hienot	باضابطہ
hienot	بھونڈا
hienot	مہربان
sitkeä	قابض
sitkeä	اصول
sitkeä	پکا
sitkeä	چپکواں.
kokoaminen	مجموعہ
kokoaminen	دفتر
kokoaminen	کتاب
kokoaminen	مجموعہ
kokoaminen	دفتر
kokoaminen	ترتیب
kokoaminen	کتاب
kokoaminen	تالیف
sähköllä	برقی
väkivaltaisuudet	زیادتی
väkivaltaisuudet	تشدّد.
orgaanista	منظم
orgaanista	بنیادی.
orgaanista	موروثی
orgaanista	(الف)جسمانی
orgaanista	آئینی
orgaanista	مربوط
kuilu	کلک
kuilu	ذکر
kuilu	(بعدہ
kuilu	ستون
kuilu	سخت
kuilu	قعر
kuilu	خلا.
kuilu	کھاڑی.
kuilu	لپیٹنا
kuilu	سمالینا.
kuilu	خلیج
kuilu	گھاٹی
kuilu	درّہ.
kuilu	خلا
kuilu	مذاق
kuilu	شگاف.
kuilu	گھاٹی
kuilu	فصل
kuilu	اختلاف.
kuilu	ریخ
kuilu	درّہ.
kuilu	خلا
kuilu	رخنہ
kuilu	مذاق
