apie	關於
brun	brun
pretorius	pretorius
aksumas	axum
hara	野兔
hara	兔
dsq	dsq
tah	tah
kosmetika	化妝品
licenzijos	執照
rais	rais
aliuvinės	沖積
yolanda	yolanda
hibridinių	雜交
hibridinių	混血兒
hibridinių	混合
pallida	pallida
ryžtas	決心
freitagas	freytag
samhita	samhita
ixobrychus	ixobrychus
hamid	hamid
twiggy	twiggy
aia	aia
aia	友邦
pliuralizmas	多元化
pliuralizmas	多元
edizioni	edizioni
bardot	bardot
hale	hale
ovuliacija	排卵
laserdisc	laserdisc
kiaulėms	豬
guoliai	軸承
pelėsių	模具
beviltiška	絕望
kapsulių	膠囊
taifūnai	颱風
žmogiškos	深情
gtb	gtb
medvilniniai	棉花
medvilniniai	棉
medvilniniai	棉質
arcadium	arcadium
getelementbyid	getelementbyid
apa	猴
apa	猴子
manipuliavimo	操縱
mirtinų	致命
lebron	lebron
apmokestinimas	稅收
apmokestinimas	稅務
kurortuose	度假勝地
kurortuose	勝地
gelbėtojas	救星
gelbėtojas	救世主
carangoides	carangoides
muḥammad	muḥammad
nefritas	腎炎
octavia	octavia
lhs	lhs
hein	hein
sertifikavimas	認證
volodymyras	volodymyr
kalnakasiai	礦工
gaivus	脆
ašara	眼淚
ašara	撕
ašara	淚水
ašara	淚
ašara	催淚
livingstone	livingstone
magnetas	磁鐵
ascanio	ascanio
bund	上灘
dekoravimas	裝飾
bedarbiai	失業者
bedarbiai	失業
sija	括號
marceau	marceau
moulin	moulin
žavesio	魅力
blizgus	光滑
veyron	veyron
abakas	算盤
keris	cary
marmozetė	狨
saporas	札幌
ntv	ntv
džoana	瓊
džoana	joan
grazia	grazia
vergine	vergine
laridae	laridae
nemokumo	破產
aho	aho
holograma	全息
ipo	ipo
mentaliteto	心態
barmenas	酒保
saugikliai	保險絲
himantopus	himantopus
lfc	lfc
atrakcija	景點
atrakcija	吸引力
atrakcija	吸引
errol	errol
kiekybinis	量化
kiekybinis	定量
paskata	激勵
sonetas	sonnet
yitzhak	yitzhak
netolygus	不均衡
netolygus	不平衡
zaibatsu	財閥
unikodo	unicode
balkonai	露台
lite	lite
cooh	cooh
eufemizmas	委婉
lsg	lsg
sardinės	沙丁魚
laimikis	戰利品
akreditacijos	認可
meistrams	工匠
proveržio	突破性
proveržio	突破
rivero	rivero
einaudi	einaudi
tek	tek
žiedlapiai	花瓣
jugra	yugra
patogenų	病原體
ganykla	牧場
ganykla	牧草
ganykla	eng
bakr	bakr
machado	machado
teodosić	teodosić
savanorišką	志願者
savanorišką	義工
gaertn	gaertn
tutti	tutti
generalisimas	大元帥
volk	volk
avium	avium
famiglia	famiglia
rūgštinis	酸性
svgborder	svgborder
sila	sila
katrin	katrin
carnivora	carnivora
valdez	valdez
giorgi	giorgi
shtml	shtml
cana	cana
atvirumo	開放
mireille	mireille
autoritarizmo	專制主義
beste	beste
nenugalimas	無敵
herrich	herrich
guida	guida
botero	botero
naujagimiams	新生兒
krista	krista
maturinas	mathurin
schilling	schilling
marža	比值
prasmingas	有意義
agatas	瑪瑙
choo	choo
djamel	djamel
monodelphis	monodelphis
nepriklausomumas	獨立
hakeris	駭客
spektrai	光譜
iib	iib
anakonda	蟒蛇
ulla	ulla
prielinksnis	介詞
protestuotojus	示威者
protestuotojus	示威者
mielas	可愛
nowitzki	nowitzki
allman	allman
wcg	wcg
cet	cet
xpath	xpath
importuota	進口
bibi	bibi
bibi	比比
pasiutligės	狂犬病
kiekybiniai	量化
kiekybiniai	定量
kyrie	kyrie
tusk	tusk
bobą	吸盤
soho	soho
bejėgis	無奈
vanaginiai	accipitridae
našlių	生還者
našlių	幸存者
marcellus	marcellus
rufas	rufus
longinas	longinus
ūmaus	急性
ūmaus	尖銳
sdtv	sdtv
parlophone	parlophone
kepsnys	牛排
gara	gara
amžinybę	永恆
spragų	空白
spragų	差距
spragų	缺口
trynys	蛋黃
kremer	kremer
surf	衝浪
laudrup	laudrup
kaupimosi	累積
kaupimosi	積累
pasigailėjimo	慈悲
pasigailėjimo	憐憫
pasigailėjimo	仁慈
sakaliniai	falconidae
vežimėlio	電車
vežimėlio	輪椅
bout	bout
matic	matic
panny	panny
dziaji	嘉義
dziaji	嘉義市
slaugytoja	護士
balandėliai	鴛鴦
subsidijas	補貼
subsidijas	補助金
subsidijas	補助
moniz	moniz
įsiskolinimo	欠債
įsiskolinimo	負債
įsiskolinimo	欠款
kompresorius	壓縮機
saulėtos	交替
saulėtos	交錯
archelajus	archelaus
crc	crc
fabricio	fabricio
tėja	thea
uerdingen	uerdingen
atpildas	報應
gothardas	gotthard
roux	roux
priedangos	收容所
trn	trn
mėšlas	糞便
larrionda	larrionda
chong	chong
klestinčios	繁榮
iškastinio	化石
tbt	icc
tbt	tbt
įdarbinimas	招聘
įdarbinimas	招募
įdarbinimas	就業
kvotas	配額
kvotas	定額
plūgas	犁
polipai	珊瑚蟲
tarpeklius	峽谷
padėklai	托盤
kolizijos	碰撞
sergiy	sergiy
išsiliejimo	溢位
išsiliejimo	灑
išsiliejimo	洩漏
delft	delft
platesnes	廣義
udmurtija	udmurtia
tum	tum
cham	cham
konservantų	防腐劑
wojny	wojny
nusivylę	受挫
aptvarų	擊劍
aptvarų	劍術
keistuolis	怪人
familjebok	familjebok
spekuliacija	投機
spekuliacija	推測
susižavėjimo	欽佩
susižavėjimo	仰慕
aspen	aspen
anastasio	anastasio
gangsteriai	歹徒
pcd	pcd
luxe	luxe
sacharinas	糖精
antigenas	抗原
insekticidai	殺蟲劑
opa	潰瘍
tikis	tiki
puiku	棒
puiku	偉大
nijhoff	nijhoff
stimuliacijos	刺激
bcl	bcl
hyun	賢
hyun	玄
hno	hno
propano	丙烷
dat	dat
paradų	閱兵
sverto	籌碼
sverto	槓桿
antspaudus	郵票
radiatorius	散熱器
vidutiniškas	平庸
vevo	vevo
kaminų	煙囪
džinsai	牛仔褲
mento	mento
montanus	montanus
radnički	radnički
sriubą	湯
nesuderinama	不相容
wyborcza	wyborcza
kickstarter	kickstarter
jasmin	jasmin
nebloga	漏水
abortą	流產
abortą	人工流產
abortą	墮胎
prodcode	prodcode
yoshida	吉田
kda	kda
klaidinantis	誤導
prielinksniai	prepositions
hrad	hrad
einheit	einheit
baloncesto	baloncesto
optimali	最優
optimali	最佳
išpažinties	懺悔
išpažinties	告白
išpažinties	表白
išpažinties	告解
badmečiai	飢荒
xiang	湘
xiang	祥
xiang	翔
undiano	undiano
linecolor	linecolor
komandiruotės	借調
kalimo	偽造
sli	sli
ephraim	ephraim
romantiška	浪漫
galeazzo	galeazzo
imperializmas	帝國主義
rand	rand
unsere	unsere
ntfs	ntfs
amo	amo
powerpoint	powerpoint
herbst	herbst
yas	yas
bateliai	皮鞋
bateliai	鞋
bateliai	鞋子
zainal	zainal
dalbergija	紅木
čiulpia	吸
ismn	ismn
flinas	flynn
trisomija	trisomy
translators	翻譯
šarminiai	鹼
sdb	sdb
altstadt	altstadt
claes	claes
sgml	sgml
dėkingi	感恩
raudonukės	風疹
kirilenko	kirilenko
oldid	oldid
arteaga	arteaga
salamas	salaam
sse	sse
ženšenio	人參
mensah	mensah
ait	ait
abdelaziz	abdelaziz
mlb	mlb
grojimą	重播
grojimą	播放
ananasų	鳳梨
ananasų	菠蘿
libido	性慾
žvakė	燭
žvakė	蠟燭
diplomat	外交官
rehder	rehder
totalitarinių	極權主義
totalitarinių	極權
adiabatinis	絕熱
qed	qed
archäologie	archäologie
idealizmas	唯心主義
gert	飲酒
velo	velo
filatelijos	集郵
quad	四方
wrx	wrx
šafranas	番紅花
šafranas	紅花
sbs	sbs
htc	htc
freedos	freedos
spekuliacijos	投機
spekuliacijos	推測
sportivo	sportivo
ifbb	ifbb
talija	talia
kapitalinio	大修
kapitalinio	檢修
onyx	瑪瑙
klausti	問
galvoju	思維
galvoju	思考
glaukoma	青光眼
maniakas	狂人
rundschau	rundschau
neišvengiamos	無可避免
neišvengiamos	不可避免
torio	釷
triukas	戲法
triukas	魔術
triukas	把戲
triukas	特技
uncia	uncia
ssn	ssn
brooker	brooker
sukamasis	rotary
vinčesterio	winchester
fotball	fotball
petronas	petronas
negrįžtamas	不可逆
juokinga	搞笑
juokinga	好笑
goldene	goldene
melanogaster	melanogaster
akušerija	婦產科
akušerija	產科
sąžiningą	公平
hombre	hombre
sagtis	扣
ginčijamas	爭議
rkc	rkc
sns	sns
karpos	疣
adh	adh
lizino	賴氨酸
dializė	透析
domus	domus
atbraila	斷頭台
sdkfz	sdkfz
erithacus	erithacus
alu	alu
cucumis	cucumis
alerginė	過敏
hewlett	hewlett
instagram	instagram
kiekybinė	量化
kiekybinė	定量
fallax	fallax
lpf	lpf
makiažas	化妝
makiažas	化妝品
irix	irix
tva	tva
lmt	lmt
liejiniai	鑄件
liejiniai	錠
alkanas	餓
alkanas	飢餓
bsp	bsp
mmo	mmo
pmm	pmm
iain	iain
horner	horner
ennio	ennio
smilkalus	香
ffa	ffa
trachėja	氣管
širdy	心
širdy	心臟
skiedinio	迫擊炮
omnia	omnia
musonas	季風
faktinės	實際
dscf	dscf
kaupimasis	累積
kaupimasis	積累
humberto	humberto
bacchus	bacchus
stallman	stallman
bulvėms	土豆
bulvėms	馬鈴薯
meu	meu
puokštė	花束
vandentakio	水道
akumuliatoriai	電池
ekstradicijos	引渡
klausymas	聽證會
klausymas	聽力
klausymas	聽覺
gabi	gabby
gabi	gaby
aloro	aloro
nagato	長門
subalansuotas	平衡
subalansuotas	均衡
pomėgius	嗜好
pomėgius	愛好
memorandumo	備忘錄
regel	regel
šluotos	掃帚
geburtstag	geburtstag
psalmė	聖詩
psalmė	詩篇
šlaplę	尿道
hummer	悍馬
stiprintuvai	放大器
quintana	quintana
toksinų	毒素
geizeris	間歇泉
kōan	公案
deportes	deportes
talentinga	才華
lido	利多
dža	dja
veranda	門廊
wikiproject	wikiproject
tomcat	tomcat
kilnojamasis	動產
ngm	ngm
mota	mota
medica	medica
watanabe	渡邊
watanabe	watanabe
piccolomini	piccolomini
ibrahima	ibrahima
aprašai	庫存
lanksčios	靈活
lanksčios	彈性
lanksčios	柔性
lanksčios	靈活性
elemente	elemente
vbs	vbs
apsėstas	痴迷
apsėstas	迷戀
accessdate	accessdate
deum	deum
jutiklio	感應器
avraham	avraham
norinčios	許願
pėdkelnės	絲襪
pėdkelnės	褲襪
renton	renton
verein	verein
ilfas	ilf
išsiuntimas	驅逐出境
išsiuntimas	驅逐
filtruojamas	過濾
filtruojamas	濾過
portalų	門戶
testosterono	睪酮
jaya	jaya
džentelmenas	紳士
džentelmenas	君子
archyvavimo	歸檔
apdrausti	投保
yosef	yosef
miniatiūriniai	微型
miniatiūriniai	迷你
bergkamp	bergkamp
aptikimas	探測
aptikimas	偵測
aptikimas	檢測
caterina	caterina
oho	哇哇
oho	哇
kvailys	白痴
taschenbuch	taschenbuch
valgomojo	餐飲
valgomojo	用餐
valgomojo	進餐
darbastalio	桌面
tbl	tbl
kaige	凱歌
cigaretes	香煙
cigaretes	煙
paine	paine
kloja	chloe
dučė	duce
mapu	mapu
čekis	收據
čekis	支票
diagnostiniai	診斷
passant	passant
amphoe	amphoe
vamzdynas	管道
vamzdynas	管線
vamzdynas	管道
dirck	dirck
apsimesti	假裝
amuletas	符
amuletas	護身符
bosco	bosco
javor	javor
sab	sab
vikšriniai	履帶式
artpop	artpop
nsw	nsw
fref	fref
nocat	nocat
psichozė	精神病
morfino	嗎啡
autoriniai	皇室
autoriniai	王室
calc	calc
užuojauta	慰問
užuojauta	哀悼
gamespy	gamespy
ciel	ciel
bojana	bojana
benamiai	無家可歸
gydantis	疲勞
vtk	vtk
uogiene	果醬
ryžtingų	堅決
forza	forza
codemasters	codemasters
ingo	ingo
nuomininkas	租戶
nuomininkas	房客
etanas	乙烷
sakamoto	阪本
susirašinėjimas	書信往來
pires	pires
champlain	champlain
brody	brody
benth	benth
atvirumą	開放
šakės	叉
šakės	叉子
wan	萬
wallach	wallach
gegenwart	gegenwart
madden	madden
rupijų	盧比
anker	anker
novaehollandiae	novaehollandiae
editpage	editpage
gladys	gladys
gua	gua
manevrą	機動
tma	tma
oncidija	oncidium
limonadas	檸檬汁
toyo	東洋
toyo	toyo
lse	lse
alergiją	過敏症
alergiją	過敏
adatą	針
kineziterapijos	理療
psn	pwn
gummer	gummer
degios	易燃
degios	易燃
juga	yuga
sutriuškinimas	擊潰
užpildu	填料
kišenes	口袋
spenelis	乳頭
ovuliaciją	排卵
užuolaidos	窗簾
mallenco	mallenco
elipsė	橢圓
kabarda	kabardino
livejournal	livejournal
jing	青
kanapes	麻
pavedimas	代表團
gandhara	gandhara
ioannes	ioannes
tung	董
philo	philo
imax	imax
grundlagen	grundlagen
xbmc	xbmc
lsb	lsb
dyzelino	柴油
humanistinių	人本主義
patyčias	欺凌
patyčias	欺負
robles	robles
pauls	pauls
merga	女生
merga	姑娘
merga	女孩
merga	girl
hensel	hensel
chromatinas	chromatin
redir	redir
nuošalėje	越位
britpop	britpop
kubuntu	kubuntu
copyleft	copyleft
neveikimas	不作為
shimon	shimon
žvalgymo	勘探
žvalgymo	探索
pasa	pasa
plauenas	plauen
invicta	invicta
palaidinė	上衣
herausgegeben	herausgegeben
abul	abul
momentinis	瞬時
jayne	jayne
drovus	害羞
kvaila	傻
pesa	pesa
sakis	saki
henriksen	henriksen
malabaricus	malabaricus
sina	sina
kraujuoti	出血
sammlung	sammlung
slydimo	滑
gato	神像
kumpio	火腿
namco	namco
bula	bula
yoon	尹
yoon	允
macfarlane	macfarlane
propanas	丙烷
diddy	diddy
hamada	hamada
hamada	濱田
authorlink	authorlink
sinistra	sinistra
hayward	hayward
stiller	stiller
konsultuotis	諮詢
suo	竇
suo	犬
suo	狗
gvachiros	guajira
mielino	myelin
pratense	pratense
antsvorio	超重
mclachlan	mclachlan
džedajus	絕地
fermis	鐨
auditorijoje	禮堂
khtml	khtml
tpa	tpa
aab	aab
brokeriai	經紀
rendis	randy
ausinės	耳機
apsaugines	勘測
apsaugines	測量
apsaugines	測繪
apsaugines	勘查
apsaugines	勘察
skaliarinis	標量
lowry	lowry
auskaras	耳環
suga	suga
rinaldo	rinaldo
rogier	rogier
popins	poppins
beprasmiška	虛榮
beprasmiška	無用
edelstein	edelstein
gamescom	gamescom
ucl	ucl
trečiadienio	週三
trečiadienio	星期三
dara	dara
uždarasis	俘虜
takeshi	阿武
takeshi	武
vogt	vogt
aram	aram
nelygaus	崎嶇
priežastingumo	因果關係
donorystės	捐
donorystės	捐贈
donorystės	捐款
donorystės	捐獻
donorystės	捐贈
donorystės	捐助
donorystės	捐款
kregždutės	燕子
vilkolakis	狼人
atb	atb
spinta	櫃子
spinta	櫥
spinta	櫥櫃
spinta	hood
diatta	diatta
fim	fim
integra	integra
arial	arial
aig	aig
bombėjuje	孟買
glotniagalvė	psilocybe
reglamentai	條例
novell	novell
nerti	俯衝
nerti	跳水
nerti	潛水
mcm	mcm
goulding	goulding
ouen	ouen
kardamono	豆蔻
akreditavimo	認可
sympetrum	sympetrum
išsiplėtę	擴張
vanesa	vanessa
erdvų	寬敞
rutgers	rutgers
boltauzer	boltauzer
embrionų	胚胎
taddeo	taddeo
greipfrutų	柚子
giambattista	giambattista
identifikacija	識別
ganjasar	gandzasar
auskarus	穿孔
išlygų	保留
universaliųjų	環球
universaliųjų	普及
universaliųjų	普遍
importuojamas	進口
kkl	ocl
ademir	ademir
kriegsmarine	kriegsmarine
precedentas	先例
plikasėkliai	gymnosperm
bazilikas	basil
guo	郭
meškėnai	浣熊
vespučis	vespucci
skeptrą	權杖
viryklės	爐
viryklės	爐子
viryklės	火爐
viryklės	灶
naujagimiui	新生兒
išimtinę	排他性
išimtinę	排他
išimtinę	獨家
išimtinę	專屬
schott	schott
dmx	dmx
izumi	泉
izumi	和泉
giga	giga
originalumo	原創
originalumo	獨創性
originalai	原件
pms	pms
entuziazmas	熱心
entuziazmas	熱情
racioną	配給
racioną	口糧
vazas	花瓶
titlebackground	titlebackground
varas	varro
padūkėlis	gannet
milena	milena
vilhelm	vilhelm
abrikosai	杏子
bartai	bart
katarakta	白內障
natalensis	natalensis
zev	zev
bea	bea
bea	碧
gekonas	壁虎
plaja	playa
tsg	tsg
diegiamos	安裝
siunta	寄售
siunta	托運
siunta	貨運
siunta	裝運
siunta	托運
švytuoklės	鐘擺
popmatters	popmatters
turunen	turunen
sigrid	sigrid
verhoeven	verhoeven
hist	hist
kirenaika	cyrenaica
hirosima	廣島
demonstrantus	示威者
skinti	採摘
russe	russe
geometridae	geometridae
disambig	disambig
patil	patil
cosas	cosas
olimpiko	teatro
gastritas	胃炎
sėdynė	炸藥
sėdynė	座位
giroskopo	陀螺
rankdarbiai	手工藝
rankdarbiai	手工業
rankdarbiai	手工藝品
žiauri	苛刻
žiauri	嚴酷
žiauri	嚴厲
žiauri	野蠻
žiauri	殘酷
žiauri	殘暴
yuki	yuki
verslumo	創業
sorokinas	sorokin
dekretais	法令
dekretais	政令
kaki	kaki
bėrimas	疹
bėrimas	皮疹
smalsumo	好奇心
smalsumo	好奇
kingsley	kingsley
hco	hco
strutis	鴕鳥
išrūgos	折疊
išrūgos	崩潰
išrūgos	倒塌
clattenburg	clattenburg
duan	段
kvietimai	邀請
įžeidimas	污辱
įžeidimas	侮辱
duratec	duratec
eutanazijos	安樂死
haematopus	haematopus
santaupų	儲蓄
santaupų	節省
santaupų	節約
dėlė	水蛭
ietf	ietf
lenovo	聯想
smagu	好玩
smagu	樂趣
zedd	zedd
ricketts	ricketts
arbūzai	西瓜
riise	riise
bef	bef
paloma	paloma
macropus	macropus
griežinėliais	切片
nuovo	nuovo
amalia	amalia
uva	uva
mandaros	mandara
dividendų	紅利
dividendų	分紅
dividendų	股息
dividendų	紅利
dividendų	股息
nekalti	無辜
iškeldinimo	驅逐
steiger	steiger
čiagreso	chagres
titleforeground	titleforeground
kaf	kgf
nykščiu	拇指
nykščiu	大拇指
ibi	ibi
svertas	槓桿
svertas	籌碼
svertas	槓桿
golumas	咕嚕
servijus	servius
suvynioti	包裹
fidonet	fidonet
taipingų	太平
erinnerungen	erinnerungen
priešnuodis	解毒劑
priešnuodis	解藥
crassirostris	crassirostris
maze	迷宮
tanklaivių	油輪
papildymui	平滑
prisiminus	伽利略
rubescens	rubescens
ufc	ufc
romanum	romanum
powerpc	powerpc
scrophulariaceae	scrophulariaceae
semelė	semele
ritratto	ritratto
visterija	紫藤
urb	urb
ohv	ohv
ciklono	氣旋
ciklono	旋風
sibilės	sibyl
mpg	mpg
patrik	patrik
leucogaster	leucogaster
joaquin	joaquin
chasseurs	chasseurs
apsipirkti	shop
apsipirkti	購物
apsipirkti	店鋪
apsipirkti	店
apsipirkti	商店
apsipirkti	買東西
apsipirkti	購物
gad	gad
mercado	mercado
dza	dza
iksionas	ixion
badara	badara
eka	eka
smurtinių	暴力
geoterminės	地熱
viza	visa
viza	簽證
zastava	zastava
aklumas	失明
erde	erde
lika	lika
rxd	rxd
stroud	stroud
sprachen	sprachen
gelis	膠
pao	豹
blusų	跳蚤
blusų	跳蚤
akreditacija	認可
šaldytuvas	冰箱
žastikaulis	肱骨
steinbeck	steinbeck
hbv	hbv
ravi	ravi
ssg	ssg
konkordatas	協約
slaptažodis	密碼
spenelius	乳頭
hiena	鬣狗
kuntze	kuntze
glis	glis
bhp	bhp
nacho	nacho
ttt	ttt
komunija	聖餐
amigaos	amigaos
rifa	riffa
chabad	chabad
buivolo	水牛城
buivolo	野牛
buivolo	水牛
syco	syco
eriksen	eriksen
špinatai	菠菜
edi	eddy
edi	edi
atskirtis	隔絕
atskirtis	隔離
atskirtis	孤立
atskirtis	與世隔絕
atskirtis	隔離
basestyle	basestyle
goo	goo
goo	咕
davison	davison
dian	dian
jenni	jenni
rupp	rupp
gassama	gassama
leucocephalus	leucocephalus
kibirkščių	火花
plyšiu	rift
ilgaamžiškumas	壽命
ilgaamžiškumas	長壽
diuretikai	利尿
diuretikai	利尿劑
diuretikai	diuretics
džanghua	彰化
madingas	別緻
berman	berman
suvaržymai	限制
jasimas	jassim
tay	tay
menschen	menschen
metanolis	甲醇
majas	蛋黃醬
majas	mayo
užgrobimas	劫持
užgrobimas	劫機
hutchinson	hutchinson
ugaritas	ugarit
spor	spor
buržuazinių	中產階級
buržuazinių	資產階級
openstreetmap	openstreetmap
išgaubtos	凸面
išgaubtos	凸
cordero	cordero
grįžtamas	可逆
patruliavimo	巡邏隊
patruliavimo	巡邏
nebojša	nebojša
gąsdino	石化
aukle	保姆
aukle	奶媽
toleruojama	容忍
patvarumas	耐用
interwikis	interwikis
kaljanas	水煙
darpa	darpa
kuch	kuch
credo	信條
sužalojimas	損傷
inkarai	錨
beaufort	beaufort
hina	hina
ato	ato
korumpuotas	腐敗
alphonso	alphonso
kader	kader
sofos	沙發
sofos	沙發
karantinas	隔離
karantinas	檢疫
pavyzdinį	模範
pavyzdinį	典範
francine	francine
taifūnas	颱風
beprotybė	瘋狂
tortas	蛋糕
greitąją	救護車
greitąją	救護
mylėtojai	戀人
mylėtojai	愛人
mylėtojai	情侶
mylėtojai	情人
laboratorinis	實驗室
laboratorinis	化驗室
viko	wick
safyras	藍寶石
padanga	輪胎
padanga	tyre
padanga	輪胎
padanga	胎
įdubimai	酒窩
almada	almada
anūkų	孫子
trynimui	摩擦
cervantes	cervantes
gottes	gottes
ginekologija	婦科
fuad	fuad
lwin	lwin
wikilink	wikilink
stebėtojams	觀察員
ekg	心電圖
firebird	firebird
elegancija	優雅
elegancija	高雅
dmoz	dmoz
bitumas	瀝青
galeria	galeria
konsultacija	協商
konsultacija	諮詢
donum	donum
laiptinė	樓梯間
lpc	lpc
igm	igm
majonezas	蛋黃醬
subsidija	補貼
subsidija	補助
pontifex	pontifex
gong	阿公
gong	龔
kompensavimo	償還
kompensavimo	報銷
kbps	kbps
apipjaustymas	修剪
jorma	jorma
shankly	shankly
kse	kse
kondensuotas	濃縮
salem	salem
siri	siri
sumi	秀美
logis	logis
ppt	ppt
valera	valera
kvalifikuota	合格
razak	razak
rubinstein	rubinstein
andalusija	andalus
gadis	gadis
heston	heston
smalltext	smalltext
baklažanų	茄
baklažanų	茄子
stb	stb
yakubu	yakubu
slr	slr
girardot	girardot
kartelio	卡特爾
cezis	銫
tgv	tgv
pompa	泵
pompa	水泵
rin	凜
hartman	hartman
rer	淚水
rer	流淚
rer	淚
rer	眼淚
middleton	middleton
nesveikas	不健康
nesveikas	病
nesveikas	生病
tua	tua
baptista	baptista
storch	storch
alarikas	alaric
itrio	釔
sergėtojai	守護者
sergėtojai	監護人
dangas	塗料
pindaras	pindar
incesto	亂倫
chuaresas	juárez
panieka	輕蔑
panieka	藐視
panieka	蔑視
saugok	觀看
saugok	手錶
westfalen	westfalen
nenaudai	劣勢
nenaudai	缺點
karbido	碳化
karbido	碳化物
embrionai	胚胎
epimetėjas	epimetheus
arklides	馬廄
dešimtkovės	十項全能
schult	schult
ūsus	鬍子
ūsus	鬍鬚
pagalve	枕頭
pagalve	枕
kitakiūšiū	北九州
masjid	清真寺
fbc	fbc
ramin	ramin
zoologica	zoologica
eustatijus	eustatius
įpareigojimas	義務
osciliatorius	振蕩器
siddeley	siddeley
rūšiavimas	分級
cunamiai	海嘯
žavinga	迷人
kvadrantas	象限
kenedi	肯尼迪
kenedi	kennedy
mykola	mykola
peroksido	過氧化物
stiglitz	stiglitz
trnr	trna
arbatinukas	茶壺
pablogėjimas	惡化
dėkinga	感恩
dėkinga	感恩
lol	哈哈
lol	大笑
lol	lol
fwd	fwd
žirafa	長頸鹿
henriette	henriette
vikicitatos	wikiquote
soir	soir
pavianas	狒狒
alexandros	alexandros
sortkey	sortkey
wrap	包裝
wrap	包裹
blaine	blaine
švelnumas	柔情
gost	gost
sinapsė	synapse
zukunft	zukunft
dor	dor
lanksčiai	靈活
lanksčiai	彈性
lanksčiai	柔性
lanksčiai	靈活性
ould	ould
rsi	rsi
recesija	衰退
inv	inv
plakta	鞭打
izoliavimo	遏制
gedichte	gedichte
difterijos	白喉
paini	混淆
paini	困惑
claesz	claesz
roemer	roemer
nyctalus	nyctalus
zaman	zaman
taube	taube
paršeliai	乳豬
sfc	sfc
kaskade	kaskade
daum	daum
sepp	sepp
kabliai	鈎
filipe	filipe
capcom	capcom
esprit	esprit
mcdermott	mcdermott
teptuku	刷刷
teptuku	刷
šortai	短褲
pažeminimą	羞辱
pažeminimą	屈辱
cullen	庫倫
osu	osu
brošiūros	小冊子
dsv	dsv
capreolus	capreolus
įtariamieji	嫌犯
įtariamieji	嫌疑犯
įtariamieji	疑犯
įtariamieji	嫌犯
įtariamieji	嫌疑犯
įtariamieji	疑犯
sikimas	錫金
astragalus	astragalus
nds	nds
soares	soares
anatominių	解剖學
žibalo	煤油
wikimedians	wikimedians
lentynos	架子
lentynos	貨架
lentynos	書架
šogis	棋
spazmas	痙攣
sausainių	餅乾
sausainių	cookie
eidos	eidos
naturalis	naturalis
aprašomoji	敘述
aprašomoji	描述
sutra	金剛經
sutra	經
ribbon	絲帶
loxia	loxia
viesulo	旋風
trumparegystė	短視
trumparegystė	近視
iwan	iwan
dosnus	大方
dosnus	慷慨
utėlė	蝨
utėlė	蝨子
porphyrio	porphyrio
žeidžia	侮辱
futbol	futbol
liki	leakey
gurps	gurps
mikel	mikel
transcluded	transcluded
atrofija	萎縮
zeiten	zeiten
dauphin	皇太子
reikalavimui	要求
aoi	葵
ormerod	ormerod
festa	festa
netscape	netscape
corbin	corbin
supersport	supersport
augintiniai	寵物
mylimiausias	最愛
mylimiausias	喜愛
kampong	磅
yandex	yandex
sizedefault	sizedefault
išimtinis	排他性
išimtinis	排他
išimtinis	獨家
išimtinis	專屬
matlab	matlab
muell	muell
azimutas	方位角
isidore	isidore
labelstyle	labelstyle
ferrer	ferrer
nbg	nbg
undinėlė	美人魚
undinėlė	人魚
dušo	洗澡
dušo	淋浴
yesno	yesno
centum	centum
norah	norah
buferis	保險槓
bxc	bxc
bun	饅頭
bun	包子
prentice	prentice
nesąžiningos	欺詐
nesąžiningos	不公
metabolizmą	代謝
metabolizmą	新陳代謝
wario	wario
virga	virga
taikinimo	調解
oriolus	oriolus
reagentai	試劑
kaušai	水桶
kaušai	桶
blitz	閃擊
blitz	閃電戰
miocenas	miocene
xxl	xxl
asgardo	asgard
harieta	harriet
jarlai	lade
mečetes	清真寺
gardų	攤位
diktatoriai	獨裁者
abhandlungen	abhandlungen
src	src
cão	cão
arto	arto
pigu	廉價
pigu	便宜
nicholls	nicholls
diubua	dubois
kuku	cuco
gwyneth	gwyneth
barža	駁船
sandstrom	sandstrom
ttk	ttk
užsispyręs	頑固
vientianas	萬象
stug	stug
venstre	venstre
torpeda	魚雷
galil	galil
šaukštu	匙
šaukštu	勺
šaukštu	勺子
šaukštu	湯匙
nekenksmingas	無害
pagalves	枕頭
meteoras	隕石
meteoras	流星
meteoras	流星雨
nešališkumo	公正性
nešališkumo	公正
nešališkumo	不偏不倚
oddvar	oddvar
gdi	gdi
rxf	rxf
rangovai	承包商
nne	nne
kamov	kamov
purslų	噴霧
purslų	噴
nemirtingumas	不朽
nemirtingumas	長生不老
nemirtingumas	永生
scan	掃描
scan	掃瞄
jerkins	jerkins
tropenmuseum	tropenmuseum
terese	theresa
pandion	pandion
beliajevas	belyaev
yossi	yossi
distiliuoti	蒸餾
bruegel	bruegel
ines	ines
jada	jada
kook	kook
akla	瞎子
akla	盲目
akla	盲
akla	盲人
akla	瞎
dotacijos	補助金
dsp	dsp
nisa	nisa
dusk	黃昏
vegasą	賭城
rezorbcija	吸收
plantarum	plantarum
lnm	lnm
mpc	mpc
ups	ups
versuch	versuch
magnetai	磁鐵
zodiakas	黃道
patvarumo	耐用
prinokusių	成熟
micaela	micaela
gisele	gisele
prag	prag
