ve	та
yılan	serpent
yılan	змій
yılan	змії
vampire	вампір
vampire	вампіри
matthew	матвія
matthew	матвій
matthew	метью
universal	універсальна
universal	universal
universal	універсальний
usa	сша
usa	usa
duke	герцог
duke	дюк
dersler	уроки
dersler	лекції
dersler	курси
dersler	класи
gittikçe	отримання
gittikçe	розм
güneye	південна
güneye	південь
güneye	південний
kocası	чоловік
kocası	чоловіка
çarşamba	середа
şirketleri	компанії
şirketleri	компаній
şirketleri	компаніями
yapıyor	займаюся
rightarm	rightarm
satranç	шахи
vahşi	дикі
vahşi	дикий
vahşi	wild
vahşi	диких
vahşi	дикун
vahşi	дике
iniş	спуск
iniş	посадка
iniş	посадку
yakup	якоб
yakup	джейкоб
yakup	яків
katedrali	собор
katedrali	соборна
katedrali	кафедра
kanıt	докази
kanıt	доказ
korunması	захисту
slovakya	словаччині
slovakya	словаччина
evrim	розвиватися
evrim	еволюція
evrim	evolution
evrim	походять
düzensiz	неправильні
düzensiz	неправильне
alfa	alpha
alfa	альфа
alfa	alfa
alfa	вишиванці
tedavisi	лікування
bükreş	бухарест
maalesef	нажаль
yuvarlak	ряду
yuvarlak	кругла
yuvarlak	круглий
yuvarlak	round
yuvarlak	раунд
yuvarlak	круговий
yuvarlak	кругова
yuvarlak	круглий
yuvarlak	кругла
cisim	object
kullanıcıları	користувачі
kullanıcıları	користувачів
tütün	тютюн
bateri	барабан
bateri	ударні
bateri	барабани
oksijen	киснем
oksijen	кисень
ceylan	gazelle
soul	душу
soul	душа
soul	soul
soul	душею
eklenen	додано
eklenen	додані
meryem	мадонна
meryem	маріам
meryem	мері
meryem	марічка
meryem	маріє
malezya	малайзії
savaşlar	війн
savaşlar	війни
geliştirmek	проведення
geliştirmek	розробку
geliştirmek	розвиваються
geliştirmek	покращення
geliştirmek	покращити
yiğit	герой
lüksemburg	люксембургу
lüksemburg	люксембург
marshall	маршалл
marshall	маршал
çeşme	фонтан
muhafaza	зберігати
muhafaza	консервація
muhafaza	зберегла
muhafaza	зберігав
extra	додатковий
extra	зайві
extra	додаткова
extra	додаткові
matematikçi	математик
atış	стрільби
atış	зйомки
atış	стрільба
atış	постріл
atış	застрелив
atış	пострілів
atış	постріли
atış	pitch
atış	тону
android	android
adli	судова
tura	гастролі
tura	tour
tura	тур
tura	головах
tura	голів
tura	голови
tura	головами
tura	тура
erik	слива
erik	ягоди
erik	еріку
erik	ерік
western	західний
western	західні
western	західна
ölür	вмирає
ölür	гине
ölür	помре
ölür	помирає
kiraz	сакури
kiraz	вишенька
kiraz	вишні
yargı	причому
yargı	суд
yargı	карний
adalar	острови
misafir	гостя
misafir	гість
misafir	guest
misafir	гостем
misafir	гості
law	закон
law	право
kule	вежа
kule	tower
kule	башта
astronomi	астрономія
rgb	rgb
kesme	вирізання
eddie	едді
skor	рахунок
skor	результат
skor	оцінка
şimşek	грім
şimşek	блискавка
genişliği	ширина
genişliği	ширину
genişliği	товщина
burda	тут
turistik	туристичний
turistik	туристичні
turistik	турист
turistik	туристичне
aksaray	аксарай
adem	адам
kanser	рак
four	четвірка
four	чотирьох
four	чотири
ayaklanma	повстання
ayaklanma	повстання
ayaklanma	бунт
ayaklanma	повстання
katılmak	приєднатися
katılmak	приєднатись
katılmak	приєднання
katılmak	долучитися
katılmak	приєднуйтесь
katılmak	приєднуйтеся
katılmak	долучитись
katılmak	участь
katılmak	приєднання
tibet	тибетська
tibet	тибету
mekke	мекка
venezuela	венесуельський
venezuela	венесуели
birincil	основний
birincil	основне
birincil	основна
sport	спорт
kartaca	карфаген
yetişkin	дорослому
yetişkin	доросла
yetişkin	виріс
yetişkin	дорослих
yetişkin	доросла
yetişkin	дорослі
yetişkin	доросле
yetişkin	дорослий
yetişkin	дорослі
ağız	оральний
ağız	рот
ağız	рота
ağız	роті
ağız	рот
ağız	устами
meşe	дуби
meşe	отой
meşe	дуб
hükümdar	лінійка
hükümdar	держав
hükümdar	монарх
hediye	дарунки
hediye	подарунки
hediye	дарують
hediye	подарунки
hediye	сьогодення
hediye	подарунок
hediye	теперішній
hediye	присутні
hediye	присутня
hediye	розіграш
hediye	подарунку
hediye	подарунок
koşulları	умови
koşulları	умовами
koşulları	терміни
koşulları	умови
doğmuş	народження
doğmuş	народився
doğmuş	борн
doğmuş	народилась
doğmuş	народилася
izleme	стеження
izleme	спостереження
izleme	моніторинг
sembolü	символ
aston	aston
tekstil	текстиль
tekstil	виробів
hitap	виступав
eyüp	завдання
eyüp	робота
şiirler	вірші
şiirler	поезія
inter	інтер
jet	реактивний
sayısız	незліченні
raymond	раймонд
planlama	планування
planlama	планування
cumhuriyetçi	республіканці
cumhuriyetçi	республіканська
prodüksiyon	продакшн
prodüksiyon	виробництво
prodüksiyon	продукція
prodüksiyon	production
sean	шон
age	віці
age	вік
age	ера
age	доба
renkleri	кольорах
renkleri	кольори
renkleri	барви
renkleri	кольори
renkleri	кольорів
oran	оцінити
oran	частота
oran	швидкість
oran	оцініть
oran	ставка
oran	пропорції
oran	коефіцієнт
oran	співвідношення
oran	орана
georges	жорж
hayali	вигаданий
hayali	фантастика
hayali	штучно
hayali	уявні
mesajı	повідомлення
mermer	marble
mermer	мармур
oklahoma	оклахома
öldürür	вбиває
hassas	точність
hassas	чутливі
hassas	урахуванням
hassas	ніжною
hassas	ніжні
hassas	тендітна
hassas	тендер
hassas	ніжна
frekans	частоту
frekans	частота
ken	кен
modelleri	models
modelleri	моделі
modelleri	моделей
carter	картер
pan	пан
pan	випічки
bavyera	баварська
bavyera	баварський
bavyera	баварія
mayın	мін
mayın	копальні
mayın	міни
kullanma	користування
kullanma	використання
ideal	ідеал
ideal	поєднується
ideal	ідеалі
girit	крит
kuyruklu	комета
kuzeydoğu	східного
ilçeleri	райони
ulaşmak	нормальної
tercüme	переклад
tercüme	переклад
tercüme	перекласти
tercüme	перекладати
bale	балет
bale	бейл
versiyon	версія
yazık	шкода
yazık	сором
boğaz	горло
boğaz	босфор
boğaz	протока
tüfek	рушниця
tüfek	гвинтівок
tüfek	гвинтівки
tüfek	гвинтівки
tüfek	гвинтівка
jennifer	дженніфер
birlikler	одиниці
birlikler	поповнення
birlikler	війська
toz	пил
toz	порошку
toz	опіків
toz	порошків
force	примусово
force	примусити
force	сила
force	force
derleme	збірник
derleme	збирання
derleme	збирання
radyasyon	радіація
radyasyon	випромінювання
radyasyon	радіації
sözlüğü	словник
mesut	масуд
mesut	месут
miras	успадкування
miras	застаріла
miras	спадок
miras	спадщина
tatil	святкова
tatil	свято
tatil	відпустка
tatil	свята
intikam	розплата
intikam	помста
intikam	помсти
intikam	помста
tasarlanmış	розроблена
tasarlanmış	розробив
tasarlanmış	розроблено
elle	підручник
elle	ручний
elle	ручна
elle	ручне
elle	вручну
elle	довідок
elle	elle
elle	вручну
danny	данні
danny	денні
dk	мін
dk	хв
çaba	укріпити
çaba	зусилля
airlines	антонова
airlines	авіалінії
airlines	airlines
bruno	бруно
pink	рожева
pink	рожевий
polonyalı	польською
polonyalı	польську
polonyalı	польська
polonyalı	польські
polonyalı	польське
eklemek	додавання
evler	земляк
evler	домівки
evler	будинки
evler	будинків
evler	будинках
evler	доми
evler	будинки
evler	будинків
evler	домів
hücum	нападів
hücum	образу
hücum	наступ
hücum	операція
hücum	заряд
büyüme	росте
büyüme	нарощування
büyüme	росту
büyüme	зростання
büyüme	ріст
yaratıcı	творець
yaratıcı	автор
yaratıcı	створив
yaratıcı	maker
yaratıcı	творця
yaratıcı	оформлення
yaratıcı	творчий
yaratıcı	креативні
çavuş	сержант
çavuş	сержант
çanak	блюдо
çanak	страва
kutup	полярність
kutup	полярна
kutup	полярний
kutup	arctic
kutup	поле
kutup	полюс
farklılık	різноманітність
farklılık	diversity
farklılık	різноманітності
farklılık	різноманіття
farklılık	різниця
farklılık	різниці
dos	dos
dos	дос
nikolay	микола
barbara	барбара
ron	рон
zorla	примусово
zorla	змусили
zorla	вимушена
zorla	примусово
zorla	примусити
zorla	сила
zorla	force
sıcaklığı	температура
sıcaklığı	тепло
hacmi	гучність
tag	мітка
tag	позначити
tag	позначка
tag	квач
cruz	крус
oluşumu	формування
oluşumu	зборі
boyun	шия
boyun	шию
andrea	андреа
oblastı	область
yazmak	написання
yazmak	запис
yazmak	писати
yazmak	запису
çıkışı	вихід
çıkışı	виходу
çıkışı	вийти
soy	роб
avustralyalı	австралійська
avustralyalı	австралійський
artistik	художні
artistik	художнього
çıkmaya	побачення
çıkmaya	побачень
çıkmaya	знайомств
point	точка
point	точку
point	point
boru	трубу
boru	труба
boru	люльку
boru	каналом
boru	труби
boru	труба
form	форм
form	форми
form	форму
form	форма
başak	діва
bitti	завершено
bitti	завершені
bitti	закінчено
bitti	закінчиться
bitti	закінчив
bitti	зроблено
bitti	закінчили
bitti	виконано
bitti	готово
bitti	done
bitti	закінчилося
bitti	над
bitti	закінчено
bitti	закінчилась
yemekler	харчування
yemekler	їжа
yemekler	foods
yemekler	харчування
yemekler	посуд
yemekler	страв
yemekler	страви
körfez	затока
körfez	затоці
körfez	губа
körfez	затока
kazı	копати
kazı	dig
kazı	копати
kazı	копали
kazı	excavations
durumlar	ситуаціях
durumlar	ситуацій
durumlar	статуси
atlet	спортсмен
elverişli	зручний
elverişli	зручно
elverişli	зручна
elverişli	позитивні
banka	береги
banka	банків
banka	банки
banka	банк
daima	завжди
studio	студія
studio	студії
studio	studio
studio	студію
studio	майстерні
studio	денне
marşı	гімн
biyoloji	біологія
biyoloji	біології
lizbon	lisboa
lizbon	лісабон
tamamlandı	завершено
tamamlandı	завершені
tamamlandı	виконано
tamamlandı	завершено
tamamlandı	завершені
tamamlandı	закінчено
tamamlandı	закінчиться
tamamlandı	закінчив
tamamlandı	завершене
tamamlandı	завершити
tamamlandı	повний
tamamlandı	завершення
tamamlandı	завершений
çağrı	дзвінок
çağrı	зателефонувати
çağrı	виклик
çağrı	дзвонить
çağrı	покликання
çağrı	викликає
çağrı	звертаюсь
oynuyor	грає
oynuyor	відтворює
oynuyor	грає
oynuyor	програвання
oynuyor	відтворення
irlandalı	ірландський
irlandalı	irish
irlandalı	ірландська
bağlar	лінки
bağlar	посилання
bağlar	посиланнями
bağlar	посилань
bağlar	стосунку
dinamik	динаміка
dinamik	динамічний
dinamik	динамічні
dinamik	динамічна
dinamik	динамічне
şarap	вин
şarap	вина
şarap	вино
uygundur	підходить
sevilla	севілья
hedefi	мета
vektör	вектор
ender	рідко
ender	рідкісна
ender	рідкісні
ender	рідкісний
ender	рідкість
ender	рідкісне
ender	ендер
soylu	благородний
soylu	благородні
bilişim	інформатики
miguel	мігель
ateşi	гарячка
ateşi	жар
ateşi	лихоманка
pay	крісел
dua	молитися
dua	молись
dua	молитву
dua	молитви
dua	молитовне
dua	молитва
brüksel	брюсселі
brüksel	брюссель
soundtrack	саундтрек
cannes	канни
berabere	краватка
berabere	краватку
ortaçağ	середньовічна
çekimleri	відмінювання
bodrum	льох
bodrum	підвал
yazıldı	писав
yazıldı	записано
yazıldı	написано
yazıldı	записані
arizona	аризона
mimarisi	архітектура
kazananlar	переможці
partiler	вечірок
partiler	вечірки
partiler	партій
seksen	вісімдесят
nacional	насьйональ
semt	сусідство
semt	оточення
semt	сусідство
semt	сусідства
semt	улус
semt	округ
semt	нохія
semt	район
semt	кредитування
abdurrahman	абдуррахман
dayanışma	солідарності
dayanışma	солідарність
kurumları	закладів
kurumları	установи
kurumları	інституції
kurumları	установ
kurumları	топові
bush	буш
gerçekleştirildi	виступали
gerçekleştirildi	виступала
kahve	кава
julius	юліус
julius	юлій
hamur	тісто
gizlice	таємно
gizlice	потай
taç	обруч
taç	корону
taç	корона
taç	корони
taç	тадж
taç	крон
taç	крони
tanım	визначення
tanım	опис
kurul	дошки
kurul	правління
kurul	дошка
kurul	настільні
kurul	комітету
kurul	комітет
kaba	шалена
kaba	суворий
kaba	важкий
kaba	rough
kaba	грубою
kaba	грубі
kaba	грубо
tartışmalı	фасаді
bomba	бомба
bomba	бомб
bomba	бомби
endülüs	андалусія
görünüyor	шукаємо
görünüyor	дивиться
görünüyor	дивлюся
görünüyor	виглядає
batıya	захід
batıya	вест
adaylığı	кандидатуру
adaylığı	номінації
kemik	кістки
kemik	кісточки
kemik	кістка
clark	кларк
görme	видіння
görme	зір
görme	vision
görme	бачення
yönü	напрям
yönü	напрямок
yönü	співвідношення
side	збоку
side	сторона
side	бічна
side	бік
side	сторони
kendileri	самих
kendileri	суспільством
orlando	орландо
diyor	каже
göçebe	кочовий
göçebe	nomad
göçebe	wanderer
göçebe	мандрівник
göçebe	кочівники
üretici	виробники
üretici	виготовлено
üretici	виробник
üretici	продюсер
üretici	виробник
zagreb	загреб
yüzbaşı	капітан
sex	стать
sex	секс
sex	sex
balıklar	рибки
balıklar	риб
balıklar	риба
balıklar	рибу
balıklar	рибка
balıklar	риби
fırsat	нагоди
fırsat	нагода
fırsat	можливість
sparta	spartan
sparta	спарта
dortmund	dortmund
çevirisi	переклад
direk	пряма
direk	прямий
direk	direct
direk	прямі
direk	поле
direk	полюс
direk	щогли
direk	напряму
direk	безпосередньо
ee	eee
letonya	латвії
letonya	латвія
marco	марко
cleveland	клівленд
kazak	козак
kazak	козацька
kazak	козацьку
kazak	козацької
kazak	светр
kazak	казахська
gel	come
gel	приходь
gel	приходьте
cenevre	женеві
lucas	лукас
kurtarmak	зберігається
kurtarmak	заощадження
kurtarmak	збереження
alkol	алкоголю
alkol	алкоголь
alkol	спирт
koalisyon	коаліція
koalisyon	коаліції
çatı	дах
andreas	андреас
başvuru	програми
başvuru	програма
başvuru	застосунок
başvuru	додаток
dinler	релігії
dinler	релігій
dinler	чує
dinler	слухає
katılımcı	учасника
katılımcı	учасник
katılımcı	участь
katılımcı	внески
mutfağı	кухня
boz	гібрид
kategorisi	категорія
demirci	коваль
demirci	сміт
yönlü	універсальне
boris	борис
ingilizler	британці
ingilizler	британська
ingilizler	британські
ingilizler	british
ingilizler	англієць
main	головний
main	основне
main	головна
main	головні
main	головне
salvador	сальвадор
atilla	аттіла
atilla	аттіла
lazer	лазер
lazer	лазерів
mikhail	михайло
arnavut	албанська
seçimler	вибори
seçimler	варіанти
seçimler	вибори
saç	шерсть
saç	волосся
saç	зачіска
dost	дружній
dost	friendly
dost	другові
dost	другом
dost	друг
dost	подруга
dost	друга
şeref	честь
şeref	шанувати
şeref	вшанування
şeref	славу
şeref	слава
şeref	честь
şeref	пошани
stockholm	стокгольм
newcastle	ньюкасл
görevler	завдання
görevler	задачі
görevler	завдання
görevler	задачі
görevler	джобс
görevler	місій
görevler	місії
görevler	ролі
görevler	квести
afyon	опіум
yüksel	сходження
yüksel	лазити
yüksel	підйом
yüksel	лізти
yüksel	rise
yüksel	excelsior
yüksel	виникнення
sattı	продано
silahlar	зброя
silahlar	зброю
silahlar	зброєю
silahlar	пістолети
silahlar	зброї
silahlar	зброя
silahlar	зброю
silahlar	руки
dönüm	повернули
dönüm	здавати
daimi	постійний
luke	люк
stack	стек
kanuni	правові
kanuni	правова
kanuni	юридична
kanuni	юридичні
kanuni	юридичний
açılır	відкривають
açılır	відкриває
açılır	відкриваються
mihail	mihail
eşittir	рівний
eşittir	дорівнює
eşittir	дорівнює
eşittir	рівне
reform	реформи
reform	реформації
reform	реформування
reform	реформи
reform	реформа
mareşal	маршалл
mareşal	маршал
mareşal	маршал
saygılar	respect
saygılar	повага
saygılar	побажання
saygılar	поважає
estetik	естетика
estetik	косметика
estetik	esthetic
estetik	естетична
philippe	філіп
philippe	філіпп
afc	afc
mesleki	фахівець
mesleki	професійний
mesleki	професіонал
mesleki	professional
mesleki	професійні
mesleki	професійно
yakası	комір
larry	ларрі
larry	ларі
larry	лері
suçlu	кримінальні
suçlu	кримінальний
suçlu	кримінальне
suçlu	злочинець
suçlu	винен
suçlu	винним
suçlu	винний
suçlu	винуватець
hapse	тюрму
hapse	ґрати
görüşler	відгук
görüşler	відгуки
toplantı	збираються
toplantı	зустрічей
toplantı	зустрічі
toplantı	засідання
toplantı	нарада
toplantı	зустрічі
toplantı	зустріч
mantık	міркувань
mantık	логічна
mantık	логічний
mantık	логічне
mantık	логічна
mantık	логіка
mantık	логічні
salt	сіль
salt	солі
macera	квест
macera	quest
macera	пригодницький
macera	adventure
macera	пригоди
macera	пригода
macera	пригоди
kızları	доньки
kızları	дочки
tarif	напрямки
tarif	рецепт
tarif	опис
sidney	сідні
sidney	сідні
ölmüş	померлих
şartları	умовами
şartları	терміни
şartları	умови
cumartesi	субота
sözlü	оральний
pas	rust
pas	перевал
pas	передати
pas	проїхати
evleri	будинках
evleri	доми
evleri	будинки
evleri	будинків
evleri	домів
dram	драматичний
dram	драма
dram	драми
dram	драм
christmas	різдво
christmas	новорічний
eli	елі
portland	портленд
sürgüne	вигнання
gelenekleri	традиції
adresi	адреса
adresi	звертайтеся
adresi	адресу
eki	вкладення
eki	долучення
fakir	бідними
fakir	бідна
fakir	бідний
fakir	бідні
af	амністія
af	прощення
senfoni	симфонічний
senfoni	симфонічний
senfoni	симфонія
senfoni	symphonies
diplomat	дипломат
austin	остін
bağlandı	долучено
özür	вибачення
özür	пардон
özür	вибачитися
özür	вибачення
özür	вибачитись
koruyucu	опікун
koruyucu	захисту
koruyucu	захисник
koruyucu	захисник
tema	тему
tema	тема
tema	теми
üstelik	окрім
kuveyt	кувейт
birmingham	birmingham
hanlığı	ханство
cinsiyet	стать
cinsiyet	статі
cinsiyet	гендерна
yokohama	автомобілі
silahı	рушниця
silahı	гармата
silahı	пістолет
yahudileri	жиди
yahudileri	євреї
yahudileri	євреїв
taht	трон
gazetecilik	журналісти
gazetecilik	журналістика
haberler	новини
haberler	новина
haberler	історії
haberler	публікації
haberler	розповіді
nadiren	рідко
nadiren	рідко
morgan	морган
sulu	сулу
sulu	соковита
çinli	китайською
çinli	китайські
çinli	китайська
çinli	китайці
çinli	китайський
çinli	китаєць
memur	службовець
memur	наглядач
memur	офіцер
kuyruk	черги
kuyruk	чергу
kuyruk	черга
kuyruk	поставити
kuyruk	хвіст
şirketler	корпоративному
şirketler	компаній
şirketler	компанії
şirketler	компаній
şirketler	компаніями
şirketler	підприємств
şirketler	підприємства
delta	дельта
delta	delta
ermeniler	вірмени
programlar	програми
programlar	програми
işlevi	функція
işlevi	функцію
işlevi	функції
moğolistan	монгольська
moğolistan	монголії
dublin	дублін
georg	георг
füze	ракет
füze	ракети
füze	ракета
belirsiz	неоднозначний
belirsiz	визначено
belirsiz	незрозуміло
belirsiz	невизначеності
beach	пляжний
beach	біч
beach	пляж
gazze	гази
gazze	газа
sound	sound
sound	звук
arz	постачання
arz	надати
rey	рей
sade	просту
sade	простий
sade	проста
sade	прості
sade	просте
sade	plain
sade	простий
sade	скромні
sade	рівнина
sade	звичайний
sade	сад
okur	читає
okur	reader
okur	читач
düzenledi	змінені
düzenledi	змінений
beraberlik	краватка
beraberlik	краватку
full	повна
full	повний
full	повне
bobby	боббі
zararlı	шкідливі
zararlı	шкідливий
bon	бон
sargon	саргон
federasyon	федерація
hlist	hlist
özet	огляд
özet	абстрактний
özet	дайджест
özet	резюме
özet	зведення
özet	підсумок
graham	грем
katar	катару
katar	катарський
almanlar	німці
tutum	attitude
tutum	ставлення
elo	ело
çalışmış	спрацювало
çalışmış	працював
çalışmış	працювали
çalışmış	працювала
stefan	стефан
stefan	штефан
çapı	діаметр
geçerlidir	чинного
geçerlidir	дійсний
geçerlidir	чинний
geçerlidir	чинну
geçerlidir	стосується
geçerlidir	застосовує
geçerlidir	застосовується
kopenhag	копенгаген
tommy	томмі
tommy	томі
donanım	обладнання
donanım	обладнанням
donanım	обладнання
donanım	інвентар
sahili	узбережжя
sahili	берег
icat	винахід
icat	вигадав
icat	винайшов
buenos	буенос
organı	орган
kurumsal	корпоративні
kurumsal	відділу
kurumsal	підприємство
kurumsal	підприємства
kurumsal	enterprise
fabrika	фабрика
sinyal	сигнали
sinyal	сигнал
roy	рой
roy	руа
roy	рою
mercedes	mercedes
mercedes	мерседес
araştırmacı	дослідників
araştırmacı	дослідник
anton	антон
gama	гама
gama	гама
gama	гами
gama	гамма
gama	грамів
cinayet	убивство
cinayet	вбивство
cinayet	убивство
fan	foo
fan	фу
fan	прихильник
fan	фан
fan	шанувальник
fan	шанувальників
fan	вентилятор
farklılıklar	відмінностей
farklılıklar	відмінності
margaret	маргарет
margaret	маргарита
düzenlenmiş	контрольовані
frederick	фредерік
yürütme	виконавчий
etiyopya	ефіопії
etiyopya	ефіопський
muhafız	опікун
muhafız	охорона
muhafız	гвардія
helsinki	гельсінкі
reddetti	відкинуто
reddetti	відмовив
reddetti	відхилено
reddetti	випускають
reddetti	відмовились
reddetti	відмовилися
reddetti	відхилено
reddetti	відхилити
reddetti	відмовився
reddetti	відмовилися
reddetti	відмовив
reddetti	відмовлено
haçlılar	фундаменталізм
rachel	рейчел
göğüs	груди
göğüs	грудне
göğüs	груди
göğüs	грудей
muzaffer	переможний
abc	abc
fildişi	айворі
bayer	bayer
ülker	плеяди
denetim	аудит
denetim	контроль
denetim	контрольна
denetim	керування
denetim	інспекція
denetim	нагляду
denetim	опіки
denetim	нагляд
celtics	селтікс
aires	айрес
mesleği	професія
mesleği	окупаційні
mesleği	окупація
mesleği	окупації
sürü	рій
sürü	зграї
sürü	стадо
üreticisi	виробник
vadi	долина
vadi	долини
engelleme	блокування
engelleme	блокувати
engelleme	блок
engelleme	заблокувати
kaldırılması	вилучення
kaldırılması	видалення
kaldırılması	вилучення
kaldırılması	видалення
nicolas	ніколя
papalık	папська
vezir	візир
vezir	цариці
vezir	королева
vezir	queen
vezir	краля
vezir	цариця
sevilen	популярні
sevilen	популярне
sevilen	популярна
sevilen	популярний
sevilen	кохав
sevilen	коханою
sevilen	коханим
sevilen	коханої
sevilen	коханим
sevilen	кохана
sevilen	коханий
sevilen	коханого
yönlendirme	перенаправлення
yönlendirme	направлення
yönlendirme	маршрутизації
yönlendirme	пересилання
tarsus	тарський
atlantik	атлантичний
atlantik	атлантична
atlantik	atlantic
kör	blind
kör	осліп
kör	сліпий
kör	сліпих
kör	сліпим
kör	жалюзі
olağan	звичайну
olağan	незвично
olağan	звичайні
olağan	звичний
olağan	звичайні
çevrili	оточують
çevrili	оточили
rekor	записати
rekor	записувати
rekor	рекорд
rekor	запис
yayınlar	публікаціях
dağıtım	розподіл
dağıtım	дистриб
danışmanı	консультант
danışmanı	консультантом
danışmanı	радник
danışmanı	радник
danışmanı	радника
silva	сілва
yorumları	коментарях
yorumları	коментарів
yorumları	коментарі
secret	таємний
secret	секретний
secret	таємна
secret	таємниця
secret	таємно
dizileri	послідовності
hatları	лінії
hatları	рядками
hatları	рядків
hatları	лініями
hatları	рядки
bitkiler	рослини
bitkiler	заводи
bitkiler	трав
kaplan	tiger
kaplan	тигр
kaplan	каплан
rönesans	відродження
yapısal	структурні
yapısal	споруди
platin	platinum
konservatuvarı	консерваторія
galaksi	галактична
galaksi	галактики
galaksi	галактик
galaksi	галактика
benzerlik	споріднена
benzerlik	схожість
benzerlik	подібність
heykeltıraş	скульптор
hüsnü	хосні
kimliği	особа
kimliği	особистість
kimliği	профіль
kimliği	ідентичність
fantastik	фантастика
fantastik	фантастичні
fantastik	фантастична
fantastik	фантастичний
fantastik	фантастично
ömür	життя
ömür	лайф
paraguay	парагвай
mermi	кулю
mermi	постріли
mermi	позначки
mermi	куля
mermi	куль
mermi	позначки
mermi	кулі
nam	нам
nam	nam
stephan	стефан
stephan	штефан
masa	стіл
masa	столик
masa	таблиця
masa	таблиці
masa	столи
masa	столики
masa	таблиці
masa	таблиць
masa	стіл
halit	халід
suları	вод
gelenler	прибуття
budapeşte	будапешт
baltık	балтійське
major	мажор
major	майор
stanley	стенлі
hell	hell
hell	пекло
hell	чорти
toplamı	сума
toplamı	суму
toplamı	сум
giyim	одяг
thompson	томпсон
nefes	подих
nefes	дихати
nefes	дихає
nefes	дихання
walker	вокер
atar	кидає
hakaret	ображає
hakaret	образа
hakaret	образа
kurtlar	вовки
kurtlar	вовк
pirinç	латунь
pirinç	рис
pirinç	рису
alakalı	актуальна
alakalı	схожі
nancy	ненсі
azami	макс
azami	максимальний
azami	максимальне
azami	максимальна
azami	максимум
karşılaştı	натрапив
karşılaştı	зіткнувся
izledi	дивились
izledi	дивилися
izledi	дивився
özgürlüğü	свобода
mine	копальня
mine	моє
mine	мій
mine	міна
parker	паркер
seks	стать
seks	секс
seks	sex
marino	марино
türkistan	туркестан
bilinmiyor	невідомий
bilinmiyor	невідомо
bilinmiyor	невідома
bilinmiyor	невідомі
bilinmiyor	невідоме
propaganda	пропаганда
sivri	гострим
sivri	вказана
sivri	гострий
sivri	гострі
izler	доріжок
izler	слідкує
izler	композиції
izler	доріжки
izler	сліди
izler	позначає
renault	renault
değerler	значення
değerler	цінності
kuzeye	північна
kuzeye	норт
kuzeye	північний
kuzeye	північ
kalkan	щит
kalkan	щити
yeğeni	племінник
yeğeni	племінниця
stabilize	стабілізувати
oturan	тримаючи
oturan	сідати
oturan	сидячи
oturan	сиджу
oturan	сидить
veriyor	віддавали
veriyor	віддавати
veriyor	віддаю
veriyor	даючи
veriyor	даєш
veriyor	подано
veriyor	дає
raw	raw
kiss	поцілунок
kiss	kiss
burnu	рило
burnu	мис
burnu	ніс
manastırı	монастир
yetkili	авторитет
yetkili	правом
yetkili	надавати
sunar	дарують
sunar	подарунки
koreli	корейська
kaçtı	втік
kaçtı	утік
kaçtı	втекла
kaçtı	втекли
kaçtı	втік
kaçtı	утік
kaçtı	втекли
kaçtı	втекла
kırgızistan	киргизстану
kurtarma	врятувати
kurtarma	рятівник
kurtarma	порятунок
kurtarma	відновленню
kurtarma	відновлення
ceviz	горіх
ceviz	горіхи
ceviz	маячня
ceviz	горішків
renkler	кольорах
renkler	кольори
renkler	барви
renkler	кольори
renkler	кольорів
aslı	оригінал
aslı	оригінальна
aslı	оригінальне
aslı	початкове
aslı	оригінальний
ordular	армії
ordular	армій
broadway	бродвей
kurucuları	засновники
kurucuları	засновників
bant	band
bant	гурт
bant	стрічку
bant	стрічка
bant	плівка
bant	стрічки
robinson	робінсон
harold	гарольд
tiflis	тбілісі
ilgilenen	цікавиться
ilgilenen	зацікавлений
ilgilenen	зацікавило
ilgilenen	цікаво
ilgilenen	цікавить
ilgilenen	цікавляться
romancı	письменник
silme	вилучення
silme	видалення
silme	вилучення
silme	вилучення
silme	видалити
silme	вилучити
sendromu	синдром
rüzgâr	вітри
rüzgâr	вітер
projeleri	проекти
projeleri	проектів
herbert	герберт
medrese	медресе
burhan	доказ
planlanan	заплановану
planlanan	заплановані
planlanan	заплановано
planlanan	запланований
planlanan	запланована
planlanan	заплановано
planlanan	запланований
planlanan	заплановане
zürih	цюрих
zürih	zurich
volkanik	вулканічна
geçmek	перехресті
batılı	західний
batılı	західні
batılı	західна
muhtemel	ймовірний
muhtemel	можливе
muhtemel	можливо
muhtemel	можлива
muhtemel	можливий
bekleyen	очікування
bekleyen	чекаю
bekleyen	очікуванні
bekleyen	очікує
bekleyen	очікується
bekleyen	затримані
apollo	аполлон
nova	нова
sakin	спокійний
sakin	спокій
sakin	спокійні
sakin	перепочити
sakin	безтурботно
sin	гріхом
sin	гріха
sin	гріх
kamp	табір
kamp	кемпінг
yetenekli	подарувати
yetenekli	талановита
yetenekli	талановитий
yetenekli	талановиті
auto	автоматичні
auto	автоматичний
auto	авто
auto	автоматично
basım	друку
basım	друк
şahıs	особа
şahıs	особи
şahıs	темою
şahıs	тема
şahıs	предмет
alberto	альберто
etkileşim	інтерактивності
etkileşim	заручини
etkileşim	взаємодія
etkileşim	взаємодію
etkileşim	взаємодії
etkileşim	взаємодія
etkileşim	взаємодії
sel	повінь
sel	потопу
sel	sel
sel	сіль
sel	повінь
tayvan	тайвань
operasyon	дії
