மற்றும்	un
பயன்பாட்டைப்	aplikāciju
ரமண	ramana
போனஸ்	bonus
போனஸ்	bonusu
போனஸ்	piemaksas
போனஸ்	prēmijas
ஸ்டில்லர்	stillers
மருந்தளவு	deva
மருந்தளவு	devas
பிரசவம்	maternitātes
சுவாகிலி	svahili
ரயிலில்	vilciena
ரயிலில்	vilciens
ரயிலில்	vilcienu
முரட்டு	negodīgi
டல்லாஸ்	dalasas
சல்லிவன்	salivans
பயணங்களில்	braucieni
ரிச்சர்ட்சன்	ričardsons
யாதும்	dolor
தோட்டா	lode
வழிகாட்டுதல்கள்	pamatnostādnes
வழிகாட்டுதல்கள்	vadlīnijas
லூபஸ்	lupus
சேவையகங்கள்	serveru
சேவையகங்கள்	serveri
சேவையகங்கள்	serveriem
காற்றோட்ட	ventilācijas
காற்றோட்ட	ventilācija
முள்ளங்கி	redīsu
அணையை	kādreiz
அணையை	ever
அணையை	jebkad
கிரான்	gran
ஜூட்	jūda
அர்த்தமுள்ள	nozīmīgu
ஹாதவே	hathaway
ஃபேபியன்	fabians
பயன்படுத்தப்படாத	neizmantoto
பயன்படுத்தப்படாத	neizmantots
தீர்க்கதரிசி	pravietis
சுண்ணக்கல்	kaļķakmens
பேட்டரி	baterija
பேட்டரி	baterijas
பேட்டரி	akumulators
பிழைப்பு	izdzīvošanu
பிழைப்பு	dzīvildze
பிழைப்பு	izdzīvošana
பிழைப்பு	izdzīvošanas
பொன்னான	vērtīgi
பொன்னான	vērtīgs
பொன்னான	dārgums
டால்டன்	dalton
மீனம்	pisces
இரசவாதம்	alķīmija
பெருங்கடல்கள்	okeānu
பாப்டிஸ்ட்	baptistu
பாப்டிஸ்ட்	batists
அகழ்வாராய்ச்சி	rakšanas
வழுக்கும்	slidens
பெக்கான்	bāka
சைப்ரஸ்	kipras
சைப்ரஸ்	kipra
சைப்ரஸ்	cyprus
சைப்ரஸ்	kiprā
செல்வமும்	bagātības
செல்வமும்	bagātība
செல்வமும்	bagātības
நாயகர்கள்	varoņi
நாயகர்கள்	varoņiem
ஸ்வீடிஷ்	zviedru
ஸ்வீடிஷ்	zviedrijas
உலகமே	pasaule
உலகமே	pasaulē
பதட்டம்	trauksme
பதட்டம்	nemiers
போனி	bonija
ராபி	robijs
ஆரி	ari
மன்றோ	monro
பிதா	tēvam
பிதா	tēva
பிதா	tēvs
வலேரியன்	baldriāna
தடங்களை	celiņi
தடங்களை	pēdas
தடங்களை	sliedes
பின்பற்றலாம்	atdarināt
கிறிஸ்டினா	kristīne
கிறிஸ்டினா	kristīna
சான்ஸ்	sans
மேகி	megija
மேகி	maggi
ஆன்மாவை	dvēseli
ஆன்மாவை	dvēsele
சூரிச்	cīrihe
விசாலமான	plašs
வெடிகுண்டுகள்	bumbas
அடியெடுத்து	step
அடியெடுத்து	posms
அடியெடுத்து	soli
அடியெடுத்து	solis
தரநிலைகளை	standartos
தரநிலைகளை	standartus
தரநிலைகளை	standarti
காந்த்	kants
பிஹாரி	bihāri
பேயர்ன்	bayern
தத்தல்	tag
தத்தல்	tags
தத்தல்	cilni
தத்தல்	tab
பிராட்பேண்ட்	platjoslas
ஆஷ்	pelni
ஆஷ்	pelnu
ஆஷ்	pelnus
வளர்த்தது	izvirzīja
சிக்கன்	vistas
சிக்கன்	cālis
சிக்கன்	vista
டெரன்ஸ்	terence
ஊடாடும்	interaktīvu
எஸ்கேப்	esc
எஸ்கேப்	evakuācijas
எஸ்கேப்	izbēgt
எஸ்கேப்	aizbēgt
வகுப்புத்	biedrs
டியாகோ	djego
ஆச்சரியம்	pārsteigums
ஆச்சரியம்	pārsteigt
குஷ்	kush
பார்க்கிறான்	redz
ஜெயில்	cietumā
எதிர்பார்ப்புகள்	cerības
எதிர்பார்ப்புகள்	gaidas
மரகத	emerald
ஈபெல்	eifeļa
கிரிமினல்	noziedzīgu
கிரிமினல்	noziedznieks
ஆஸ்திரோனீசிய	austronēziešu
காட்டேரி	vampīrs
கோடின்	kodeīns
நாளமில்லாச்	endokrīno
பணியிடம்	darbavietā
பணியிடம்	darbavieta
கடகம்	vēzis
எண்ணிலடங்கா	neierobežoti
எண்ணிலடங்கா	neierobežots
எண்ணிலடங்கா	neierobežota
சிம்பொனி	simfonijas
நிறுவனர்கள்	dibinātāji
ஓரங்கள்	starpības
ஓரங்கள்	robežas
மேற்பூச்சு	glazūru
மர்பி	mērfijs
பிரியன்	braiens
பறந்தது	lidoja
விருப்பமில்லை	pretēji
உயிர்க்கோளம்	biosfēras
நெகிழ்வான	elastīga
நெகிழ்வான	elastīgi
நெகிழ்வான	elastīgs
நெகிழ்வான	elastīgas
நெகிழ்வான	elastīgā
பேசுவதை	runā
ஒழுங்கமைவு	starpniecības
டஜன்	desmitiem
டஜன்	dučiem
டஜன்	desmiti
லக்கி	laimīgā
லக்கி	laimīgais
மனநிலையை	noskaņa
மனநிலையை	garastāvoklis
மனநிலையை	noskaņojums
மனநிலையை	garastāvokļa
அடித்தளங்கள்	pamati
தோள்பட்டை	pleca
தோள்பட்டை	plecs
பேஷன்	fashion
பேஷன்	mode
பேஷன்	modes
ரபி	rabi
துரதிர்ஷ்டவசமாக	diemžēl
டூயட்	duet
தோரணம்	raksts
ஷீன்	šīns
சாண்டி	sandija
ஸ்கார்லெட்	skārleta
படைப்பாளிகள்	veidotāji
படைப்பாளிகள்	radītāji
ஜெசிகா	džesika
டோரா	dora
பாடத்தை	mācība
பாடத்தை	nodarbība
அலட்சியம்	vienaldzību
அலட்சியம்	neuzmanības
சுப்பர்	super
பார்பர்	barber
வால்டன்	voltons
ஃபிலாய்ட்	floyd
கானும்	khan
வர்ம	varma
வந்தடைந்தனர்	ierodas
சாள்ஸ்	kārlis
சாள்ஸ்	čārlzs
லான்	lan
எழுதுகோல்	pen
அனஸ்தாசியுஸ்	anastasius
அட்லாண்டிஸ்	atlantīda
சுலபமான	vienkārši
சுலபமான	vienkāršs
சுலபமான	vienkārša
சுலபமான	vienkāršas
சுலபமான	vienkāršā
குஸ்டாவ்	gustavs
மலட்டுத்தன்மை	neauglību
மெரில்	merila
இலட்சத்தீவுகள்	lakšadvīpa
ஷாட்	šāviens
ஷாட்	sitiens
ஷாட்	sašāva
பிளைமவுத்	plimutas
தசைநாண்	cīpslas
இடைவேளை	pārrāvums
இடைவேளை	lauzt
இடைவேளை	pārtraukums
இடைவேளை	salauzt
ஜக்	jag
ரீமிக்ஸ்	skaņās
பறைசாற்றும்	atveido
பறைசாற்றும்	pārstāv
அகராதியை	vārdnīca
அகராதியை	vārdnīcu
கண்ணாடியை	brilles
கண்ணாடியை	stikli
கண்ணாடியை	glāzes
மேன்சன்	mensons
பிஜேபி	bjp
நாள்காட்டி	kalendārs
நாள்காட்டி	kalendāra
நாள்காட்டி	kalendārā
தோல்விக்கு	sakāvi
தணிக்கையாளர்	auditors
தணிக்கையாளர்	revidents
மேல்புறம்	augšējo
மேல்புறம்	augstākie
மேல்புறம்	augšējā
மேல்புறம்	augstākais
மேல்புறம்	augšējais
தேறி	uzlabošana
தேறி	uzlabo
துணைவர்	partnera
துணைவர்	partneri
துணைவர்	partneris
துணைவர்	partnerim
துணைவர்	laulātā
துணைவர்	laulātais
லஞ்சம்	uzpirkšanu
ரஷியன்	krievu
ரஷியன்	krieviski
ரஷியன்	krievs
ரஷியன்	krievijas
நுரை	putu
நுரை	putas
குமிழிகள்	gumija
குமிழிகள்	gumijas
குமிழிகள்	burbuļus
குமிழிகள்	burbuļi
முயல்கள்	truši
முயல்கள்	trušiem
சுவாரஸ்யமான	interesanti
சுவாரஸ்யமான	interesants
சுவாரஸ்யமான	interesantas
சுவாரஸ்யமான	interesanta
கரையாது	nešķīst
பீதி	paniku
பீதி	panikas
காமில்	kamila
டாண்ட்டலம்	tantala
போதிக்கும்	bodhi
சோப்	ziepes
பூச்சியியல்	entomoloģija
மன்னித்து	piedot
சோசா	souza
அஞ்சல்கள்	vēstules
அஞ்சல்கள்	ziņojumi
சோமாலி	somālijas
ஏர்லைன்	aviokompānija
ஏர்லைன்	aviosabiedrība
ஏர்லைன்	aviokompāniju
பணியிடத்தில்	darbavietā
பணியிடத்தில்	darbavieta
கடற்பறவை	kaija
அமர்த்தியா	amartja
போசான்	bozoni
வீலர்	vīlers
பகிர்ந்த	dalīta
பகிர்ந்த	kopīga
பகிர்ந்த	koplietošanas
பகிர்ந்த	kopīgs
பகிர்ந்த	kopīgas
டஃப்	duff
நலமாக	smalki
நலமாக	skaistie
நலமாக	smalks
நலமாக	smalka
உருவாக்குநர்	izstrādātājs
அலெக்சி	aleksejs
திருமணமாகாத	neprecējies
பெக்கெரல்	bekerels
கத்ரீனா	katrīna
டெவலப்பர்	izstrādātājs
ஏரிஸ்	ares
உணர்ந்தேன்	jūtama
உணர்ந்தேன்	filcs
உணர்ந்தேன்	jūtams
கரோ	karo
தும்பி	spāre
பூநாரை	flamingo
சிங்கார	singh
வெகுமதி	atalgojums
வடிகட்டிகள்	filtrus
வடிகட்டிகள்	filtri
வசனத்தை	dzejā
வெட்கம்	kauns
வெட்கம்	kauna
வெட்கம்	kautrīgs
விளம்பரதாரர்கள்	sponsorēja
ஆளாகின்றனர்	depresijas
ஆளாகின்றனர்	depresija
ஆளாகின்றனர்	depresiju
டாமி	tomijs
ஐரீன்	irene
வாசி	lasi
வாசி	lasīt
யுக்தி	doma
யுக்தி	ideja
எலோ	elo
கொள்ளையர்கள்	pirāti
அலைகளில்	plūdmaiņas
மேகன்	megana
ஸ்டார்டஸ்ட்	stardust
உச்சரிப்பில்	akcents
உச்சரிப்பில்	akcentu
நினைத்ததை	domāja
நினைத்ததை	doma
நினைத்ததை	domāju
நினைத்ததை	likās
கிப்ஸ்	gibbs
பீக்கிங்	pekinas
ஆட்டோடெஸ்க்	autodesk
பிளேஸ்டேசன்	playstation
பிரிகேட்	brigāde
வறண்டு	sausa
வறண்டு	sausā
வறண்டு	sauss
வறண்டு	sausi
வறண்டு	sausais
வெறுப்பை	naids
வெறுப்பை	naidu
கேரட்	burkānu
கேரட்	burkāni
வர்டி	verde
லோகோ	logo
லோகோ	logotips
அங்கீகரிப்பு	apstiprināšana
அங்கீகரிப்பு	apstiprinājums
ஸ்கோலியோசிஸ்	skolioze
நட்புடன்	draudzīgi
நட்புடன்	draudzīga
நட்புடன்	draudzīgs
நட்புடன்	draudzīgas
சாஸ்	mērce
சாஸ்	mērcē
சாஸ்	mērci
ராட்டர்டாம்	roterdamas
காணொளிகள்	video
அறிவிக்கிறது	paziņo
அன்னே	anne
அன்னே	anna
ஊதி	trieciens
முயற்சிக்க	mēģini
முயற்சிக்க	pamēģini
முயற்சிக்க	mēģināt
கண்கவர்	iespaidīgi
கண்கவர்	iespaidīgs
கண்கவர்	aizraujoši
கண்கவர்	aizraujošs
கண்கவர்	aizraujoša
நிதானமாக	skaidrā
நாகசாகி	nagasaki
ஜவுளி	tekstila
ஜவுளி	tekstilizstrādājumu
ஜவுளி	tekstilizstrādājumi
செய்வான்	būs
குர்ட்	kurts
ரெண்டு	rendu
ஆல்டோ	alto
ஆல்டோ	aldo
மாக்சிம்	maksims
ட்ரில்லியன்	triljoni
அசிமோவ்	azimovs
பயோ	bio
குருத்தெலும்பு	skrimšļu
தச்சர்	carpenter
கெயில்	geila
சனா	sana
அசுட்டட்டைன்	astats
கொல்லர்	kalējs
கொல்லர்	kalēju
குளிரில்	saaukstēšanās
குளிரில்	auksts
குளிரில்	auksti
குளிரில்	aukstā
குளிரில்	aukstums
வாக்களிக்கப்பட்ட	solīts
வாக்களிக்கப்பட்ட	apsolīja
வாக்களிக்கப்பட்ட	solīja
வரப்போகும்	gaidāmā
வரப்போகும்	drīzumā
வரப்போகும்	gaidāmo
ஆசைகள்	novēl
ஆசைகள்	vēlmes
ஆசைகள்	vēlas
ஆசைகள்	vēlmju
பாவாடை	svārki
விட்னி	whitney
சோஃபியா	sofijā
சோஃபியா	sofija
தன்னலமற்ற	nesavtīgu
லிங்	līdaku
கில்லி	gilli
புளுட்டோனியம்	plutonija
இல்லினாய்ஸ்	ilinoisas
பெனிட்டோ	benito
தேம்ஸ்	temzas
சிண்டிகேட்	sindikāta
தற்செயல்	sagadīšanās
தற்செயல்	sakritība
குளோரேட்டு	hlorāts
இறந்தார்கள்	nomira
இறந்தார்கள்	mira
வங்கதேச	bangladešas
வெளிப்படுத்துதல்	atklāšana
விருப்பத்தேர்வுகள்	iestatījumi
விருப்பத்தேர்வுகள்	iespējas
விருப்பத்தேர்வுகள்	opcijas
விருப்பத்தேர்வுகள்	iestatījumi
விருப்பத்தேர்வுகள்	preferences
விருப்பத்தேர்வுகள்	atvieglojumi
பியர்சன்	pearson
மனே	manē
காகங்கள்	vārnas
தேடலை	meklēt
தேடலை	meklēšana
லாஜிக்	loģiku
லாஜிக்	loģika
லாஜிக்	loģikas
தன்னியக்கமாக	automātiska
தன்னியக்கமாக	automātiskā
தன்னியக்கமாக	automātiski
தன்னியக்கமாக	automātiskais
தன்னியக்கமாக	automātisks
சத்துணவு	uzturvērtības
சத்துணவு	ēdināšana
சத்துணவு	uzturs
நதிநீர்	upe
நதிநீர்	upes
பாபிலோன்	babilona
பூசணி	ķirbju
பிரிவினையை	nodalīšana
பிரிவினையை	atdalīšanas
பிரிவினையை	atdalīšanās
பிரிவினையை	atdalīšana
புவியியலாளர்	ģeologs
தொடரவும்	turpina
தொடரவும்	turpināt
தொடரவும்	turpināt
வாக்கியத்தை	teikumu
வாக்கியத்தை	teikums
வாக்கியத்தை	sods
டெமி	demi
சாஃகா	saha
ஜியோ	gio
ஜியோ	geo
நெப்ராஸ்கா	nebraska
பூசும்	piemērojot
பிழைத்து	izdzīvoja
ஓட்டுநர்கள்	vadītāji
ஓட்டுநர்கள்	autovadītāji
ஓட்டுநர்கள்	vadītājiem
ஓட்டுநர்கள்	šoferi
கொழுப்பை	tauki
கொழுப்பை	tauku
கொழுப்பை	taukiem
எட்னா	edna
சோசலிசம்	sociālismu
எகிப்தியர்	ēģiptieši
ரஸ்ஸல்	rasels
அபி	abi
அபி	ebija
காரகோரம்	karakorums
எதில்	etil
சட்டபூர்வமாக	tiesiski
சட்டபூர்வமாக	juridiski
சட்டபூர்வமாக	legāli
விமர்சிக்கும்	kritizēt
அரசியல்வாதிகளின்	politiķiem
அரசியல்வாதிகளின்	politiķi
தந்திரங்கள்	trikus
நியுவே	niue
யோங்	yong
தெலுகு	telugu
வெப்பமடைதல்	sasilšana
வெப்பமடைதல்	sasilšanas
ஒசாமா	osama
தேவையானவை	nepieciešami
தேவையானவை	nepieciešama
தேவையானவை	prasīts
தேவையானவை	pieprasīts
தேவையானவை	nepieciešams
டெட்ராய்ட்	detroitas
ஹைலி	haile
பீனைல்	fenil
பிளான்	plāna
பிளான்	plāns
பிளான்	plānā
தசைகளை	muskuļi
ஆன்ட்டி	tante
மனதிற்கு	prātā
மனதிற்கு	prāta
மனதிற்கு	prātu
மனதிற்கு	prāts
பொறுப்புள்ள	atbildīgais
பொறுப்புள்ள	atbildīgs
பொறுப்புள்ள	atbildīga
பொறுப்புள்ள	atbildīgā
பொறுப்புள்ள	atbildīgās
சீரகம்	ķimenes
கிரிஸ்டல்	kristāla
கிரிஸ்டல்	kristālu
நரிகள்	lapsas
வேலிகள்	žogi
கண்ணிவெடி	mīnas
கண்ணிவெடி	raktuves
டிரெவர்	trevors
திரவங்களை	šķidrumi
குடிப்பது	dzeršanas
குடிப்பது	dzeramā
குடிப்பது	dzeramais
பேட்டன்	patons
சிரமங்களை	grūtības
அடால்ப்	ādolfs
இடுகை	amats
இடுகை	pasts
இடுகை	post
பலவற்றிற்கு	vairāk
பலவற்றிற்கு	vairak
பிரம்பு	cukurniedru
காரணமானவர்	serbijas
காரணமானவர்	serbija
காரணமானவர்	serbijā
குழப்பத்தில்	apjucis
குழப்பத்தில்	sajaukt
அளவுருக்கள்	parametri
லேசாக	gaismu
லேசாக	gaišs
லேசாக	gaismas
லேசாக	gaisma
லேசாக	gaiši
யாரென்று	kas
யாரென்று	pvo
யாரென்று	kurš
கற்பழிப்பு	izvarošana
கற்பழிப்பு	rapšu
கற்பழிப்பு	izvarošanu
நத்தைகள்	gliemežus
நத்தைகள்	gliemeži
வால்வுகள்	vārsti
பூமா	puma
மணற்கல்	smilšakmens
ஹவானா	havana
நிரலாளர்	programmētāju
கோளங்கள்	sfēra
விவரக்குறிப்புகள்	prasībām
நேர்மையாக	godīgi
கொறிணி	grauzēju
கொறிணி	grauzēji
ஹட்டன்	hatona
அமர்வுகள்	sesijas
பாட்டியின்	vecmāmiņa
அணைக்க	izslēgt
மூட்டை	iepakojums
ஜோக்கர்	džokers
ஒயின்	vīns
மேரேஜ்	laulība
மேரேஜ்	laulībā
மேரேஜ்	laulību
மேரேஜ்	laulības
வற்புறுத்தி	piespiest
வற்புறுத்தி	spēkā
வற்புறுத்தி	spēka
வற்புறுத்தி	spēks
பாதாளத்தில்	parādījās
பாதாளத்தில்	radās
அசோகா	ašoka
ரீகன்	reigans
லூமியா	lumia
பசங்க	džeki
பசங்க	puiši
பசங்க	veči
புரு	bru
ஷாப்	veikals
ஷாப்	veikalā
ஷாப்	veikala
ஷூ	apavu
வெற்றியாகும்	triumfs
நிரூபித்தது	pierādīts
கோப்பர்னிக்கஸ்	copernicus
கச்சிதமான	perfekta
கச்சிதமான	ideāli
கச்சிதமான	perfekti
கச்சிதமான	ideāla
கச்சிதமான	perfekts
அட்சரேகை	platuma
அட்சரேகை	platums
கனா	kānu
சிரிக்க	pasmieties
சிரிக்க	smieties
லாம்ப்	jērs
லாம்ப்	jēra
பொனொபோ	bonobo
சட்டையை	krekls
ஜார்	jar
லேப்ஸ்	laboratorijas
நீளவாக்கில்	portrets
நீளவாக்கில்	portretu
டயான்	diāna
எலியாஸ்	eliass
வில்கின்சன்	vilkinsons
உணர்கிறார்	sajūtas
உணர்கிறார்	sajūta
உணர்கிறார்	jūtām
உணர்கிறார்	sajūtas
உணர்கிறார்	jūtas
சாண்ட்	sankt
சல்	sal
எங்களின்	mūsu
மான்ஸ்டர்	briesmonis
உதித்த	pamodināt
பொலிவிய	bolīvijas
கண்டிப்பு	stingrā
கண்டிப்பு	stingra
கண்டிப்பு	stingrs
கண்டிப்பு	stingri
துப்பறிவாளர்	pētnieka
துப்பறிவாளர்	pētnieks
விஸ்கான்சின்	viskonsina
ஹெலிகாப்டர்	helikopters
ஹெலிகாப்டர்	helikopteru
கூரியர்	kurjeru
உத்வேகம்	iedvesmu
உத்வேகம்	iedvesma
சிம்மாசனம்	troni
சுழல்கள்	cikli
கொடுங்கோல்	tirāns
சுரா	sūra
சொந்தக்காரர்	īpašniece
சொந்தக்காரர்	īpašnieks
மனதளவில்	garīgi
எரிச்சலூட்டும்	kaitina
ரானா	rana
சேர்க்கப்பட்டனர்	pievienoti
சேர்க்கப்பட்டனர்	pievienots
சேர்க்கப்பட்டனர்	pievienota
ஒத்திசை	sinhronizēt
அலையன்ஸ்	allianz
திரட்டுதல்	apkopošana
திரட்டுதல்	apvienošana
திரட்டுதல்	apkopojums
உறுதிப்படுத்தல்	apstiprināšana
உறுதிப்படுத்தல்	apstiprinājums
தாட்சர்	thatcher
கான்கோர்டு	concorde
டெக்டோனிக்	tektoniskie
அவகாதரோ	avogadro
கைத்தொழில்கள்	amatniecības
சிட்டுக்குருவி	sparrows
வாக்னர்	vāgners
ஏஜென்சி	aģentūra
மைக்கோபாக்டீரியம்	mycobacterium
தட்டம்மை	masalu
ஐகான்	ikonu
ஐகான்	ikona
ஐகான்	ikonas
நூயி	nui
வாங்குபவர்கள்	pircējus
வாங்குபவர்கள்	pircēji
சித்தப்பா	tēvocis
லூப்	cilpas
லூப்	cilpu
இஸ்லாத்தை	islāma
ஹபீப்	habib
அசையாத	stacionāri
அசையாத	stacionārā
அசையாத	stacionārs
பேட்ஸ்	bates
அழும்	raud
அழும்	raud
படித்தேன்	pētīta
படித்தேன்	pētīts
படித்தேன்	pētītas
அகஸ்டீன்	augustin
டப்	dub
லீல்	lilles
பருகும்	liellopi
பருகும்	liellopiem
பருகும்	liellops
பருகும்	lopi
ஞானஸ்நானம்	kristības
விடுவித்தார்	verdzības
ஆழமாகப்	firma
உருவகமாக	iemiesojumu
உடுத்தும்	valkā
உடுத்தும்	uzvilkt
கன்னிமாரா	konmāras
இர்விங்	ērvings
ஜிப்ரால்டர்	gibraltārs
கிறிஸ்துவை	kristus
கிறிஸ்துவை	kristu
சிமியோன்	simeons
ஆப்பிள்கள்	āboli
வாக்களித்தது	nobalsoja
வாக்களித்தது	balsoju
வாக்களித்தது	balsoja
இனமே	ļauj
கொபூசியே	corbusier
ஆதரிக்கப்படும்	atbalstīti
ஆதரிக்கப்படும்	atbalstīta
ஆதரிக்கப்படும்	atbalstītie
ஆதரிக்கப்படும்	atbalstīts
கெமிக்கல்	ķīmiskais
கெமிக்கல்	ķīmiskā
கர்வம்	lepnums
டெரா	terra
சீராக்கி	kondicionieris
மசாஜ்	masāžu
மசாஜ்	masāža
மசாஜ்	masāžas
நிச்சயதார்த்தம்	iesaistīšanās
நிச்சயதார்த்தம்	iesaiste
வீல்	ritenis
ஹூம்	hum
ஆஷ்லே	ešlija
ஃபிபனாச்சி	fibonači
வெப்பவியக்கவியல்	termodinamika
மதிப்பிற்குரிய	ievērots
பியோ	pio
யுனிகோடு	unicode
யொகான்	johans
பூட்டுகள்	slēdzenes
பொருந்தவில்லை	nesakritība
வெண்டி	okras
வெண்டி	vendija
பேப்	mazā
ராவுல்	rauls
லேவி	levi
பெர்மாங்கனேட்டு	permanganāta
உருவரை	izvietojums
உருவரை	izkārtojums
சேமிக்கிறது	taupīšanas
சேமிக்கிறது	ekonomija
சேமிக்கிறது	saglabāšana
டீல்	darījums
தகுதியற்ற	nepiemērots
தகுதியற்ற	nederīgas
தகுதியற்ற	nederīgām
தடுப்பூசிகள்	vakcīnas
பாதங்களை	kājas
பாதங்களை	pēdas
பாதங்களை	kājām
பொறுமையாக	pacietīgi
புக்கரெஸ்ட்	bukarestē
புக்கரெஸ்ட்	bukarestes
தெளிவுத்திறன்	rezolūcijas
தெளிவுத்திறன்	rezolūcija
தெளிவுத்திறன்	izšķirtspēja
ஆத்திரம்	dusmās
சேனல்கள்	kanāli
ஏற்கிறேன்	vienoties
ஏற்கிறேன்	piekrītu
ஏற்கிறேன்	piekrist
ஏற்கிறேன்	vienojas
ஏற்கிறேன்	pieņemam
ஏற்கிறேன்	pieņem
ஏற்கிறேன்	akceptēt
ஏற்கிறேன்	pieņemu
ஏற்கிறேன்	pieņemt
ஹூஸ்டன்	hjūstona
பார்த்ததில்	redz
நெசவாளர்கள்	audējputns
ஆரம்பித்தான்	mālu
ஆரம்பித்தான்	māla
கணக்கிடுகிறது	kalkulators
பில்டர்	celtnieku
டெஸ்லா	tesla
கடையை	veikals
கடையை	veikalā
கடையை	veikala
ஏற்றப்படுகிறது	iekraušanas
ஏற்றப்படுகிறது	iekraušana
ஏற்றப்படுகிறது	ielādē
அனத்தோலியா	anatolija
இண்டஸ்ட்ரீஸ்	nozares
அளவில்லாத	neierobežoti
அளவில்லாத	neierobežots
அளவில்லாத	neierobežota
பெர்ட்ரண்டு	bertrand
முடிவில்லாத	bezgalīgu
அதிர்ந்து	šokā
அவதார்	avatars
செஸ்டர்	česters
குக்கீ	cepumu
மோசுல்	mosulas
லான்ஸ்	lens
மிராண்டா	miranda
கானர்	konors
பிம்பங்கள்	attēli
பிம்பங்கள்	attēlus
நிறுத்துகிறது	apstāšanās
நிறுத்துகிறது	pārtraukšanas
நிறுத்துகிறது	apturēšana
புல்லை	zāle
புல்லை	zāli
வின்னி	vinnijs
லயன்ஸ்	lauvas
ஹெர்குலஸ்	hērakls
விண்ணப்பித்த	piemēro
விண்ணப்பித்த	piemērotās
பண்ண	saimniecība
பண்ண	audzētava
பண்ண	ferma
பண்ண	saimniecības
விரி	izvērst
விரி	paplašinās
விரி	paplašināt
திருத்துதல்	rediģēšanas
ஓக்லஹோமா	oklahoma
ஹெஃப்னர்	hefners
கெரார்டு	gerhards
போலா	pola
சாபவிமோசனம்	pestīšanas
அரிசாஞ்ச்	orizonti
பங்கர்	bangera
கோரா	gora
கோரா	kora
விரும்பினேன்	patika
பதற்றம்	spriedze
பதற்றம்	spriedzi
பதற்றம்	trauksme
பதற்றம்	nemiers
காஃப்கா	kafka
தண்டிக்க	sodīt
தண்டிக்க	jāsoda
ஓரிகன்	oregona
பாடவும்	dziedāt
பாடவும்	dziedam
பாடவும்	dziedi
துரத்தும்	pakaļ
தைரியம்	drosme
தைரியம்	drosmi
காதுகளில்	ausis
பெயரீடு	nomenklatūras
பெயரீடு	nomenklatūra
விற்பவர்	piegādātājs
விற்பவர்	pārdevējs
உத்திரவாதம்	garantija
உத்திரவாதம்	garantijas
மூதாதை	priekštecis
தூரிகை	ota
தூரிகை	otas
வாக்குறுதியை	pakts
அரபாத்	arafats
கர்மா	karma
உற்சாகத்துடன்	entuziasms
உற்சாகத்துடன்	entuziasma
உற்சாகத்துடன்	entuziasmu
ஆஹா	wow
ஆஹா	aha
நினைவுகளை	atmiņas
ஹங்கேரியன்	ungāru
ஹங்கேரியன்	ungārijas
லிபர்டி	brīvība
திரவியங்கள்	smaržas
கொலைகாரன்	slepkava
கொலைகாரன்	dzimšana
அம்புக்குறி	bultu
அம்புக்குறி	bulta
விஷ	indīgs
கொரியர்கள்	korejieši
ஹோமி	geju
யதார்த்தமான	reāli
யதார்த்தமான	reālistisks
யதார்த்தமான	reāls
யதார்த்தமான	reālistiska
யதார்த்தமான	reālistiski
நவி	navi
வேணும்	gribu
வேணும்	gribam
வேணும்	gribi
வேணும்	grib
நகர்த்தப்பட்டது	pārcelts
நகர்த்தப்பட்டது	pārcelta
நகர்த்தப்பட்டது	pārcelti
நகர்த்தப்பட்டது	pārvietots
கோஹன்	koens
எயர்	eira
உமய்யா	omeijādu
பொத்தான்கள்	pogas
எல்லாமும்	viss
எல்லாமும்	visam
எல்லாமும்	visu
நையோபியம்	niobija
பழையது	vecā
பழையது	veca
பழையது	veci
பழையது	vecs
அனுபவமிக்க	pieredzējuši
அனுபவமிக்க	pieredzējis
கொடூரமாக	postošās
கொடூரமாக	brutāli
பியோதர்	fjodors
திணறல்	aiztur
லெஸ்பியன்	lesbiešu
பெருந்தமனி	aorta
சிலிண்டர்	balons
சிலிண்டர்	cilindra
சிலிண்டர்	cilindrs
இலவசம்	bezmaksas
இலவசம்	brīva
இலவசம்	free
இலவசம்	brīvs
வைட்டமின்கள்	vitamīnus
வைட்டமின்கள்	vitamīni
அணிவகுப்பில்	parādi
அணிவகுப்பில்	parāde
சிசிலியன்	sicīlijas
அமை	komplekts
அமை	kopa
அமை	uzstādīt
அமை	konfigurēt
அலெப்போ	aleppo
ஸ்கைப்	skype
முன்னுரிமைகள்	iestatījumi
முன்னுரிமைகள்	preferences
முன்னுரிமைகள்	atvieglojumi
லோசான்	lozanna
ஹோல்டிங்ஸ்	holdings
ஹோல்டிங்ஸ்	saimniecības
நோயல்	noel
ஹென்ரிக்	henrik
பகோடா	pagoda
கிண்ணக்குழி	krāteris
கேளிர்	saistība
சாம்பா	samba
அசைவூட்டம்	animācijas
வேர்க்கடலை	zemesriekstu
பதிமூன்றாம்	trīspadsmitais
சுடரொளி	krāšņi
வலுப்படுத்தும்	stiprināt
வலுப்படுத்தும்	nostiprināt
பதிவுசெய்யப்பட்டது	ierakstīti
பதிவுசெய்யப்பட்டது	reģistrētais
அரைக்கும்	slīpēšanas
தாவல்	cilni
தாவல்	tab
கழுவும்	nomazgāt
கழுவும்	mazgāšana
கழுவும்	mazgāt
கடற்கரையோரம்	maritima
சிறைச்சாலைகள்	cietumu
சிறைச்சாலைகள்	cietumos
