در	ajtó
شاگرد	diák
شاگرد	tanuló
شاگرد	tanítvány
شاگرد	gyakornok
قدرتمند	erőteljes
قدرتمند	erős
بوستان	kertek
تقاضا	követel
تقاضا	követelés
تقاضا	követelések
تقاضا	igények
تقاضا	kereslet
تقاضا	követelés
تقاضا	igény
مساوی	egyenlők
مساوی	egyenlőek
مساوی	egyenlő
مساوی	egyenlők
مساوی	egyenlő
خسته	kimerült
خسته	elfáradt
خسته	fáradt
املاک	birtok
نامناسب	alkalmatlan
نامناسب	helytelen
نداشتن	hiánya
نداشتن	hiány
گوی	gój
گوی	gömb
اختلافات	eltérések
اختلافات	nézeteltérések
اختلافات	nézeteltérés
اختلافات	viták
لیزر	lézer
قایق	csónak
قایق	hajó
قایق	hajós
گچ	kréta
گچ	gipsz
گچ	öntött
گچ	gipsz
خدمه	legénység
خدمه	személyzet
یان	jan
یان	yan
سوراخ	lyuk
سوراخ	gödör
مراد	murat
هندسی	geometria
هندسی	geometriai
هندسی	locus
پروس	poroszország
پروس	porosz
اسپرانتو	eszperantó
تضمین	garantáltan
تضمین	garantált
تضمین	biztosítékot
تضمین	bizonyosság
تضمین	garancia
تضمین	kezesség
تضمین	biztosíték
رسد	érinti
رسد	lecsap
تانک	tartály
تانک	tank
تانک	tankok
تانک	tartályok
فروشگاه	műhely
فروشگاه	üzlet
فروشگاه	bolt
فروشگاه	vásárlás
فروشگاه	pláza
فروشگاه	bevásárlóközpont
فروشگاه	áruház
فروشگاه	üzlet
فروشگاه	bolt
آرای	ara
آدولف	adolphe
آدولف	adolph
آدولف	adolf
حصار	kerítés
حصار	kerítést
ریتم	ritmus
ریتم	ritmus
حامل	fuvarozó
حامل	szállító
حامل	hordozó
غیرقانونی	jogellenes
غیرقانونی	illegális
غیرقانونی	illegálisan
مشتریان	ügyfelek
مشتریان	vásárlók
مشتریان	vendégek
مشتریان	vevők
مشتریان	fogyasztók
شی	shi
شی	shay
شی	shea
محتوا	tartalma
محتوا	tartalom
امن	biztonságos
امن	biztonságban
امن	széf
امن	biztonság
امن	biztonsági
امن	biztonság
امن	biztonságos
ولادیمیر	vlagyimir
ولادیمیر	vladimir
قرقیزستان	kirgizisztán
منشأ	eredetű
منشأ	eredet
منشأ	eredete
منشأ	származás
آنزیم	enzimek
آنزیم	enzim
آنزیم	enzim
آدام	ádám
آدام	adam
وضوح	egyértelműség
وضوح	állásfoglalás
وضوح	határozat
وضوح	felbontás
فروپاشی	ütközés
فروپاشی	baleset
فروپاشی	crash
فروپاشی	összeomlás
کناره	kivont
کناره	visszavont
کناره	visszavonják
جانشینی	utódja
جانشینی	helyettesítő
جانشینی	öröklési
طرفدار	ventilátor
طرفدار	rajongó
طرفدار	fan
طرفدار	fanni
حماسی	epikus
طوفان	hurrikán
طوفان	vihar
اسیر	rab
اسیر	fogoly
اسیر	elítélt
اسیر	fogságban
اسیر	fogoly
اسیر	elfogott
اسیر	elfogták
خنک	hűtött
خنک	király
خنک	menő
بلندی	emelkedés
بلندی	magassága
بلندی	magasság
نیکی	nikki
هاوارد	howard
انجیل	evangélium
انجیل	biblia
انجیل	bibliát
مبدل	átalakító
مبدل	konverter
سفارش	megrendelés
سفارش	rendelés
سفارش	rend
سفارش	parancs
کنفدراسیون	államszövetség
شتاب	gyorsulás
بردار	vektor
توطئه	összeesküvés
کلود	claude
دوری	dory
پمپ	szivattyú
پمپ	pumpa
پمپ	szivattyú
پمپ	szivattyúk
فلزات	fémek
تولیدکنندگان	gyártói
تولیدکنندگان	gyártók
ماتریس	mátrix
ثانویه	középfokú
ثانویه	másodlagos
ماکس	max
رویال	royale
رویال	királyi
رویال	royal
تله	csapda
تله	csapdák
تله	csapdákat
غیرنظامی	civil
غیرنظامی	polgári
معتدل	mérsékelt
یون	ion
یون	yoon
یون	yeon
ترافیک	közlekedés
ترافیک	forgalom
ترافیک	dugó
کنی	kenny
قمر	hold
قمر	holdon
قمر	holdat
قمر	moon
عناوین	címeket
عناوین	címek
آپولو	apollo
آپولو	apolló
سازماندهی	szervezés
سازماندهی	szervezet
سازماندهی	szervezés
سازماندهی	szervezet
سازماندهی	szervezni
تقدیم	ajánlat
تقدیم	ajánlatot
سرو	szolgálni
سرو	cypress
سرو	cerro
کاتالوگ	katalógus
تعبیر	értelmezés
تعبیر	értelmezése
تعبیر	értelmezni
ایرلندی	írek
ایرلندی	írország
ایرلندی	ír
مرسوم	hagyományos
جنرال	általános
جنرال	tábornok
گزینه	opció
گزینه	lehetőség
برخط	interneten
برخط	online
جنیفر	jennifer
ران	comb
ران	ron
ران	ront
سرا	sara
سرا	serra
سرا	sera
راحت	könnyű
راحت	kényelmes
وفات	tompított
وفات	múló
گستره	tartomány
گستره	távolság
بارش	csapadék
بارش	hóesés
میامی	miami
میامی	miamiban
بلو	kék
بلو	blue
بلو	blu
تند	gyorsan
تند	gyors
شکسپیر	shakespeare
افزود	fokozott
افزود	emelkedett
افزود	megnövelt
افزود	megnőtt
افزود	megnövekedett
افزود	nőtt
هیوستون	houston
هیوستون	houstonban
ساختاری	szerkezeti
ساختاری	strukturális
شکر	cukor
شکر	cukrot
شکر	cukorral
مذاکره	tárgyalási
مذاکره	tárgyalások
مذاکره	tárgyalás
مذاکره	tárgyalni
مذاکره	tárgyalási
مذاکره	alku
روده	vastagbél
روده	bél
روده	belek
باکتری	baktériumok
باکتری	baktérium
انبوه	ömlesztett
ویرایشگر	szerkesztője
ویرایشگر	szerkesztő
متنوع	sokszínű
متنوع	változatos
فیزیولوژی	fiziológiai
فیزیولوژی	fiziológia
شکم	has
شکم	gyomor
شکم	has
شکم	belly
شکم	hasa
شکم	has
مغولستان	mongólia
نسبیت	relativitás
نسبیت	nesbitt
سیزده	tizenhárom
سیزده	thirteen
دهمین	tizedik
دنی	danny
رخداد	esemény
رخداد	rendezvény
رخداد	előfordulása
توقیف	letartóztatás
دالاس	dallasban
دالاس	dallasi
دالاس	dallas
آئین	ain
آئین	eljárási
روشنایی	fény
روشنایی	light
روشنایی	fényt
روشنایی	világító
روشنایی	világítás
روشنایی	könnyedség
روشنایی	fényerő
لیلی	lili
لیلی	lily
قند	cukor
قند	cukrot
قند	cukorral
استوارت	stuart
وام	hitel
وام	kölcsön
وزرای	miniszterek
ناگهانی	hirtelen
تعامل	eljegyzési
تعامل	eljegyzés
تعامل	aktivitás
تعامل	kölcsönhatás
پسوند	utótag
پسوند	meghosszabbítás
پسوند	kiterjesztés
پسوند	kiterjesztése
پسوند	bővítés
آتشفشان	vulkán
پارامونت	paramount
آناتولی	anatólia
آناتولی	anatolij
گناه	bűnös
گناه	bűntudat
گناه	bűn
گناه	sin
دهکده	település
دهکده	falusi
دهکده	falu
بیگانه	idegen
بیگانه	űrlény
آتشفشانی	vulkáni
عروسی	esküvők
عروسی	esküvő
عروسی	esküvőn
عروسی	esküvőre
بانوان	hölgyek
بانوان	hölgyeim
برابری	egyenlőséget
برابری	egyenlőség
طبقات	padlót
طبقات	padló
کری	carrie
اتوبوس	busz
اتوبوس	autóbusz
اتوبوس	busszal
باتری	akkumulátor
باتری	elem
باتری	elemmel
باتری	telepek
باتری	elem
باتری	akkumulátorok
باتری	elemek
قائل	érvényesíteni
فلات	fennsík
سوزان	susant
سوزان	susan
اصیل	nemes
اصیل	noble
اصیل	eredeti
مؤلف	zeneszerző
مؤلف	író
مؤلف	szerző
نقدی	készpénz
نقدی	készpénzben
نقدی	pénzt
سانتوس	santos
جلسات	találkozók
جلسات	ülésein
جلسات	ülései
جلسات	ülések
جلسات	megbeszélések
جلسات	ülések
جوش	forr
جوش	kiütések
جوش	kiütés
مزایای	előnyök
مزایای	előnyei
علل	okok
علل	okozza
علل	okoz
کوره	kazán
کوره	kemence
رضایت	elégedettség
رضایت	hozzájárulás
رضایت	beleegyezése
رضایت	kielégítő
رضایت	tartalma
رضایت	tartalom
رضایت	elégedett
اوباما	obama
گرانش	gravitáció
آیرس	iris
آیرس	aires
نشانگر	marker
نشانگر	jelölő
نشانگر	jelző
چراغ	lámpák
چراغ	fények
چراغ	világítás
چراغ	lámpa
دومی	másodszor
دومی	másodperc
دومی	második
بسیج	mozgósítani
بسیج	mozgósítás
چربی	zsír
چربی	zsírok
چربی	fat
چربی	kövér
مقاوم	ellenálló
مقاوم	ellenáll
مقاوم	rezisztens
تزئینی	dekoratív
خلیل	halil
خلیل	khalil
ارتقاء	frissítés
ارتقاء	korszerűsítése
ارتقاء	előmozdítása
ارتقاء	kinevezés
ارتقاء	előléptetés
ارتقاء	előmozdítása
ارتقاء	kiemelés
ارتقاء	promóciós
ارتقاء	előmozdítása
سندرم	szindróma
پال	paul
پال	pál
برهان	érvelés
برهان	érv
برهان	bizonyíték
برهان	bizonyítás
رفتاری	magatartás
رفتاری	viselkedés
رفتاری	viselkedése
رفتاری	magatartás
رفتاری	viselkedés
آمستردام	amsterdam
آمستردام	amszterdam
آمستردام	amszterdami
سیمون	simon
میدهد	ad
کاپ	cap
کاپ	sapka
کاپ	kupa
کاپ	csésze
کاپ	cup
کاپ	pohár
کاپ	bögre
نکات	tipp
نکات	tanácsok
نکات	tippek
ناوهای	szállítók
جملات	ítéletek
جملات	mondatok
جملات	mondat
مسافران	utazók
مسافران	utazók
مسافران	utasok
مسافران	utas
مسافران	utasok
میلر	molnár
میلر	miller
لیلا	lila
لیلا	laila
کارکرد	függvény
کارکرد	funkció
حریف	ellenfél
حریف	ellenfele
مردگان	halott
مردگان	halottak
بوئنوس	buenos
تروریستی	terrorista
تروریستی	terroristák
کبد	máj
متناسب	megfizethető
متناسب	arányos
متناسب	fit
متناسب	fitt
شخصیتی	személyiség
شخصیتی	személyisége
شخصیتی	egyéniség
بمباران	bombázás
بمباران	lebombázták
بمباران	robbantás
بمباران	bombázás
ژانر	műfaj
مشکوک	gyanakvó
مشکوک	gyanús
آلت	pénisz
آلت	alt
اتریشی	osztrák
اتریشی	ausztria
یوونتوس	juventus
تنفسی	légzés
تنفسی	légzőszervi
تنفسی	légzési
سرقت	betörést
سرقت	betörés
سرقت	lopás
سرقت	rablás
انحلال	feloszlatását
آفرینش	létrehozása
آفرینش	alkotás
آفرینش	teremtés
مرمت	helyreállítási
مرمت	helyreállítása
وزیری	miniszter
تویوتا	toyota
پوستی	bőre
پوستی	bőr
آجر	tégla
آجر	tégla
آجر	brick
فانتزی	fantasy
فانتزی	fantázia
ناوگان	armada
ناوگان	flotta
جبران	visszafizetni
جبران	kárpótlás
نوبت	fordulj
پیچیدگی	összetettsége
پیچیدگی	komplikáció
له	les
له	lah
تونل	alagút
افزون	többlet
افزون	többletet
کین	kane
کلسیم	kalcium
مهار	kontroll
مهار	irányítás
مهار	vezérlő
مهار	ellenőrzési
مهار	ellenőrzés
نحو	szintaxis
لژیون	légió
وحشت	horror
وحشت	rémület
وحشت	borzalom
شادی	joy
شادی	öröm
شادی	örömöt
شادی	boldogság
شادی	boldogságot
نت	nat
چهارده	tizennégy
اعتباری	hitel
اعتباری	kredit
برکلی	berkley
برکلی	berkeley
ناپلئون	napóleon
ناپلئون	napoleon
عسل	méz
قید	határozószó
قید	kényszer
کیلو	kiló
رفاه	jólét
رفاه	jólét
رفاه	jóléti
همکاران	kollégák
همکاران	munkatársak
پناهگاه	menedéket
پناهگاه	menedék
پناهگاه	szentély
پناهگاه	menedék
صفت	melléknév
صفت	attribútum
صفت	vonatkozik
مضمون	olvas
جنین	embrió
جنین	janine
جنین	magzat
جنین	magzatot
دنیل	dániel
دنیل	daniel
نازک	vékony
نازک	sovány
بیابان	sivatag
فرانس	frans
فرانس	franciaország
فرانس	france
حفاری	fúrás
حفاری	fúró
حفاری	drill
حفاری	ásni
کناری	oldalirányú
کناری	oldalsó
ارزشمند	értékes
ارزشمند	értékesek
هدیه	ajándék
هدیه	ajándékok
هدیه	ajándékot
هدیه	ajándék
هدیه	jelen
هدیه	ajándék
تحولات	fejlemények
تحولات	fejlesztések
اندروید	android
آلبرتا	alberta
تاکستان	szőlőültetvény
تاکستان	szőlőültetvények
ذره	bites
ذره	kicsit
ذره	szösz
ذره	részecske
شوالیه	lovag
رویه	eljárás
کانن	ágyú
کانن	cannon
کانن	canon
قصه	sztori
قصه	történet
قصه	story
قصه	története
قصه	mese
مختصر	rövid
فلوید	floyd
مخاطب	célközönség
مخاطب	közönség
حکایت	mese
قورباغه	béka
اجسام	tárgyak
اجسام	objektumok
ساوت	dél
ساوت	délre
ساوت	déli
صاف	sima
مرطوب	nedves
مرطوب	nyirkos
مرطوب	vizes
مرطوب	nedves
پردازنده	feldolgozó
ادرار	vizeletben
ادرار	vizelet
ادرار	húgy
فقر	szegénység
فقر	szegénységben
فقر	nyomor
رزیدنت	rezidens
رزیدنت	lakos
بیروت	bejrút
پروین	plejádok
دری	kapu
دری	kaput
دری	dari
دری	dre
مهمان	látogatói
مهمان	látogató
مهمان	vendég
فارست	forrest
فارست	erdei
فارست	erdő
فارست	erdők
خالد	khaled
خالد	khalid
استعفا	lemondását
استعفا	lemondás
استعفا	lemond
استعفا	lemondás
شراب	bor
شراب	borok
مناطقی	indokok
دراماتیک	drámai
گفتگوی	társalgás
گفتگوی	beszélgetés
گفتگوی	beszélgetést
کاروان	karaván
کاروان	lakókocsi
کاروان	konvoj
نفوس	lelkek
نفوس	lelkünk
نفوس	lelkeket
نفوس	lelkük
تکه	darabja
تکه	darabka
تکه	darab
شهاب	meteor
امپراطوری	birodalom
امپراطوری	empire
امپراطوری	birodalmi
امپراطوری	császári
بادن	baden
شهروند	polgár
شهروند	állampolgár
شهروند	polgárok
تثبیت	stabilizációs
تثبیت	stabilizálódik
پاناما	panama
حیاتی	létfontosságú
حیاتی	életbevágó
حیاتی	kritikus
جری	jerry
آرامی	arámi
پترزبورگ	petersburg
کرتاسه	kréta
سلمان	salman
آنی	annie
صادقی	becsületes
صادقی	őszinte
چالش	kihívások
چالش	kihívás
چالش	kihívásokkal
چالش	kihívás
جاوا	java
تازگی	nemrégiben
تازگی	nemrég
تازگی	mostanában
فان	furgon
فان	faun
الیاف	szálak
الیاف	rost
الیاف	szálak
فضانورد	űrhajós
فضانورد	űrhajós
فضانورد	űrhajósok
فضانورد	űrhajósok
جرمی	jeremy
عضوی	tag
دائم	állandó
دائم	folyamatos
دائم	állandó
دائم	végleges
دائم	tartós
دائم	maradandó
مکرر	visszatérő
مکرر	ismétlődő
مکرر	vizsgálatok
مکرر	érdeklődni
مکرر	gyakori
عاج	elefántcsont
عاج	agyarai
عاج	tusk
مرورگر	böngésző
گرمای	hőség
گرمای	hő
گرمای	fűtés
لوئی	louis
لوئی	lajos
لوئی	louie
پرتغالی	portugália
پرتغالی	portugál
کروز	cruz
کروز	cruise
سرب	ólom
سرب	vezet
تعمیر	javítási
تعمیر	javítást
تعمیر	javításra
تعمیر	javítás
تعمیر	javított
گنجایش	kapacitások
گنجایش	kapacitás
حدس	találgatás
قریب	küszöbön
قریب	közelgő
کویر	sivatag
ژرژ	georges
پیست	kellékek
دهلی	delhi
تحسین	csodálom
تحسین	csodálat
رپ	rap
اردوگاه	camp
اردوگاه	tábor
اردوگاه	táborok
موبایل	mobilos
موبایل	mobile
موبایل	mobil
امان	biztonságos
امان	biztonságban
امان	széf
امان	biztonság
امان	aman
امان	amman
دوشنبه	dusanbe
دوشنبه	hétfőn
دوشنبه	hétfő
متوالی	soros
متوالی	sorozat
گالری	galéria
گالری	galériában
مسلم	muszlim
مسلم	muzulmán
مسلم	muszlimok
داماد	vőlegény
داماد	vőlegény
معده	has
معده	gyomor
زنجیره	lánc
روحی	szellem
روحی	lélek
دقیقا	pontosan
اخیراً	nemrégiben
اخیراً	nemrég
اخیراً	mostanában
خوشنویسی	kalligráfia
تالیف	válogatás
تالیف	összeállítás
جنایت	bűnözés
جنایت	bűn
جنایت	bűntény
جنایت	bűncselekmény
جنایت	bűncselekmények
تشدید	rezonancia
موثر	hatékonyan
موثر	eredményesen
موثر	lenyűgöző
موثر	hatékony
موثر	hatásos
موثر	effektív
موثر	eredményes
کودتا	puccs
هلال	hilal
تلسکوپ	teleszkóp
گران	költséges
گران	drágák
گران	drága
فرمانروایان	birodalmak
هیپ	hip
هیپ	csípő
غرق	fulladás
التهاب	gyulladás
جنسیت	nemek
جنسیت	nemi
جنسیت	neme
جنسیت	szex
جنسیت	sex
فرانسوا	francois
فرانسوا	françois
کارمند	alkalmazott
کارمند	alkalmazottak
کارمند	munkavállaló
کارمند	munkatárs
کارمند	hivatalnok
کارمند	alkalmazottak
کارمند	munkavállalók
کارمند	foglalkoztatottak
کارمند	munkatársak
کاشی	csempe
جون	joan
جون	jeanne
مدیا	médea
طناب	kötelet
طناب	kötél
دکترا	orvosok
دکترا	doktorok
بتا	béta
شانس	esélyt
شانس	chance
شانس	esély
شانس	szerencse
زغال	faszén
زغال	szén
زغال	szenet
فرانکلین	franklin
لوک	luke
لوک	lukács
نامدار	megnevezett
نثر	próza
کارگری	munkaügyi
کارگری	munkaerő
کارگری	dolgozó
کارگری	munkavállaló
کارگری	munkás
همشهری	polgár
همشهری	állampolgár
همشهری	polgárok
پرادش	prades
سومالی	szomália
سومالی	szomáliai
سومالی	szomália
سومالی	szomáliai
اسحاق	isaac
کریسمس	karácsonykor
کریسمس	karácsonyi
کریسمس	karácsony
صدام	szaddám
دوستانه	baráti
دوستانه	barátságosak
دوستانه	barátságos
نصف	fele
زین	zane
زین	nyereg
استعداد	tehetségét
استعداد	tehetséges
استعداد	tehetség
استعداد	tehetséges
شکارچی	hunter
شکارچی	vadász
مولکول	molekula
مولکول	molekulák
ساکنین	lakói
ساکنین	lakók
ساکنین	lakosok
موضع	állás
موضع	pozíció
موضع	álláspont
ناگهان	hirtelen
اسیدهای	savak
آبشارهای	vízesés
آبشارهای	vízesések
سیروس	cyrus
بامداد	reggel
بامداد	reggelt
ونکوور	vancouver
دایناسورهای	raptor
تشریح	anatómia
سحابی	köd
رانش	drift
رانش	csípő
شنیدن	hallani
دلخواه	tetszőleges
دلخواه	önkényes
هندو	hindu
نشسته	ültem
نشسته	ült
نشسته	ül
نشسته	ülve
نشسته	ülök
ایستاده	áll
ایستاده	állva
نبردهای	csaták
درهم	dirham
درهم	hasis
نوا	noé
نوا	noah
نوا	nova
همکار	kollégám
همکار	kolléga
همکار	munkatárs
همکار	társ
همکار	partner
همکار	társa
همکار	társam
یونیکس	unix
سمفونی	szimfonikus
پرش	skip
پرش	ugorj
پرش	ugrás
آکادمیک	akadémiai
پکن	pekingi
پکن	pekingi
چکسلواکی	csehszlovákia
کادر	káder
کادر	kader
زرشک	hamisítvány
زرشک	mű
زرشک	kamu
زرشک	hamis
سیال	folyadék
نظرسنجی	felmérés
نظرسنجی	szavazás
نظرسنجی	felmérés
نظرسنجی	felmérést
نظرسنجی	felmérések
ثبات	stabilitás
ثبات	stabilitása
ثبات	stabilitási
ثبات	nyilvántartás
ثبات	regisztrálj
ثبات	regisztráció
ثبات	nyilvántartás
ثبات	nyilvántartások
نظریات	elméletek
کول	cole
کول	kol
آدامز	adams
لانگ	tüdő
لانگ	hosszú
اژدها	sárkány
اژدها	dragon
مکس	max
کریستال	kristályos
کریستال	crystal
کریستال	kristály
کریستال	cristal
یاران	ösztöndíj
یاران	ösztöndíjat
یاران	lakói
یاران	lakók
یاران	lakosok
یاران	társai
یاران	társak
رنسانس	reneszánsz
پتاسیم	kálium
متقابل	kölcsönös
محرک	ösztönző
محرک	affektív
محرک	kihívó
محرک	provokatív
جبر	algebra
پودر	por
پودر	port
بحرانی	kritikus
بحرانی	krízis
بحرانی	válság
حمزه	hamza
ایدز	aids
ایدز	hiv
سنا	szenátus
سنا	szenátusi
سنا	senna
پراگ	prága
پراگ	prágai
خوراک	étel
خوراک	élelem
خوراک	élelmiszerek
خوراک	táplálék
خوراک	élelmiszer
خوراک	tál
خوراک	edény
سوسیال	társadalmi
سوسیال	szociális
نگران	érintett
نگران	aggódó
نگران	aggódom
نگران	aggódik
جامائیکا	jamaica
جامائیکا	jamaikai
گمشده	hiányzik
گمشده	eltűnt
گمشده	hiányzó
بانو	asszonyom
بانو	hölgy
بانو	kisasszony
مطلع	tájékoztatta
مطلع	tájékoztatott
مطلع	tájékozott
والت	walt
فیزیکدان	fizikus
چهارشنبه	szerdán
چهارشنبه	szerda
اندی	andy
سنجاب	mókus
نمایان	látható
کنستانتین	constantine
لوگو	logó
لوگو	lugo
کشیش	pap
آرایش	smink
پانک	punk
استراتژیک	stratégiai
لودویگ	ludwig
تای	thai
برآورده	teljesítve
برآورده	teljesítése
هریک	mindegyik
تعطیلات	vakáció
تعطیلات	nyaralás
تعطیلات	ünnepek
مخفف	rövidítés
لیبرال	liberális
سلامتی	egészségügy
سلامتی	egészségügyi
سلامتی	egészség
تصویربرداری	képalkotó
انتقادی	kritikus
مالت	máltai
مالت	maláta
مالت	máltai
مالت	málta
فیلادلفیا	philly
فیلادلفیا	philadelphia
فیلادلفیا	philadelphiai
فیلادلفیا	philadelphiában
فیلادلفیا	philadelphia
فیلادلفیا	philadelphiai
طالبان	tálib
طالبان	tálibok
خیانت	árulás
خیانت	árulás
کلان	klán
کر	kerr
کر	süket
کر	süketek
کر	siket
لبه	edge
لبه	határ
لبه	határon
لبه	határokon
نامشخص	tisztázatlan
نامشخص	meghatározatlan
نامشخص	bolyhos
کوسه	cápa
اقلیت	kisebbségi
اقلیت	kisebbség
تلخ	keserű
رنو	reno
رنو	renault
سیل	árvíz
سیل	özönvíz
سیل	sil
آموخت	tanított
بان	tilalom
تأسیسات	létesítmények
آزمایشگاهی	laboratórium
آزمایشگاهی	laboratóriumi
نگاری	újságírás
استکهلم	stockholm
استکهلم	stockholmi
فوقانی	felső
پله	lépcsők
پله	lépcső
پله	lépcsőn
فریاد	kiabálj
فریاد	kiálts
جلوه	hatása
جلوه	hatás
جلوه	effektus
سکس	szex
سکس	sex
وورتمبرگ	württemberg
پاشا	pasa
نوزاد	újszülött
نوزاد	csecsemő
ولف	farkas
ولف	wolf
شفافیت	átláthatóság
انار	gránátalma
گابریل	gabriel
گابریل	gábriel
گابریل	gabrielle
کلر	clare
کلر	claire
امری	emery
مذاهب	vallások
شکوه	dicsőség
رسوم	etikett
رسوم	hagyományok
رسوم	hagyomány
هردو	mindkettő
هردو	mindketten
عرفانی	misztikus
بز	kecske
بز	kecske
بز	kecskék
عایق	szigetelés
سفرهای	utazások
مشاوره	tanácsadás
مشاوره	tanácsadás
مشاوره	tanácsadó
مشاوره	konzultáció
مشاوره	konzultációk
مشاوره	konzultáció
مشاوره	egyeztetés
مشاوره	tanácsadás
مشاوره	konzultálni
مشاوره	konzultáció
منحنی	görbe
منحنی	kanyar
تئودور	theodore
اولویت	prioritás
اولویت	elsőbbséget
اولویت	elsőbbség
کفش	cipőt
کفش	cipő
کفش	cipők
کفش	cipő
زاکسن	szászország
زاکسن	szász
استنلی	stanley
بیشینه	max
بیشینه	legfeljebb
بیشینه	maximum
بیشینه	maximális
قارچ	gomba
قارچ	gombák
قارچ	gombát
قارچ	gomba
قارچ	gombák
قارچ	gomba
قارچ	gombás
زنانه	nőies
متفقین	szövetséges
متفقین	szövetséges
متفقین	szövetségesek
لینکلن	lincoln
ضخامت	vastagsága
ضخامت	vastagságú
پشته	stack
زخم	sebhely
زخم	sebzett
زخم	heg
زخم	sérülés
زخم	károkozás
زخم	kár
زخم	seb
کیپ	cape
کیپ	fok
کیپ	köpeny
برت	brett
بمبئی	bombay
بمبئی	mumbai
جف	jeff
خم	ívelt
خم	kanyar
سلیم	salem
سلیم	selim
سلیم	lile
سلیم	salim
اسارت	fogságban
اسارت	rabszolgaság
صومعه	kolostorban
صومعه	kolostor
اقتباس	kiigazítás
اقتباس	alkalmazkodási
اقتباس	alkalmazkodás
پالایشگاه	finomító
جیسون	jason
کمیاب	ritka
بلور	kristályos
بلور	crystal
بلور	kristály
نهنگ	bálna
روزها	napok
روزها	napokban
روزها	napokat
روزها	napokon
ضرورت	szükséglet
بلوغ	lejárat
بلوغ	felnőttkor
بلوغ	érett
بلوغ	érettebb
بلوغ	kamaszkor
انگیزه	motiváció
انگیزه	indíték
انگیزه	motiváció
یورش	támadás
بارسلون	barcelonában
بارسلون	barcelonai
بارسلون	barcelona
کانتون	canton
کان	kahn
کان	kan
بگویید	mondd
گوردون	gordon
هندبال	kézilabda
آرسنال	arsenal
انداخت	dobta
منحل	feloszlott
سخنگوی	szóvivője
سخنگوی	szóvivője
سخنگوی	szónok
سخنگوی	felszólaló
یادآوری	emlékeztető
ژنو	genfi
یوتیوب	youtube
دزدان	tolvajok
دزدان	banditák
دینامو	dinamo
ژوزف	joseph
ژوزف	józsef
عضلات	izmok
عضلات	izom
عضلات	izmok
عضلات	izom
جسمی	fizikai
احاطه	körülvevő
احاطه	környező
احاطه	körül
وگرنه	máskülönben
وگرنه	egyébként
وگرنه	másképpen
وگرنه	másképp
استخر	medence
استخر	biliárd
سیسیل	szicília
سیسیل	szicíliai
سیسیل	cecile
سیلوا	silva
آلپ	alpok
آلپ	alpes
آلپ	alp
شکستن	szünet
شکستن	törés
یکای	egység
یکای	unit
صفی	safi
تحقق	teljesül
تحقق	teljesült
تحقق	teljesített
تحقق	teljesítette
تحقق	felismerés
تحقق	megvalósítás
سنتر	középre
سنتر	központ
سنتر	center
سنتر	középre
سنتر	központ
سنتر	centrum
لاک	locke
ادیب	tudós
اکس	fejsze
هواشناسی	meteorológia
هربرت	herbert
فراگیر	elsöprő
فراگیر	nyomasztó
فراگیر	körül
اسلم	slam
مورگان	morgan
هواپیماها	repülők
هواپیماها	repülőgépek
فیات	fiat
زوریخ	zürich
زوریخ	zürich
شاتل	sikló
شاتل	transzfer
شاتل	komp
خوانندگی	ének
خوانندگی	éneklés
خوانندگی	énekelni
خوانندگی	énekel
مبدأ	eredetű
مبدأ	eredet
مبدأ	eredete
مبدأ	származás
مبدأ	forrás
غلظت	koncentrációja
غلظت	koncentráció
غلظت	összefonódás
غلظت	koncentrációt
غلظت	telítettség
ژیمناست	tornász
تنفس	lélegzet
تنفس	belégzés
تنفس	légzés
تنفس	lélegzik
تنفس	légzés
تنفس	légzése
الهیات	teológia
گواتمالا	guatemala
گواتمالا	guatemalai
سامی	sammy
محتویات	tartalma
محتویات	tartalom
محتویات	tartalma
محتویات	tartalmát
محتویات	tartalom
گوشی	telefonon
گوشی	telefon
گوشی	telefont
انگور	szőlő
انگور	szőlő
انگور	szőlőt
سحر	sahar
سحر	varázs
سحر	magic
سحر	varázslat
سحر	mágia
معتبری	érvényes
دلاویر	delaware
ریک	rick
بودایی	buddhizmus
بودایی	buddhista
تالاب	tó
عکاسان	fotósok
کمپین	kampány
تعویض	váltás
تعویض	kapcsoló
تعویض	kapcsolót
ریور	folyami
ریور	folyó
شمارش	gróf
شمارش	számolom
شمارش	számol
شمارش	számít
شمارش	visszaszámlálás
بروکلین	brooklyn
بروکلین	brooklynban
بروکلین	brooklyni
شعرهای	verseket
دگرگونی	átalakulás
دگرگونی	átalakítás
کاندید	jelölni
کاندید	tagjelölt
کاندید	pályázó
کاندید	jelölt
گردان	zászlóalj
جانوری	lény
جانوری	teremtmény
ته	ásott
بالگرد	helikopter
رهایی	deliverance
مولوی	rumi
داروها	orvosság
داروها	gyógyszert
داروها	gyógyszer
داروها	orvostudomány
تمیز	tiszta
تمیز	clean
سالیانه	éves
سالیانه	évenkénti
سالیانه	évenként
سالیانه	évente
سالیانه	éves
سالیانه	évente
زنگ	csengő
زنگ	bell
زنگ	harang
مبارک	áldott
مبارک	mubarak
مبارک	boldogság
مبارک	boldog
کامبوج	kambodzsa
انحصاری	zártkörű
انحصاری	exkluzív
انحصاری	kizárólagos
شیرینی	édesség
شیرینی	sütemény
شیرینی	tészta
مبارز	harcos
مبارز	harcos
مبارز	bunyós
ارامنه	örmények
