और	en
स्टर्लिंग	sterling
स्टर्लिंग	stirling
फीफा	fifa
दूतावास	ambassade
दूतावास	embassy
चुनी	elected
चुनी	verkose
प्राइवेट	pvt
प्राइवेट	privaat
चित्रकारी	skilder
चित्रकारी	skildery
बेसबॉल	bofbal
निकटवर्ती	nabye
निकटवर्ती	nabygeleë
निकटवर्ती	naby
उदर	abdomen
झीलों	mere
फायर	brand
फायर	vuur
हैमिल्टन	hamilton
ऑर्डर	orde
ऑर्डर	bestel
ऑर्डर	volgorde
ऑर्डर	bestelling
ऑर्डर	rangskik
ऑर्डर	orders
ऑर्डर	bestellings
किलोग्राम	kilogram
स्त्रोत	bronne
स्त्रोत	bron
स्त्रोत	bronne
टेप	tape
भूविज्ञान	geologie
खैर	goed
खैर	wel
खैर	sowel
वाइरस	virus
वाइरस	viruses
रबर	rubber
रबर	eraser
गाथा	saga
सूक्ष्मदर्शी	mikroskoop
सुंदरता	skoonheid
यहूदियों	jode
निकोलस	nicolas
निकोलस	nikolaas
निकोलस	nicolaas
आठवीं	eighth
मूर्तियाँ	standbeelde
मिसाइल	missiele
अर्थशास्त्री	ekonoom
उद्यमी	entrepreneurs
उद्यमी	entrepreneur
जोड़ों	paartjies
परिपूर्ण	perfek
सन्त	sant
कवरेज	dekking
उपग्रहों	satelliet
परमात्मा	divine
वाक्यांश	frases
मकबरा	monument
मकबरा	mausoleum
विशेषण	aktief
सराहना	waardering
सराहना	waardeer
सराहना	appreciated
मार्केट	markplein
मार्केट	mark
मंगलवार	dinsdag
मंगलवार	dinsdae
जाहिर	apparently
किताबें	boeke
हिटलर	hitler
सीख	leer
सीख	leer
सीईओ	ceo
सीईओ	hub
विस्फोटक	ontploffing
विस्फोटक	plofbare
विस्फोटक	plofstof
जीवविज्ञान	biologie
वृत्तचित्र	dokumentêr
वृत्तचित्र	documentary
आपातकालीन	noodgeval
आपातकालीन	emergency
सनातन	ewige
तुर्क	turkye
तुर्क	turk
संकर	hybrid
प्रो	prof
बोस्टन	boston
स्तन	breast
असमिया	assamees
पेपर	papier
सल्तनत	sultanate
वाटर	water
प्रथाओं	gebruike
नाईट	ridder
नाईट	ruiter
रॉ	rou
औरत	vrou
चाँद	maan
निकासी	ontruiming
भूटान	bhoetan
जॉनसन	johnson
त्रिकोण	geteël
त्रिकोण	driehoeke
साइबेरिया	siberië
विकृति	warp
सारांश	synopsis
सारांश	opsomming
दूरस्थ	afgeleë
दूरस्थ	remote
करेगी	sal
अपराधों	misdade
अपराधों	misdrywe
अपराधों	misdaad
लौकिक	kosmiese
शिक्षकों	onderwysers
चिड़ियाघर	dieretuin
चिड़ियाघर	zoo
मेजबान	gasheer
मेजबान	bediener
संतुष्ट	tevrede
बालू	sand
चार्ज	hef
चार्ज	lading
चार्ज	heffing
चार्ज	charge
चार्ज	gehef
चार्ज	volgelaai
इक्विटी	equity
लोड	laai
लोड	las
सूरत	surat
मणि	mani
उद्धरण	aanhalings
नकली	vervals
नकली	valse
नकली	fake
पूर्वानुमान	voorspellings
पूर्वानुमान	voorspelling
पूर्वानुमान	voorspel
पूर्वानुमान	voorspelling
समझे	verstaan
वक्ता	speaker
वक्ता	luidspreker
वक्ता	spreker
स्वयंसेवक	volunteers
स्वयंसेवक	volunteer
स्वयंसेवक	vrywilliger
ईंट	baksteen
ईंट	ruite
ईंट	diamonds
दस्तावेज़	dokumente
दस्तावेज़	dokument
दस्तावेज़	dok
दस्तावेज़	doc
पासवर्ड	wagwoorde
ड्रैगन	draak
ड्रैगन	dragon
रोजर	roger
स्कैन	skandeer
जिक्र	melding
जिक्र	noem
हान	han
पेट्रोल	petrol
इंटरफेस	koppelvlak
इंटरफेस	interpreteerder
इंटरफेस	koppelvlak
इंटरफेस	onderskep
इंटरफेस	steuring
इंटरफेस	inmenging
नायिका	held
नायिका	hero
फॉक्स	jakkals
फॉक्स	fox
हड़ताल	staking
हड़ताल	strike
यमन	jemen
आश्रित	afhanklik
स्टैनफोर्ड	stanford
चार्ली	charlie
पेशी	spier
स्टोरी	berig
सिपाही	soldier
सिपाही	soldate
कमांडर	commander
फ्लैश	float
फ्लैश	dryf
फ्लैश	flits
फ्लैश	flash
निरन्तर	aaneenlopende
दीन	deen
दीन	din
जिमी	jimmy
मुलायम	sagte
मुलायम	sag
दही	jogurt
टर्मिनस	terminus
अमीरात	emirates
सहयोगियों	kollegas
महिमा	glorie
महिमा	glory
शेक्सपियर	shakespeare
दर्शाती	bewysstukke
मिथुन	tweeling
रूट	roetes
रूट	roete
रूट	stam
रूट	root
तुलसीदास	toelsidas
आकस्मिक	toevallige
फिलिप्स	philips
समझाने	verduidelik
सार्वभौमिक	bekyk
डाक्टर	dokter
डाक्टर	doctor
व्यर्थ	useless
महाद्वीपीय	kontinentale
महाद्वीपीय	continental
गिरा	herfs
गिरा	val
ध्येय	doelwit
ध्येय	oorsaak
ध्येय	saak
ध्येय	veroorsaak
ध्येय	sake
ध्येय	oorsake
ताइवान	taipei
पल	oomblikke
पल	oomblik
पहुँचे	bereik
डाले	daley
उच्चतर	hoër
अभिनेताओं	akteurs
बहाव	drift
दाँत	tand
एबरडीन	aberdeen
इंकार	weier
गोपनीयता	privaatheid
वार्ड	ward
क्लार्क	clarke
क्लार्क	clark
मास्को	moskou
आपत्ति	beswaar
आपत्ति	objections
विपक्ष	opposisie
डब	dub
मतदाता	stemmers
मतदाता	kiesers
सूखी	droë
सूखी	dry
सूखी	droog
बॉट	bots
बॉट	botte
बॉट	robotte
चेहरा	gesiggie
चेहरा	gesig
भूकम्प	aardbewing
प्रधानता	prioriteit
पिशाच	vampire
जला	skryf
पूर्वजों	voorvaders
वाल्व	valve
भाषाई	linguistiese
धोखा	kul
दाता	skenker
किंग्स	konings
किंग्स	kings
मुख्यधारा	hoofstroom
मुख्यधारा	mainstream
हटाना	verwydering
अर्जेंटीना	argentinië
परिप्रेक्ष्य	perspektief
इंसान	menslik
इंसान	mens
सूडान	soedan
अलगाव	isolation
अलगाव	isolasie
स्पर्धा	meeding
वादा	belowe
चालीस	veertig
अप्रत्यक्ष	indirekte
मंत्रियों	ministers
एयरलाइन्स	airbus
दंत	tandheelkunde
सुनवाई	verhoor
सुनवाई	hoor
सुनवाई	gehoor
सुनवाई	aanhoor
सुनवाई	hearing
विजेताओं	wenners
देसाई	desai
बुधवार	wo
बुधवार	woensdag
बुधवार	woensdae
पीस	stuk
पीस	stukkie
प्रतियां	afskrifte
प्रतियां	kopieë
कार्यकर्ताओं	werkers
कार्यकर्ताओं	workers
सीमाएँ	reekse
सीमाएँ	limiet
सीमाएँ	limiete
सीमाएँ	beperkings
समाजों	bybelgenootskappe
इथियोपिया	ethiopia
इथियोपिया	ethiopië
मालिकों	eienaars
स्थानिक	ruimtelike
अधिकांशतः	meestal
हीरा	diamond
हीरा	diamant
किनारों	rande
डॉट	punt
डॉट	dot
संध्या	eva
संध्या	eve
संध्या	aand
संध्या	naand
बेकार	waardeloos
बेकार	useless
मिशेल	michelle
मिशेल	michele
मिशेल	mitchell
अनिश्चित	onseker
मोटा	dik
मोटा	vet
मोटा	fat
वरदान	blessing
वरदान	boon
सलमान	salman
दुख	misery
आर्यों	ariese
फ्रेडरिक	friedrich
फ्रेडरिक	frederik
फ्रेडरिक	frederick
मानद	honorary
सिद्धि	siddhi
संग्रहण	versamelings
संग्रहण	berging
संग्रहण	versameling
अंतर्निहित	inherent
राष्ट्रवाद	nationalism
समर्पण	toewyding
आर्कटिक	arktiese
काबुल	kaboel
फिलहाल	tans
आलोचनात्मक	kritieke
आलोचनात्मक	krities
आलोचनात्मक	kritiese
आलोचनात्मक	kritiek
प्रतिस्पर्धी	mededingers
प्रतिस्पर्धी	mededinger
प्रतिस्पर्धी	mededingende
आयरन	yster
कार्यालयों	kantore
स्टाफ	personeel
स्टाफ	staff
फिल्टर	filter
फिल्टर	filtreer
डाई	dye
आंदोलनों	movements
जटिलता	complexity
देखिये	waarneem
देखिये	horlosie
देखिये	kyk
देखिये	dophou
स्विस	swiss
स्विस	switserse
स्विस	sweedse
कटाई	oes
रूढ़िवादी	konserwatief
रूढ़िवादी	konserwatiewe
रूढ़िवादी	versigtig
फोर्ट	fort
चमड़े	leer
अनुपालन	nakoming
हफ्ते	week
हफ्ते	vakansie
हफ्ते	weke
प्रतिज्ञा	erns
मैथिली	mai
चैंपियंस	champions
मुद्रित	printed
वास्तुकार	argitek
वास्तुकार	architect
अभिनव	innoverend
अभिनव	innoverende
कनेक्शन	verbindings
कनेक्शन	konneksie
अरस्तू	aristoteles
बिली	billy
अर्द्ध	semi
बार्सिलोना	kaapstad
बार्सिलोना	barcelona
क्रिकेटर	krieketspelers
अग्रिम	vorder
अग्रिम	frontline
अस्त्र	astra
विकिमीडिया	wikimedia
माइक्रोफोन	mikrofoon
अब्राहम	abraham
जुड़वां	tweeling
प्रिक्स	prix
गोल्फ	gholf
विडियो	video
गोले	skote
हज़ारों	duisende
हिप	hip
क्षीण	ligte
मंजिल	vloer
मंजिल	floor
मूर्तियां	idols
कीमतों	pryse
ट्रॉफी	trofee
दुरुपयोग	misbruik
पुनर्जागरण	renaissance
लेक	lek
मिल्वौकी	milwaukee
कंधे	skouer
मज़बूत	sterk
कंट्रोल	kontrole
कंट्रोल	beheer
कंट्रोल	ctrl
थीम	temas
थीम	tema
पाउडर	powder
समाजवाद	sosialisme
समाजवाद	sosiologie
संगमरमर	marmer
संगमरमर	marble
संगमरमर	mylpaal
सेक्स	seks
सेक्स	geslag
सेक्स	sex
वीरता	dapperheid
वीरता	valor
कीर्ति	bekendheid
कीर्ति	fame
मिलाने	milaan
मिलाने	milan
जेन	jane
अरबों	miljarde
गतिशीलता	mobility
कहां	waar
कहां	waarheen
आतंरिक	intern
आतंरिक	interne
कैथरीन	katherine
कैथरीन	katharina
कैथरीन	catharina
कैथरीन	catherine
पत्ती	blaar
पत्ती	patti
हिम	sneeu
कब्ज़ा	besit
हस्तांतरण	ratkas
हस्तांतरण	vervoer
हस्तांतरण	transport
लॉजिक	logika
टकराव	botsing
टकराव	clash
लिनक्स	linux
धुरी	axis
घोड़ा	horse
घोड़ा	perd
ख़राब	sleg
प्रतिबिंबित	herhaal
प्रतिबिंबित	reflekteer
वीर्य	semen
विशिष्टता	spesifikasie
विशिष्टता	spec
दर्रा	verbygaan
गैलेक्सी	galaxy
गैलेक्सी	sterrestelsel
वरीयता	voorkeur
पहलवान	stoeiers
रैंक	rang
रैंक	rank
अपूर्ण	onvolledige
अपूर्ण	onvoltooid
अपूर्ण	onvolledig
डेल	dale
डेल	dell
दूरदर्शी	teleskoop
शुक्राणु	sperm
लीवर	hefboom
वज़न	gewig
तटस्थ	onpartydige
तटस्थ	neutraal
अनुकूलित	eie
अनुकूलित	pasmaak
अनुकूलित	verpersoonlik
अनुकूलित	geoptimiseer
अनुकूलित	aangepas
भेड़	skaap
रैखिक	liniêre
रैखिक	lineêre
इकाइयाँ	eenhede
सत्याग्रह	satyagraha
फांसी	hang
सस्ते	goedkoop
सक्रियता	aktivisme
सक्रियता	aktiwiteit
प्रयोगात्मक	eksperimentele
प्रयोगात्मक	eksperimenteel
विनियमन	regulering
विनियमन	regulasie
कब्जे	besit
ऐनी	anne
बेला	bella
रॉकेट	vuurpyl
रॉकेट	rocket
नॉर्वे	noorweë
सालाना	jaarlikse
कलम	pen
चूर्ण	powder
बॉस	baas
टोरंटो	toronto
जॉर्जिया	georgië
जॉर्जिया	georgia
बसें	busse
कोल	cole
मरे	murray
खुफिया	intelligensie
अपलोड	opgelaaide
अपलोड	opgelaai
नलिका	tube
नलिका	buis
अजीब	weird
अजीब	vreemd
अजीब	vreemd
ओबामा	obama
शॉन	shaun
शॉन	sean
अल्बर्ट	albert
ख़ैबर	khyber
बेगम	begum
आन्तरिक	intern
आन्तरिक	interne
वेगास	vegas
सघन	kompakte
सघन	kompak
चौदह	veertien
प्लाज्मा	plasma
सर्दी	cold
सर्दी	koue
सर्दी	koud
सर्दी	winter
मीठा	lieflike
मीठा	soet
सच्चाई	erns
सच्चाई	waarhede
सच्चाई	waarheid
व्यवसायों	besighede
आदत	gewoonte
आज़ादी	vryheid
लड़कों	seuns
स्विच	skakelaar
स्विच	wissel
पैन	pan
प्राध्यापक	professor
वोटों	stemme
ताजा	vars
झरने	waterval
भिक्षु	monk
नेपोलियन	napoleon
प्रतिभागी	deelnemers
मिलाया	saamvoeg
मिलाया	saamgevoeg
पूंछ	stert
रीढ़	ruggraat
सेवानिवृत्त	afgetree
क्रूज़	cruz
धनात्मक	positiewe
धनात्मक	positief
तुम्हारी	joune
आइस	ys
कमज़ोर	swak
कमज़ोर	impotent
आयुर्विज्ञान	geneeskunde
सऊदी	saudi
अनुमोदन	goedkeuring
भरतपुर	bharatpur
मोम	wax
सूअर	varke
सूअर	vark
पोत	vaartuig
सौदे	aanbiedinge
सौदे	transaksies
मोटाई	dikker
पलायन	wegbreek
पलायन	getaway
वर्जीनिया	virginia
वर्जीनिया	virginië
संतों	saints
घूम	spinning
बीजगणित	algebra
मानसून	monsoon
हेक्टेयर	hektaar
हेक्टेयर	hektaar
केंद्रों	sentrums
कार्यात्मक	funksioneel
कार्यात्मक	funksionele
रचनाएं	skeppings
रचनाएं	samestellings
रचनाएं	komposisies
बुश	bush
सपने	droom
सपने	drome
छाती	chest
छाती	borskas
छाती	kassie
घोड़ों	perde
वॉल	muur
यम	yum
यम	pluto
हड्डियों	bones
हड्डियों	bene
फ्रांसिस	francis
महानगर	metropolitaanse
महानगर	metropolitan
मैनेजर	bestuurder
कार्निवल	carnival
कार्निवल	karnaval
खिलाडी	spelers
नक्शे	kaarte
पाइप	pyp
पाइप	pype
त्रिभुज	eagle
त्रिभुज	arend
त्रिभुज	geteël
खलनायक	booswig
ईस्टवुड	eastwood
रूम	kamers
रूम	rooms
रूम	kamer
मैक्सिको	meksiko
मैक्सिको	mexico
जज	judge
जज	regter
पुरातन	antique
व्यवसायिक	beroep
डालर	dollar
छद्म	pseudo
निशाना	teiken
ईस्टर	paasfees
ऑटोमोबाइल	motors
राउंड	rondte
बेरी	bessie
बेरी	berry
नरम	sagte
नरम	sag
रोमांटिक	romantiese
रोमांटिक	romanties
जन्मदिन	verjaarsdae
जन्मदिन	vakansie
जन्मदिन	agterstallig
जन्मदिन	verjaar
जन्मदिन	verjaarsdag
काँच	glas
सूप	sop
नेट	netto
नेट	nette
जेरिको	jericho
तेरे	tere
टैगोर	tagore
हॉप	hop
गेज	gauge
ओपेरा	opera
ओपेरा	sepie
मैट्रिक्स	matrix
जार्ज	george
कौर	kaur
बिल्ली	kat
क्षुद्रग्रह	asteroids
क्षुद्रग्रह	asteroïde
आसमान	lug
आसमान	skies
मिनी	mini
क्रियाएँ	aktiwiteite
क्रियाएँ	aktief
क्रियाएँ	werkwoorde
क्रियाएँ	aksies
क्रियाएँ	handelinge
क्रियाएँ	aktiwiteit
वैली	wally
सुविधाजनक	gerieflike
सुविधाजनक	gerieflik
फेसबुक	facebook
जैक्सन	jackson
चोर	diewe
चोर	rowers
चोर	dief
कॉपी	gekopieer
कॉपी	kopieer
कॉपी	bokant
कॉपी	kopiereg
कॉपी	afskrifte
कॉपी	kopieë
केप	kaap
मौसमी	seisoenale
भेजी	gestuur
कमेटी	komitee
मौजूदगी	teenwoordigheid
दोस्ती	vriendskap
बम्बई	bombay
पंप	pomp
एयरबस	airbus
सील	seal
सील	seël
आभासी	virtuele
डेविस	davis
होस्ट	gasheer
होस्ट	bediener
होस्ट	aanbieders
होस्ट	gashere
ऋणात्मक	negatiewe
ऋणात्मक	negatief
जवान	jonk
जवान	jong
सूफी	sufi
अंदरूनी	aralia
डॉग	hond
टूल	gereedskap
टैक्सी	taxi
टैक्सी	cab
सूरा	hoofstuk
सूरा	sura
पेरू	peru
भूरा	bruin
यूनिक्स	unix
गार्ड	guards
गार्ड	wagte
गिना	getel
रेलमार्ग	spoorweg
गेहूं	koring
ब्राह्मी	brahmi
बेसिक	basies
बेसिक	basic
बेसिक	basiese
फेडरेशन	federasie
रस्सी	tou
क्रीम	room
क्रीम	cream
परेड	parade
अलास्का	alaska
शुद्धता	akkuraatheid
रचनाकार	skrywer
रचनाकार	outeur
शिशुओं	babies
अंगूर	druiwe
अंगूर	druiwe
विश्वव्यापी	wêreldwyd
लेनी	leni
देह	lyf
देह	liggaam
खाई	dump
युवावस्था	jeug
गुरुकुल	seminary
लौटे	teruggestuur
कारखानों	fabrieke
ढांचा	rame
ढांचा	raam
ढांचा	struktuur
मजदूरी	lone
विस्थापन	displacement
चैन	chan
चैन	ketting
क्लान	klan
प्रतीकों	simbole
भ्रष्ट	korrupte
भ्रष्ट	korrup
भ्रष्ट	korrupte
भ्रष्ट	korrup
अभियान्त्रिकी	ingenieurswese
सामंजस्य	harmonie
बंगला	bangla
पैक	pakkette
पैक	verpak
पैक	pakket
छाल	bark
छाल	bas
छाल	blaf
पिक्चर	prent
पिक्चर	pixar
इराक़	irak
वाइन	wyn
फारस	persia
शतरंज	skaak
गर्भपात	aborsie
प्रकोप	wrath
ग्रीष्म	summers
ग्रीष्म	somer
बेल्ट	gordel
बेल्ट	belt
पुजारी	priest
प्लेस	plek
खां	khan
मीना	mina
एनीमेशन	animasie
एनीमेशन	optimering
एनीमेशन	animasies
ज्वार	sorghum
समस्याएँ	probleme
समस्याएँ	problems
समस्याएँ	kwessies
एलिजाबेथ	elizabeth
एलिजाबेथ	elisabeth
डिएगो	diego
रांची	ranchi
पैट्रिक	patrick
विक्टर	victor
मित्रता	vriendelikheid
मित्रता	vriendskap
विश्वसनीयता	betroubaarheid
यूरेनियम	uraan
श्रद्धांजलि	tribute
श्रद्धांजलि	hulde
स्तुति	loof
स्तुति	lofprysing
ड्रीम	droom
कैप्टन	kaptein
वेधशाला	sterrewag
कुत्ता	hond
तुरन्त	onmiddelik
तुरन्त	onmiddellik
तुरन्त	dadelik
तुरन्त	oombliklik
क्लबों	klub
जड़ें	wortels
सरसों	mosterd
इमाम	imam
वार्नर	warner
सिस्टम्स	sisteme
सिस्टम्स	stelsels
सिस्टम्स	systems
चलना	loop
धुन	tune
मसाले	spices
लेबनान	libanon
रूपक	metafoor
नौका	boot
शैवाल	alg
निपटान	beskikking
निपटान	skikking
स्वीडिश	sweedse
स्वीडिश	swede
एडम्स	adams
अभिगम	toegang
मंत्रिमंडल	ministries
सिखों	sikh
सिखों	sikhs
लेट	laat
तिल	sesame
ट्विटर	twitter
जेरी	jerry
पतला	maer
पतला	dun
पतला	ligte
न्यूज	nuus
आइलैंड	island
आइलैंड	eiland
फौज	weermag
फौज	leër
फौज	army
कैमरे	kameras
कमाल	fantasties
कमाल	ongelooflike
कमाल	wonderlik
उठाना	insameling
उठाना	oplig
उठाना	raising
निकास	verlaat
मालिश	massering
कॉमिक	komies
आसवन	berekeninge
क्वार्टर	kwart
क्वार्टर	kwartaal
मॉनमाउथ	monmouth
लाइनों	reëls
कवक	swam
क्षतिपूर्ति	vergoeding
क्षतिपूर्ति	skadevergoeding
क्षतिपूर्ति	onttrekking
सूखा	droë
सूखा	dry
सूखा	droog
सूखा	droogte
रहस्यमय	mysterious
रहस्यमय	geheimsinnige
इस्लामिक	islamitiese
रजिस्टर	registreer
सिंगल	enkel
सन्धि	verdrag
अनूदित	vertaalde
चमत्कार	miracles
चमत्कार	miracle
चमत्कार	wonders
गोला	sfeer
उत्तेजना	opgewondenheid
अमृता	amrita
गेट्स	gates
गेट्स	hekke
विमानन	lugvaart
संचय	kas
संचय	cache
डैनियल	daan
डैनियल	daniel
डैनियल	daniël
वायरलेस	wireless
वायरलेस	draadloos
वायरलेस	draadlose
फिलाडेल्फिया	philadelphia
टुकड़ा	fragment
टुकड़ा	stuk
टुकड़ा	stukkie
लेफ्टिनेंट	luitenant
स्पैनिश	spaanse
स्पैनिश	spaans
अपोलो	apollo
एफबीआई	fbi
कैमरून	kameroen
हाइब्रिड	hibried
हाइब्रिड	hybrid
बलात्कार	verkragting
संतोष	tevredenheid
रोलिंग	rolling
रोलिंग	rowling
सजावट	versiering
सजावट	versierings
टेरी	terry
हिमनद	gletser
कैफीन	kafeïen
अस्थिर	onstabiele
अस्थिर	onstabiel
राख	ashes
राख	ash
संकुचन	kompressie
पार्टियों	partytjies
पार्टियों	partye
इन्टरनेट	insert
इन्टरनेट	onderbreek
इन्टरनेट	internet
जीवंत	kleurvol
जीवंत	lively
उर्वरक	bemesting
अनुवादक	vertaler
अनुवादक	vertalers
उपसर्ग	voorvoegsel
दिलचस्प	interessant
संयम	belemmering
आँखें	oë
कच्चा	rou
शाप	vloek
शाप	curse
शाप	vervloek
कैपिटल	capitol
बास	bas
घुटने	knie
कम्प्यूटिंग	uitwerk
अपराधियों	oortreders
अपराधियों	misdadigers
डेस्कटॉप	werkskerm
जीती	gewen
जादुई	magiese
जादुई	magical
पोर्टलैंड	portland
सितारे	sterre
डीजल	diesel
तेरह	dertien
फ्रैंकफर्ट	frankfurt
गिने	genommerde
गिने	getel
स्टेज	stages
स्टेज	verhoog
स्टेज	stadium
स्टेज	etage
निष्ठा	toewyding
निष्ठा	uwe
निष्ठा	devotion
निष्ठा	allegiance
अंतरण	spasiëring
इंटरफ़ेस	koppelvlak
ऑप्टिकल	optiese
साँस	asemhaal
साँस	asem
साँस	asemhaling
स्विट्ज़रलैंड	switserland
कैल्सियम	kalsium
दीप	diep
ग़लत	verkeerd
ग़लत	verkeerde
ग़लत	foutief
बंधक	hostage
पटल	paneel
पटल	panel
साठ	sestig
लैंड	grond
वियना	wene
वियना	wenen
नाइट्रेट	nitrate
ज़रूर	seker
कॉमन्स	commons
सीनियर	seniors
नकद	kontant
आभूषण	juweliersware
लड़ाकू	fighter
हर्ष	kras
तीर	pyle
तीर	pyl
फिनलैंड	finland
स्टेम	agterstewe
पोलिश	pools
पोलिश	polish
पोलिश	poolse
जनजातियों	tribes
आपातकाल	noodgeval
आपातकाल	emergency
टिम	tim
खानों	myne
ओवेन	owen
प्रागैतिहासिक	prehistoric
इरादे	voorneme
इरादे	bedoeling
कालक्रम	kronologie
अवधारणाओं	konsepte
प्रोफ़ाइल	profiel
प्रोफ़ाइल	profiele
घृणा	haat
एंड्रयू	andrew
मसाला	spesery
मसाला	spice
मूल्यवान	kosbare
मूल्यवान	waardevol
चिकन	hoender
कुवैत	kuwait
बर्बरता	vandalisme
विकलांग	gestremde
विकलांग	geaktiveer
विकलांग	afgeskakel
संकीर्ण	smal
समझी	geag
समझी	oorweeg
विशेषाधिकार	voorreg
विशेषाधिकार	bevoorreg
विशेषाधिकार	bevoorregte
रोमांस	romanse
सामयिक	tydige
कार्यक्षमता	funksionaliteit
मानों	waardes
सामर्थ्य	sterkte
सामर्थ्य	potensiaal
स्वच्छता	sanitasie
स्वच्छता	ablusiegeriewe
आखिरकार	eventually
आखिरकार	uiteindelik
लिवरपूल	liverpool
ऐन	ann
ऐन	ain
अदृश्य	onsigbaar
अदृश्य	onsigbare
अदृश्य	latente
अंगूठी	ring
पंचांग	kalender
पंचांग	kalenders
प्रोफ़ेसर	professor
मकर	capricorn
मकर	steenbok
एंडी	andy
परतों	lae
पेंगुइन	pikkewyn
ग्राफ	grafiek
ग्राफ	grafiese
कुरान	koran
शेफ़ील्ड	sheffield
सुर	sur
दुष्ट	rogue
दुष्ट	boos
दुष्ट	bose
दुष्ट	wicked
निष्पक्ष	onpartydige
निष्पक्ष	neutraal
संयोजित	gekombineer
संयोजित	combined
वर्जित	verbode
बैकअप	rugsteun
अमीनो	amino
प्रविष्टि	inskrywing
निमंत्रण	uitnodiging
नकदी	kontant
ज्यामितीय	geometriese
दरवाजा	door
दरवाजा	deur
शॉपिंग	inkopies
शॉपिंग	shopping
स्तंभों	pilare
अम्बेडकर	ambedkar
सितारों	sterre
गली	straat
गिरफ्तारी	arrest
आणविक	molekulêre
बैंगलोर	bangalore
दबाने	onderdruk
हिल्स	hills
मैट	matt
मैट	matte
मैट	mat
बंदर	apie
बंदर	aap
जरुरी	nodige
सोनिया	sonia
रोमानिया	roemenië
ग्रोवर	grover
जोड़ना	bygesit
रास	raas
इवान	ivan
इवान	iwan
नेल्सन	nelson
अक्षम	gestremde
अक्षम	geaktiveer
अक्षम	afgeskakel
सीनेट	senate
पारदर्शी	deursigtig
पारदर्शी	transparent
पारदर्शी	deursigtige
पारदर्शी	deurskynend
पारदर्शी	deursigtig
रेशे	silk
खिड़की	venster
खिड़की	kykers
विरोधियों	teenstanders
लुइस	luis
क्लैप्टन	clapton
आतंक	terrorisme
नर्तकी	ballerina
नर्तकी	dancer
नर्तकी	danser
डगलस	douglas
एलेक्स	alex
पढ़े	lees
पढ़े	gelees
मेनन	menon
पियानो	klavier
नियोजित	beplande
नियोजित	beplan
अप्रत्याशित	onverwags
अप्रत्याशित	onverwagte
अप्रत्याशित	onverwagse
यूनिवर्सल	bekyk
विधवा	weduwee
विधवा	wewenaar
विधवा	weduwee
असफलता	mislukking
फॉर्म	vorms
पंखों	vlerke
पंखों	vleuels
पंखों	hordes
मुद्रास्फीति	inflasie
गज	yards
दुर्बल	swak
स्थूल	vet
स्थूल	fat
सर्जन	chirurg
क्षारीय	alkali
क्षारीय	belyn
गोलार्ध	halfrond
अल्जीरिया	algerië
रोमांचक	opwindende
रोमांचक	exciting
बढ़त	andersins
हीमोग्लोबिन	hemoglobien
गोबर	dung
डालना	pour
उत्पादकता	produktiwiteit
कागज़	papier
सांप	snake
सांप	slang
सांप	snakes
गंतव्य	bestemming
गंतव्य	bestemmings
संभाल	handvatsel
संभाल	hanteer
गन	gun
रेलगाड़ी	trein
ट्रेडमार्क	handelsmerk
क्रिस्टोफर	christopher
क्रिस्टोफर	christoffel
सचमुच	literally
मॉरिसन	morrison
साँप	snake
साँप	slang
लड़ा	gestry
चिप	chip
सचिवालय	secretariat
इंसुलिन	insulien
सींग	horing
डूब	sinking
डूब	drowning
पिरामिड	piramide
खोजा	ontdekte
जोली	jolie
तदनुसार	accordingly
ऑयल	olie
गेंदों	balle
पिच	toon
झरना	waterval
झरना	watervalle
अनुमोदित	goedgekeur
अनुमोदित	geresenseer
सीमांत	marginal
सीमांत	grens
गुणांक	koëffisiënt
जीभ	tong
स्विट्जरलैंड	switserland
पागल	mal
सिलिकॉन	silikon
बेंजामिन	benjamin
सहानुभूति	empatie
लूट	loot
न्यायपालिका	regbank
विनियमित	behartig
एंडरसन	anderson
मुकुट	kroon
करों	belastings
भुजा	arm
गिल	gill
मजबूती	sterkte
ड्रग	dwelm
ड्रग	drug
बॉम्बे	bombay
कॉलेजों	kolleges
कंपनियाँ	maatskappye
कंपनियाँ	companies
मिशिगन	michigan
डकोटा	dakota
डकोटा	dak
जोश	zeal
जोश	josh
सेंटीमीटर	sentimeters
सेंटीमीटर	sentimeter
सेंटीमीटर	sentimeter
सेंटीमीटर	sentimeter
सीने	chest
सीने	borskas
सीने	kassie
घर्षण	wrywing
पीट	pete
पीट	piet
बॉबी	bobby
भित्ति	mural
नरसंहार	knee
नरसंहार	slagting
नरसंहार	volksmoord
बिशप	biskop
बिशप	loper
दुर्भाग्य	ongelukkig
संतृप्त	versadiging
लैस	lacy
पड़ोस	woonbuurt
पड़ोस	woonbuurte
न्यास	fondament
एथेंस	athene
पूँछ	stert
धीमा	stadig
धीमा	stadiger
चिन	chin
राज्याभिषेक	coronation
लड़का	seun
लड़का	seuntjie
मनोनीत	nominated
बॉडी	lyf
बॉडी	liggaam
महानतम	grootste
मुक्केबाजी	boks
गुजर	deurkom
गुजर	aangee
बोतल	bottel
त्रिज्या	radius
तुम्हारा	joune
सस्ता	goedkoop
चेन	chen
चेन	ketting
आर्द्रता	humiditeit
समन्वित	gekoördineerde
संचिका	lêers
स्पष्टीकरण	verduideliking
स्पष्टीकरण	verduidelikings
