den	the
kände	poznavali
upplaga	izdanje
känns	osjeća
inne	unutrašnjost
inne	unutar
werner	werner
ren	ren
ren	čisti
ren	čisto
ren	čista
ren	čistu
ren	čistim
ren	čista
ren	čist
ren	čistom
bicolor	bicolor
studio	studio
kloster	samostan
kloster	manastir
kloster	opatija
kloster	manastire
kusten	obala
kurt	kurt
herbert	herbert
kansas	kansas
roy	roy
roy	roj
tanzania	tanzaniji
hamn	luka
hamn	port
arkitektur	arhitektura
trodde	misao
trodde	vjerovali
volvo	volvo
schlechter	schlechter
georges	georges
franklin	franklin
jules	jules
cap	kap
sainte	sainte
statistik	statistika
statistik	statistika
statistik	stats
statistik	statistika
kombination	kombinacija
rädda	spasi
rädda	spašavanja
rädda	spašavanje
kommande	predstojeće
kommande	predstojeći
metod	metodologiji
metod	metod
ökar	povećava
ökar	povećava
ökar	povećanju
produktionen	proizvodnja
besök	posjetu
besök	posjeta
besök	posjeta
gustafsson	gustafsson
hessen	hesse
steiermark	štajerska
naturliga	prirodno
elva	jedanaest
köpa	nabavku
köpa	kupovina
köpa	kupi
köpa	kupiti
köpa	kupovinom
forum	forumima
forum	forum
php	php
see	vidi
see	jie
see	vide
see	vidjeti
see	see
see	vidimo
way	način
partier	mnogo
partier	stranaka
partier	stranke
använt	korištene
använt	koristi
använt	korišteno
använt	korišten
urban	urban
urban	urbani
urban	urbano
urban	urbana
urban	urbane
grundläggande	elementarna
grundläggande	osnove
grundläggande	temeljnih
grundläggande	fundamentalne
grundläggande	temeljni
grundläggande	basic
statliga	država
valencia	valencia
dans	ples
dans	plesu
dans	ples
österrikisk	austrijski
dåligt	loše
dåligt	bad
dåligt	loš
dåligt	loše
jönköping	kotar
parker	parker
parker	parkovi
behandling	terapija
behandling	liječenje
behandling	lečenje
behandling	tretman
behandling	tretmanu
nevada	nevada
seine	seine
montagne	montagne
försvann	nestao
riddare	vitez
riddare	skakač
riddare	viteza
riddare	vitezova
berättelser	priče
berättelser	price
städerna	gradovi
potosí	potosí
tala	govoriti
tala	govori
bali	bali
konstnärer	umjetnici
kvalificerade	kvalifikacije
kvalificerade	kvalificirala
kvalificerade	kvalifikovana
dol	dol
bruno	bruno
bibliotek	biblioteka
intressant	zanimljiva
intressant	zanimljivo
intressant	interesantan
intressant	interesantno
intressant	zanimljiv
katalonien	katalonija
alt	alt
schmidt	schmidt
kapell	kapela
ericsson	ericsson
mängder	količinama
mängder	količine
kejsaren	imperator
orange	orange
orange	narandžasta
skolor	škole
teori	teorija
alex	alex
varken	ni
varken	niti
jord	tlo
jord	tlu
jord	dirt
jord	zemlja
robin	robin
bentham	bentham
söka	pretrage
söka	potraga
söka	pretraga
söka	tražiti
bandy	bendi
rörelse	motion
rörelse	pokretu
rörelse	pokret
memorial	spomen
memorial	memorijal
memorial	komemoraciji
memorial	pomen
memorial	memorijalni
mill	mlin
mill	mill
kinesisk	kineski
sandy	sandy
bourgogne	bordo
format	formats
format	formatu
format	formata
format	format
birger	birger
säkert	sigurno
bron	most
keith	keith
motivering	motivacija
mancha	mancha
fritz	fritz
avslutade	ukinut
avslutade	završila
avslutade	završio
avslutade	završeno
avslutade	završen
avslutade	okončana
avslutade	okončan
kalle	kalle
kalle	donald
gren	ogranak
gren	grana
mänskliga	čovjek
initiativ	inicijativa
america	amerika
stadion	stadion
formellt	formalno
formellt	formalne
formellt	formalna
formellt	formalni
leif	leif
russell	russell
who	ko
who	koji
syn	vida
syn	prizor
syn	vid
syn	syn
holland	holandija
högskola	univerzitet
högskola	fakultet
högskola	koledž
grön	zelena
enhet	uređaj
enhet	uređaji
enhet	jedinica
enhet	entitet
oklahoma	oklahoma
giovanni	giovanni
hampshire	hampshire
gemensam	zajedničke
jugoslavien	jugoslavija
fysik	fizika
liga	liga
liga	liga
järnvägen	željeznice
järnvägen	željeznički
filip	philip
filip	filip
filip	filip
thompson	thompson
eskilstuna	eskilstuna
funktioner	funkcija
funktioner	funkcije
funktioner	karakteristike
blockera	blokirati
blockera	blokirati
wright	wright
wright	rajt
marknaden	tržište
marknaden	tržišta
besökte	posjetili
besökte	posjetila
besökte	posjetio
inkluderar	uključuju
inkluderar	uključiti
inkluderar	obuhvaća
inkluderar	obuhvata
inkluderar	uključuje
ledamöter	članovi
administrativt	upravna
enkel	jednostavna
enkel	jednostavne
enkel	jednostavan
enkel	jednostavni
enkel	jednostavnih
enkel	jednostavno
tokyo	tokio
connecticut	connecticut
ronald	ronald
måttlig	umjerene
måttlig	umjereno
ägg	jaja
ägg	jaje
tradition	tradicija
fungerade	radio
skada	povrede
skada	povreda
skada	štetu
skada	oštećenja
skada	štete
skada	oštećenje
petersburg	peterburg
petersburg	petersburgu
medicin	medicina
medicin	lijekovima
genombrott	proboj
genombrott	iskorak
genombrott	otkrićima
twin	blizanac
ivar	ivar
lösa	rješavanjem
lösa	rješavanja
lösa	riješiti
lösa	riješi
lösa	rješavanje
lösa	rješavanje
översättare	prevodilac
översättare	prevodilaca
ovanför	iznad
more	više
friidrott	atletici
oskar	oskar
natt	night
föregångare	prethodnik
föregångare	prethodnika
skydda	zaštititi
skydda	štiti
kammaren	odaja
kammaren	komora
kammaren	komori
ögon	eyes
ögon	očima
ögon	oči
ögon	oka
ögon	oko
rektor	rektor
marne	marne
okänd	nepoznata
okänd	nepoznat
okänd	nepoznati
frans	frans
frans	francis
frans	franjo
lost	izgubljeni
lost	izgubila
lost	izgubljena
lost	izgubili
lost	izgubio
festival	festival
gula	žuta
faller	pada
faller	falling
faller	padao
faller	jesen
faller	pad
faller	pada
faller	spada
faller	vodopadi
sundsvall	sundsvall
arnold	arnold
fortsatt	nastavljena
fortsatt	nastavila
fortsatt	nastavljen
fortsatt	nastavio
rött	crvena
argument	argumente
argument	argumenti
argument	argument
utvecklas	razvijaju
utvecklas	razvija
civil	civilno
civil	civilna
civil	civilno
civil	civilna
civil	civilni
sidi	sidi
publicerad	objavljenog
publicerad	objavljen
publicerad	objavljene
publicerad	objavljeni
publicerad	objavljena
honor	ženke
local	lokalnom
local	lokalni
äter	jede
äter	jedi
äter	eat
äter	jede
äter	jedu
äter	jede
claes	claes
wikimedia	wikimedia
hunan	hunan
mecklenburg	mecklenburg
hammarby	hammarby
officer	oficire
officer	oficir
officer	oficirom
manliga	mužjak
medalj	medalja
medalj	medalju
bull	bik
tobias	tobias
mongoliet	mongolija
judar	jevreji
wolf	wolf
wolf	vuk
wolf	vuka
byta	mijenja
byta	prebacivanje
byta	promjena
byta	izmjena
byta	promjene
byta	promjeni
byta	promene
byta	promena
durango	durango
ekman	ekmanov
klippor	stijene
klippor	stijena
klippor	stijenama
design	dizajn
bestämde	odlučili
bestämde	odlučilo
bestämde	odlučila
bestämde	odlučio
gräns	granica
gräns	ograničavaju
gräns	ograničenje
gräns	granični
gräns	granica
dykare	ronilac
påminner	podsjeća
speciella	posebna
speciella	specijalno
speciella	specijalni
sara	sarah
sara	sara
sara	sara
böhmen	bohemia
böhmen	bohemije
digital	digitalnu
digital	digitalna
digital	digitalne
digital	digitalni
digital	digitalnoj
ditt	vaš
ditt	tvoje
ditt	your
ditt	tvoje
ditt	tvoj
kristen	hrišćanski
kristen	christian
kristen	hrišćanska
kristen	kršćanska
kristen	hrišćanin
kristen	kristijan
kristen	kristen
mamma	mama
mamma	mum
mamma	mama
mamma	majka
mamma	mama
magdalena	magdalena
magdalena	magdalena
mitchell	mitchell
service	služba
service	servis
harold	harold
åkte	otišla
åkte	prošao
åkte	otišao
baku	baku
youtube	youtube
torg	kvadrat
torg	kvadrata
privat	privatno
privat	privatno
privat	privatne
privat	privatni
privat	privatna
jonsson	jonsson
element	elemenata
element	elementima
element	elementa
element	elemente
element	elementi
element	elemenat
element	element
förhållanden	uslovi
power	power
power	vlast
vardera	svaki
vardera	svaka
blanca	blanca
tidskrift	magazin
tidskrift	žurnal
sällskapet	društvo
vägar	putevi
vägar	ceste
vägar	putevi
over	preko
elitserien	premiership
sjunde	sedma
sjunde	sedmi
uppstår	proizlazi
introducerades	uvedeno
introducerades	uveo
introducerades	uveden
introducerades	uvedena
felix	felix
felix	félix
uefa	uefa
docent	docent
känna	osjete
känna	osjećaju
känna	osjeti
känna	osjeća
känna	osećaj
känna	feeling
känna	osjećaju
känna	osjećaj
åsikter	mišljenja
åsikter	pogledi
åsikter	poglede
möte	termin
möte	termina
möte	imenovanje
möte	sastanak
möte	susret
get	koza
get	get
etablerade	ustanovljen
etablerade	uspostavljena
etablerade	ustanovljene
etablerade	ustanovljena
saknade	nestala
saknade	nestale
saknade	missing
saknade	nestao
saknade	nestali
saknade	nedostaje
ring	ring
ring	prsten
ring	call
ring	poziv
boris	boris
joão	joao
eduard	eduard
hansen	hanson
hansen	hansen
bahia	bahia
minska	smanji
minska	smanjenja
minska	smanjenje
operan	opera
efterträdare	nasljednik
efterträdare	nasljednika
efterträdare	nasljednica
blad	polazi
blad	ostavlja
blad	lišće
borta	nestao
borta	nestali
borta	otišli
borta	otišla
miljö	okruženju
miljö	okoliš
miljö	sredina
miljö	okolina
miljö	okruženje
segrar	pobjedama
segrar	pobjeđuje
segrar	pobijedila
industri	industrija
drag	move
drag	potez
drag	pokret
drag	poteza
tillverkade	made
tillverkade	napravio
tillverkade	napravljena
tillverkade	napravljen
tillverkade	napravila
tillverkade	proizvedena
absolut	apsolutno
absolut	apsolutni
absolut	apsolutna
iowa	iowa
trädde	ušla
trädde	ušli
trädde	ušao
torn	kule
torn	toranj
torn	ruk
torn	top
nominerad	nominaciju
nominerad	nominacija
nominerad	nominovan
dance	ples
utvecklat	razvijao
utvecklat	razvijene
utvecklat	razvio
utvecklat	razvio
utvecklat	evoluirala
utvecklat	evoluirao
utvecklat	evoluirali
utvecklat	razvijen
förare	vozači
förare	vozač
förare	vozača
toro	toro
metoder	metodologiji
metoder	metoda
metoder	metode
raymond	raymond
benin	benin
borgmästare	gradonačelnik
eugen	eugen
tim	tim
folkmängd	populacija
prinsessan	princeza
prinsessan	princeze
cooper	cooper
botswana	bocvana
stannade	prestala
stannade	zaustavljen
stannade	ostala
stannade	ostao
stannade	boravio
anslöt	pridružile
donald	donald
nederländska	holandski
porto	poštanska
porto	porto
porto	oporto
canyon	kanjon
libris	libris
stan	stan
redigera	uredi
redigera	uređivanje
intervju	intervju
bahamas	bahamas
bahamas	bahama
lindgren	lindgren
premier	premier
premier	premijer
fastlandet	kopnom
fastlandet	kopno
förlust	gubitak
förlust	gubitke
förlust	gubici
vald	odabrane
vald	izabrao
vald	izabranim
vald	izabran
vald	odabran
vald	odabrano
vald	odabrane
vald	odabrana
andre	andre
avtal	ugovore
avtal	ugovorima
avtal	ugovori
avtal	sporazum
avtal	sporazumi
spencer	spencer
handel	trgovina
handel	trgovina
handel	trgovanje
utbildade	obrazovana
utbildade	obrazovani
utbildade	trenirao
utbildade	obučenih
utbildade	obučeni
gatan	street
gatan	ulice
gatan	ulica
genomförde	sprovedeno
genomförde	sprovedena
genomförde	provedena
genomförde	obavljenog
idéer	ideja
idéer	idejama
idéer	ideje
musikaliska	muzičkim
musikaliska	muzičke
musikaliska	muzički
musikaliska	muzička
musikaliska	mjuzikl
musikaliska	musical
jon	jon
profil	profil
anhängare	sljedbenici
anhängare	sljedbenika
anhängare	navijači
anhängare	pristalica
anhängare	pristalice
anhängare	pristalica
anhängare	pomagač
higgins	higgins
semifinal	polufinale
thailand	tajland
förbi	prošlost
medborgare	građani
medborgare	državljane
medborgare	državljani
medborgare	državljanima
medborgare	državljana
medborgare	građanin
junior	juniorsko
junior	juniorska
junior	junior
junior	mlađi
jazz	džez
polsk	poljski
australis	australis
pakistan	pakistan
konsensus	konsenzus
petter	petter
page	page
page	stranica
styrkor	jakih
brand	vatra
brand	marka
book	knjiga
behandlar	tretira
tidningar	novine
tidningar	novina
tidningar	magazine
tidningar	časopisa
tidningar	papire
clara	clara
styrelsen	odbor
bach	bacha
bach	bach
karlstad	karlstad
erövrade	osvojio
erövrade	osvojen
swedish	engleski
motala	motala
kjell	kjell
söker	traži
söker	gledajući
söker	tražili
allierade	savezničke
allierade	savezničkih
allierade	saveznička
allierade	saveznici
allierade	saveznike
allierade	saveznica
allierade	saveznik
torsten	torsten
jason	jason
tyrolen	tyrol
tyrolen	tirol
jens	jens
let	nek
let	neka
fabricius	fabricius
kelly	kelly
evans	evansa
evans	evans
flagga	zastava
iron	željezo
skillnaden	razlika
byggt	sagrađena
byggt	izgrađena
byggt	izgrađeno
byggt	izgradio
baserade	based
baserade	bazirana
baserade	osnovu
lokalt	lokalno
lokalt	lokalnom
lokalt	lokalni
dokument	dokument
dokument	dokumentima
dokument	dokumenata
dokument	dokumenti
dokument	dokumente
föda	hrana
valign	valign
bernhard	bernard
bernhard	bernhard
träffar	hitovi
benjamin	benjamin
loch	loch
vincent	vincent
stål	čelik
förbättra	unaprijediti
förbättra	poboljšaju
förbättra	improve
diskussioner	diskusija
diskussioner	diskusija
hotell	hotel
hotell	hotela
hotell	hoteli
hotell	hotelima
abraham	ibrahim
abraham	abraham
abraham	ibrahima
resor	putovanje
resor	putuje
resor	putovanja
sek	sek
rådet	vijeće
omedelbart	odmah
omedelbart	momentalno
diverse	različite
diverse	različita
diverse	razni
diverse	razne
diverse	raznim
diverse	raznih
diverse	razni
vietnam	vijetnam
fordon	vozila
fordon	vozilo
regioner	regije
väljer	bira
väljer	odabrao
väljer	biraju
väljer	birati
väljer	izabere
väljer	izabrao
väljer	izboru
framtiden	budućnost
holm	holm
baja	baja
lokaler	prostorije
lokaler	prostorija
eventuellt	moguće
götalands	götaland
toronto	toronto
österrikiska	austrijski
córdoba	córdoba
antoine	antoine
fire	vatra
judiska	jevrejska
judiska	jevrejsko
judiska	jevrej
judiska	jevrejski
saga	saga
saga	tale
deltagande	sudjeluje
deltagande	učestvuju
deltagande	učesnice
deltagande	prisustvo
deltagande	učešće
segrare	pobjednik
segrare	viktor
segrare	victor
jane	jane
carlo	carlo
shandong	shandong
tillfälle	povod
tillfälle	prilika
tillfälle	priliku
tillfälle	prilike
margaret	margaret
birgitta	bridget
götaland	götaland
förklarade	proglašeno
förklarade	proglašeni
förklarade	proglasile
förklarade	proglasio
förklarade	pojasnio
förklarade	objasnio
köra	drive
köra	vozi
köra	vozeći
köra	vožnje
traditionellt	tradicionalna
traditionellt	tradicionalne
traditionellt	tradicionalno
traditionellt	tradicionalno
krävde	zahtijevao
irak	irak
upphov	rast
upphov	uspon
upphov	usponu
referenser	reference
bbc	bbc
orientalis	orientalis
marshall	maršal
ardenne	ardenne
antogs	usvojen
antogs	usvojena
delade	dijele
kalendern	kalendar
remix	remix
organ	organi
organ	tela
organ	tijela
organ	organ
diplomat	diplomata
santander	santander
amerika	amerika
amerika	amerika
thomson	thompson
thomson	thomson
enstaka	single
ansvarig	odgovorne
ansvarig	odgovorna
ansvarig	odgovorni
ansvarig	odgovornim
ansvarig	odgovoran
tillverkad	proizvedena
tillverkad	made
tillverkad	napravio
tillverkad	napravljena
tillverkad	napravljen
tillverkad	napravila
emma	ema
emma	emma
borgerliga	bourgeois
enheter	jedinice
enheter	jedinica
enheter	entiteta
enheter	uređajima
enheter	uređaji
bohuslän	bohuslän
lanserades	pokrenula
lanserades	pokrenut
lanserades	lansirana
lanserades	pokrenuta
utsträckning	omjer
dålig	loše
dålig	bad
dålig	loš
veckan	sedmica
veckan	sedmični
veckan	sedmičnjak
burkina	burkina
diameter	prečnik
ola	ola
jiangsu	jiangsu
mytologi	mitologija
deltagit	učestvovalo
deltagit	učestvovali
deltagit	učestvovao
deltagit	učestvovala
motstånd	otpor
motstånd	opozicioni
motstånd	protivljenje
motstånd	opozicija
potok	potok
kritiker	kritičari
kritiker	kritičara
kritiker	kritičar
motståndare	protivnici
motståndare	protivnik
häst	konj
grå	gray
grå	siva
grå	sive
grå	sivi
grå	siva
tyckte	misao
förstå	razumiju
förstå	razumije
förstå	shvati
förstå	shvatanje
förstå	razumijevanje
bolívar	bolívar
strider	bitaka
racing	racing
äktenskapet	brak
herr	her
carter	carter
stiftelsen	foundation
stiftelsen	fondacija
stiftelsen	temelj
mord	ubistva
mord	ubistvima
mord	ubistava
mord	ubistva
mord	ubistvo
naturen	priroda
enkla	jednostavna
enkla	jednostavne
enkla	jednostavan
enkla	jednostavni
enkla	jednostavnih
enkla	jednostavno
dave	dave
dave	dava
singlar	singl
dalsland	dalsland
låga	plamen
låga	niski
låga	nizak
låga	low
latinska	latinski
korrekt	tačan
korrekt	pravilna
lane	lane
betala	platiti
betala	plaćaju
betala	plati
betala	plate
stjärnor	zvijezda
stjärnor	zvezde
gifta	udati
gifta	udata
gifta	oženjen
gifta	oženio
åre	åre
människa	čovjek
scen	scena
scen	faza
scen	bina
bit	bite
bit	zalogaj
bit	komad
faso	faso
trea	treći
trea	treća
trea	treće
tusen	hiljade
tusen	hiljadu
tusen	hiljada
roland	roland
bredd	širine
bredd	širina
nielsen	nielsen
bevis	dokaz
bevis	dokazi
aragonien	aragón
skådespelerska	glumica
solna	solna
litterära	književni
litterära	književna
hardy	hardy
riksdag	parlament
grundat	osnovana
grundat	osnovan
grundat	utemeljena
grundat	osnovano
einar	einar
fokus	fokusirajući
fokus	fokusu
fokus	fokus
wolfgang	wolfgang
watson	watson
perspektiv	perspektive
perspektiv	perspektiva
dasht	dasht
skador	štetu
skador	oštećenja
skador	štete
skador	oštećenje
skador	povrede
skador	povreda
skador	povrede
skador	povredama
chongqing	chongqing
velika	velika
skulptör	vajar
nigeria	nigerija
mala	mala
elmer	elmer
handlingar	dokumentima
handlingar	dokumenata
handlingar	dokumenti
handlingar	dokumente
sri	šri
klubbar	klubovi
klubbar	klubova
uppfattning	percepcija
bretagne	bretagne
bretagne	bretanje
åtgärder	akcija
åtgärder	mjerama
åtgärder	mjere
åtgärder	mere
åtgärder	akcija
åtgärder	radnje
åtgärder	akcije
åtgärder	postupci
åtgärder	postupcima
lima	lima
charlie	charlie
grader	stepena
grader	stepeni
passerar	prelaz
passerar	prijelaz
passerar	prelaza
passerar	prolazi
passerar	prođe
passerar	prenošenja
maryland	maryland
liverpool	liverpool
force	sila
salzburg	salzburg
gods	cargo
gods	teretni
gods	dobara
gods	robu
gods	roba
gods	teretni
arkiv	arhive
arkiv	dosije
arkiv	datoteka
arkiv	arhiva
arkiv	file
arkiv	arhiv
behåll	zadrži
behåll	keep
hävdar	tvrdeći
main	glavne
main	glavna
main	glavno
main	glavni
knappt	jedva
knappt	teško
verkställande	sprovođenje
verkställande	provođenje
verkställande	pogubljenje
sjunger	pjeva
sjunger	pjevanje
ström	potok
bengtsson	bengtsson
elisabet	elizabeta
elisabet	elizabeth
elisabet	elisabeth
fristående	independent
fristående	nezavisno
fristående	nezavisni
fristående	nezavisna
fristående	odvojena
blommor	cvijeća
blommor	flowers
blommor	cvijeće
minsta	minimalno
minsta	minimum
minsta	minimalna
minsta	najmanji
minsta	najmanja
inspelad	snimila
inspelad	snimljene
inspelad	snimljen
inspelad	snimio
behövde	potrebni
behövde	potrebno
behövde	potrebna
behövde	potreban
behövde	potrebne
mclaren	mclaren
ungerska	mađarski
forest	šuma
deep	duboka
deep	duboke
deep	duboko
deep	dubok
deep	deep
administratör	admin
administratör	administrator
andrea	andrea
bahr	bahr
kvinnan	žena
aktuella	trenutna
upptäckte	otkriveni
upptäckte	otkrivene
upptäckte	otkrivena
upptäckte	otkriven
upptäckte	otkrio
upptäckte	otkrili
konflikt	sukob
konflikt	konflikt
awards	nagrade
påve	papa
beskrev	opisala
beskrev	opisane
beskrev	opisan
beskrev	opisao
kennedy	kenedi
kennedy	kennedy
ingrid	ingrid
maritime	pomorski
maritime	maritime
hms	hms
minister	ministar
marsh	marsh
skogen	woods
skogen	šuma
gränser	granica
gränser	granica
framgångsrik	uspješan
framgångsrik	uspješnu
framgångsrik	uspješne
framgångsrik	uspješna
framgångsrik	uspješni
comté	comté
ökat	povećan
ökat	povećana
ökat	povećane
ökat	povećanu
ökat	povećanog
ingenjör	inženjer
sälja	sell
sälja	prodati
sälja	prodaje
sälja	proda
sälja	prodaje
institute	institut
institute	institutu
institute	zavod
provence	provence
förblev	ostala
sjöng	pjevao
symbol	simbol
dirigent	dirigent
dirigent	provodnik
livsmiljö	staništa
livsmiljö	stanište
eagle	orao
medarbetare	radnik
medarbetare	uposlenici
medarbetare	saradnici
akut	akutni
akut	akutne
akut	vanredna
akut	hitna
cabo	cabo
halmstad	halmstad
visby	visby
julia	julia
julia	julija
julia	julija
tänker	misleći
komplett	završeno
komplett	potpuna
komplett	kompletna
komplett	kompletan
tänka	misleći
tänka	misli
tänka	misle
sidorna	stranica
sidorna	listovi
undersökningar	ispitivanja
undersökningar	istraga
undersökningar	ankete
undersökningar	studijama
undersökningar	proučavanja
undersökningar	studije
hastighet	brzina
hastighet	brzina
begränsad	ograničene
begränsad	ograničena
begränsad	ograničen
begränsad	zabranjen
aktivt	aktivna
aktivt	aktivni
aktivt	aktivan
aktivt	aktivno
liberala	liberalne
liberala	liberalni
liberala	liberalna
rätta	pravilna
djurart	vrsta
napoleon	napoleona
napoleon	napoleon
stuart	stuart
borg	borg
dör	umire
dör	umre
dör	umire
dör	umiru
dör	umri
sullivan	sullivan
ficus	ficus
tunga	heavy
tunga	teški
tunga	težak
tunga	teška
tunga	teške
tunga	jezik
producerade	proizveo
producerade	proizvela
individuella	individualni
individuella	individualne
hitler	hitler
cecilia	cecilia
kronan	kruna
kronan	krunu
ragnar	ragnar
part	stranka
part	partija
arvid	arvid
inriktning	orijentacija
knappast	teško
franche	franche
hubei	hubei
jansson	jansson
bildat	formirane
bildat	formirana
mästerskap	prvenstava
mästerskap	championship
mästerskap	šampionat
mästerskap	prvenstvo
lösning	rješenje
lösning	rješenja
lösning	rešenje
moon	mjesec
moon	moon
gitarrist	gitarista
elias	elias
img	img
grav	grob
grav	grobnica
grav	grob
wiki	wiki
herre	gospodara
herre	gospodar
herre	gospod
herre	gospodaru
herre	lord
lagar	zakoni
kontor	kancelarije
kontor	urede
kontor	ured
kontor	office
kontor	kancelarija
alternativt	alternativna
alternativt	alternativa
alltför	također
alltför	takođe
alltför	too
sekunder	sekundi
run	run
frankfurt	frankfurt
teknisk	tehnički
teknisk	tehnička
tillfälligt	privremeno
tillfälligt	privremeno
tillfälligt	privremenu
tillfälligt	privremene
champions	šampioni
perry	perry
lotus	lotus
utgivna	izdat
utgivna	izdana
utgivna	izdale
utgivna	izdata
utgivna	izdali
brun	brown
clarke	clarke
playstation	playstation
für	für
becker	becker
lärde	učio
lärde	učili
utvecklats	razvijao
utvecklats	razvijene
utvecklats	razvio
utvecklats	razvio
utvecklats	evoluirala
utvecklats	evoluirao
utvecklats	evoluirali
utvecklats	razvijen
manuel	manuel
påven	papa
grundad	osnovana
grundad	osnovan
grundad	utemeljena
grundad	osnovano
tiderna	puta
rötter	korijene
rötter	korijenima
rötter	korijeni
cross	krst
modeller	modeli
elev	đaka
elev	učenika
elev	student
leeds	leeds
djurgårdens	djurgårdens
framtida	budućnost
times	puta
meta	meta
flydde	pobjegla
flydde	pobjegao
flydde	pobjegao
jakt	lov
jakt	lov
tillverkning	proizvodnja
karriären	karijeru
karriären	karijere
karriären	karijera
beteende	ponašanje
beteende	ponašanje
christer	christer
meyer	meyer
drar	crta
burma	burmi
preussen	pruska
tjänster	usluge
tjänster	usluga
personal	personal
personal	osoblje
sjukdomar	bolesti
sjukdomar	oboljenja
sjukdomar	bolest
plus	plus
civila	civilno
civila	civilna
civila	civilno
civila	civilna
civila	civilni
civila	civili
amsterdam	amsterdam
morris	morris
intresserad	zainteresovani
intresserad	zainteresovan
intresserad	zainteresiran
intresserad	zainteresovana
intresserad	zainteresirani
intresserad	zainteresovane
guadeloupe	guadeloupe
kommunistiska	komunistička
kommunistiska	komunistički
news	vijest
news	vijesti
news	news
news	novosti
philadelphia	philadelphia
stadsdel	borough
stadsdel	naselje
guy	tip
tbilisi	tbilisi
estadio	stadion
merrill	merrill
flat	ravan
flat	ravne
finna	pronalaženje
finna	nalaženje
finna	nalaz
finna	nalaz
finna	nađe
finna	pronalaze
finna	pronaći
finna	find
finna	naći
wayne	wayne
ukrainska	ukrajina
ukrainska	ukrajinski
fraser	fraze
fraser	fraserovo
medaljer	medalje
medaljer	medalja
monument	spomenika
monument	spomenici
monument	spomenik
polis	policajca
polis	policajac
polis	policija
hårda	hard
hårda	teško
tillbringade	potrošio
tillbringade	proveo
tillverkas	proizvedena
rakt	pravo
bahía	bahía
annorlunda	drugačija
annorlunda	drugačije
annorlunda	različita
annorlunda	različito
annorlunda	različiti
annorlunda	različitih
bates	bates
svår	teškom
svår	teški
svår	težak
svår	teško
svår	teška
arenan	arena
freden	mira
torget	kvadrat
steklar	hymenoptera
disney	disney
nick	nik
nick	nick
fame	slavnih
fame	fame
chapman	chapman
starta	početak
starta	start
starta	početka
starta	pokretanje
starta	pokrenuti
ökad	povećan
ökad	povećana
ökad	povećane
ökad	povećanu
ökad	povećanog
edmond	edmond
jul	božić
jul	jul
andy	andy
representerad	zastupljena
representerad	predstavljao
representerad	predstavljena
hollywood	hollywood
beskriva	opisati
beskriva	opisivanje
ställen	mesta
ställen	mjesta
konsert	koncert
frihet	sloboda
frihet	sloboda
leipzig	leipzig
kevin	kevin
dalton	dalton
online	online
stjärna	zvijezda
duck	patak
duck	patka
gerhard	gerhard
utföra	izvode
klostret	samostan
klostret	manastir
klostret	opatija
flygplanet	aeroplane
uppror	ustanak
uppror	ustanak
uppror	pobunu
uppror	pobuni
uppror	pobune
minskade	smanjen
minskade	smanjena
tegel	cigli
tegel	cigla
barbara	barbara
flygplatsen	aerodrom
linda	linda
utmärkt	odličnu
utmärkt	odličan
utmärkt	odlične
utmärkt	izvrsno
utmärkt	odlično
upptäckt	detekciju
upptäckt	otkriveni
upptäckt	otkrivene
upptäckt	otkrivena
upptäckt	otkriven
upptäckt	otkrio
upptäckt	otkrili
upptäckt	otkriće
tolkning	tumačenje
idé	ideja
erica	erika
erica	erica
marc	marc
gradina	gradina
motorn	motor
tor	tor
tor	tor
målade	slikao
planerade	planirani
planerade	planirano
planerade	planirana
planerade	planirane
majoritet	većina
säkerhet	obezbjeđenje
säkerhet	sigurnost
säkerhet	bezbjednost
säkerhet	bezbjednosti
säkerhet	sigurnost
xii	xii
äventyr	avanturu
äventyr	avantura
äventyr	avanture
fader	otac
dna	dnk
hår	dlaka
heat	toplota
amerikanskt	američki
amerikanskt	amerikanac
potter	potter
ryan	ryan
hopp	jump
hopp	skok
hopp	nade
hopp	nada
hopp	nade
light	svjetlost
pappa	tati
pappa	tata
pappa	otac
pappa	tata
träsk	močvara
harrison	harrison
simplex	simplex
jensen	jensen
träffade	upoznao
niklas	niklas
sea	moru
sea	more
blandning	miješanje
blandning	miks
blandning	mješavine
skrift	pisanje
skrift	knjigu
hittades	našla
hittades	pronađen
hittades	pronađena
hittades	pronašli
hittades	pronašao
hittades	utvrdila
nyligen	nedavno
nyligen	nedavne
nyligen	nedavni
nyligen	nedavna
nyligen	nedavnim
kvalitet	kvalitet
kvalitet	kvaliteta
jonathan	jonathan
vägrade	odbio
tak	plafonu
tak	krovu
tak	krov
tak	krovu
tak	tak
nad	nad
flora	flora
huvudsakliga	glavne
huvudsakliga	glavna
huvudsakliga	glavno
huvudsakliga	glavni
lyckats	uspjeli
lyckats	uspjela
lyckats	uspio
kamp	bitka
kamp	borbeni
kamp	borba
vart	gdje
vart	gde
lagos	lagos
naturligt	prirodno
naturligt	prirodno
utökad	proširili
utökad	proširena
utökad	proširena
risk	rizik
ungdom	omladina
detaljer	opširnije
detaljer	detalje
detaljer	detalji
våld	nasilje
påbörjade	počelo
påbörjade	počeo
påbörjade	započeo
påbörjade	počela
påbörjade	započela
herrgård	kastel
jerusalem	jerusalem
kristus	hristos
