que	که
fronteres	مرزها
forts	قوی
transformació	تبدیل
transformació	دگرگونی
johnson	جانسن
johnson	جانسون
wikimedia	ویکیمدیا
creant	ایجاد
molècules	مولکولها
molècules	مولکول
molècules	مولکولهای
refugi	پناهگاه
refugi	پناه
refugi	پناه
refugi	پناهی
neu	اسنو
neu	برف
neu	برفی
associacions	انجمنهای
electrons	الکترونهای
electrons	الکترون
electrons	الکترونها
tensió	کشش
tensió	تنش
tensió	ولتاژ
batalles	نبردهای
obre	باز
masses	توده
tradicions	رسوم
regidor	کدخدا
regidor	کارگزار
porter	دربان
porter	پورتر
porter	پرتر
contemporani	معاصر
wilson	ویلسون
presoner	زندانی
presoner	اسیر
demanda	مطالبه
demanda	تقاضا
muller	مولر
missa	جرم
missa	توده
caterina	کاترین
castro	کاسترو
nazi	نازی
traduir	ترجمه
visible	نمایان
visible	مرئی
laboratori	آزمایشگاهی
laboratori	لابراتوار
laboratori	آزمایشگاه
laboratori	آزمایشگاه
laboratori	ازمایشگاه
estils	استایلز
estils	سبکهای
blocs	بلوک
blocs	بلوکهای
càlcul	محاسبه
abast	دامنه
ofensiva	تهاجمی
fleca	نانوایی
fleca	قنادی
simfonia	سمفونی
pràctiques	کارورزی
pràctiques	کارآموزی
moda	فشن
moda	مد
moda	fashion
moda	مُد
jorge	جُرج
jorge	خورخه
substitució	جایگزینی
substitució	جایگزین
petersburg	پترزبورگ
regionals	منطقهای
regionals	محلی
revisió	مرور
revisió	بازبینی
revisió	بازدید
revisió	بازبینی
gil	گیل
observatori	رصد
observatori	رصدخانه
provisional	موقت
infants	کودکان
infants	فرزندان
infants	اطفال
signatura	امضا
llet	شیر
llet	میلک
dates	تاریخهای
nigèria	نیجریه
colonial	استعماری
esforç	تلاش
esforç	کوشش
combustible	سوخت
alan	آلان
alan	آلن
nat	نت
francis	فرنسیس
francis	فرانسیس
enorme	بزرگی
iso	ایزو
oliver	اولیور
oliver	الیور
clan	قبیله
clan	خاندان
clan	طایفه
menorca	مینورکا
missouri	میزوری
partidaris	حامیان
pietro	پیترو
arqueològic	باستانشناسی
sucre	شکری
sucre	قند
sucre	شکر
teorema	قضیه
estima	loves
grande	گرانده
grande	گراند
freqüent	مکرر
saga	حماسه
saga	ساگا
dents	دندانها
dents	دندون
dents	دندان
dents	دندانهای
oportunitat	شانس
oportunitat	فرصت
lai	لای
acompanyat	همراه
trànsit	ترافیک
trànsit	ترافیکی
garcia	گارسیا
quina	چی
quina	چه
costums	گمرک
distinció	تمایز
implica	دلالت
marítim	دریانوردی
alonso	آلونسو
rin	راین
sofia	سوفیا
campions	قهرمانان
tractats	معاهدات
sardenya	ساردینیا
conceptes	مفاهیم
espectacle	نمایش
cinquena	پنجم
cinquena	پنجمی
cinquena	پنجمین
bernard	برنارد
bernard	برنار
virtual	مجازی
ford	فورد
qüestions	مسائل
victor	ویکتور
llevat	مخمر
fira	فر
fira	عادلانه
fira	منصفانه
fira	انصاف
fira	منصف
pol	pol
estratègia	استراتژی
estratègia	راهبرد
sudan	سودان
rellotge	کلاک
rellotge	ساعت
disponibles	موجود
carlo	کارلو
semblants	مشابه
fundadors	بنیانگذاران
fundadors	مؤسسان
radio	رادیویی
radio	رادیو
radio	بیسیم
gaudí	گائودی
ricard	ریچارد
boston	بوستون
vicent	ونسان
vicent	وینسنت
vicent	ویسنت
desaparegut	گمشده
membrana	غشای
membrana	غشاء
teatro	teatro
files	درجات
files	صف
files	سطرها
files	صف
específic	خاص
específic	مشخص
proteïna	پروتئین
proteïna	پروتئینی
proteïna	پروتئینهای
desig	خواهان
desig	طالب
desig	میل
desig	هوس
desig	آرزو
desig	کاش
desig	ارزو
desig	ارزوی
quinze	پانزده
hipòtesi	فرضیه
electrònica	الکترونیک
cafè	قهوه
dispositius	دستگاهها
dispositius	دستگاههای
prestigi	حیثیت
pianista	پیانیست
bill	بیل
seixanta	شصت
hollywood	هالیوود
hollywood	هالیوودی
conreu	برش
rico	ریکو
praga	پراگ
ernest	ارنست
crítics	منتقدان
crítics	منتقدین
pastor	پاستور
òrgans	ارگان
òrgans	اندامها
òrgans	اندام
expressar	اکسپرس
unep	unep
danys	صدمه
danys	آسیب
ratpenat	myotis
bulgària	بلغارستان
adam	ادم
adam	آدم
adam	آدام
números	اعداد
números	عدد
números	اعدادی
variants	مشتقات
aproximació	تقریبی
aproximació	تقریب
individu	شخصی
individu	فرد
magnitud	بزرگی
ruiz	رویز
tall	بریدن
british	بریتانیایی
british	بریتانیا
mateu	ماتیو
mateu	متیو
association	انجمن
observació	مشاهده
observació	رصد
viles	روستاها
viles	روستاهای
teulada	سقف
teulada	بام
reconstrucció	بازسازی
riquesa	ثروت
riquesa	مال
mariscal	داروغه
esborra	حذف
alexandria	اسکندریه
alexandria	الکساندریا
renunciar	استعفا
herència	میراثی
herència	میراث
herència	ارث
braços	بازوان
braços	بازوها
braços	آغوش
braços	بازو
sorra	شن
sorra	سند
sorra	ماسه
sorra	شنی
vocals	مصوت
herba	چمن
herba	چمنی
herba	علف
herba	گرس
herba	علف
avantatge	برتری
avantatge	مزیت
ivan	ایوان
greus	جدی
long	طولانی
long	لانگ
long	دراز
young	جوان
young	یانگ
young	جوون
young	یونگ
ampliació	افزونه
ampliació	پسوند
segell	مهر
segell	بکوب
segell	تمبر
segell	پایت
segell	مُهر
segell	مهر
segell	مهری
allen	آلن
constantí	کنستانتین
figueres	فیگرس
lògica	منطق
lògica	منطقی
coloma	کلما
claus	کلیدها
claus	کلید
llacs	لیکس
síntesi	سنتز
societats	جوامع
menció	یادی
cúpula	گنبد
propostes	پیشنهادهای
argument	حجت
argument	برهان
argument	استدلال
màrtir	شهید
àlbums	آلبومهای
mèrit	لیاقت
mèrit	شایستگی
orientació	هدایت
orientació	رهنمود
orientació	جهت
ministres	وزرا
ministres	وزیران
ministres	وزرای
actitud	نگرش
actitud	منش
actitud	گرایش
vídua	بیوه
vídua	بیوه
jueu	یهود
jueu	یهودیان
jueu	یهودی
jueu	یهودی
will	ویل
ambaixador	سفیر
ambaixador	کبیری
còpia	کپی
còpia	رونوشت
integrat	مجتمع
integrat	یکپارچه
matriu	ماتریکس
matriu	ماتریس
proporciona	نعم
competència	مسابقه
competència	رقابت
competència	رقابتهای
competència	رقابتها
perruqueria	آرایشگر
desconegut	ناشناخته
impossible	ناممکن
impossible	غیرممکن
procediment	رویه
procediment	روند
constitucional	مشروطه
liceu	لیسیوم
intents	تلاشهای
intents	تلاشها
alma	الما
alma	آلما
germanes	خواهران
variables	متغیرها
variables	متغیر
gregori	گریگوری
gregori	گرگوری
africà	آفریقایی
villa	ویا
villa	ویلایی
villa	ویلا
villa	ویلای
subordo	subordo
responsabilitat	مسولیت
responsabilitat	مسئولیتی
responsabilitat	مسئولیت
youtube	یوتیوب
youtube	یوتوب
youtube	youtube
monarca	مونارچ
testimoni	ناظر
testimoni	شهادت
testimoni	شاهد
testimoni	شاهدی
testimoni	گواه
testimoni	شهادت
temàtica	مبحث
temàtica	موضوع
temàtica	چهره
temàtica	چهرۀ
temàtica	تم
alimentació	غذایی
alimentació	خوراک
alimentació	غذا
metalls	فلزات
metalls	قلیایی
taylor	تیلر
taylor	تایلور
taylor	تیلور
sostre	سقف
sostre	بام
proporcionar	فراهم
avi	بابابزرگ
avi	پدربزرگ
avi	پدربزرگ
orleans	اورلئان
orleans	اورلئان
pobres	فقیران
pobres	فقیر
pobres	فقیری
pobres	بیچاره
votació	رای
molecular	مولکولی
maternal	مادرانه
pluja	باران
pluja	بارانی
pluja	بارون
brigada	تشکیلات
brigada	تیپ
brigada	الرسول
judicial	قضایی
generar	تولید
samuel	ساموئل
acords	توافقنامه
acords	توافقات
determinada	مصمم
rival	رقیب
pagament	پرداختی
pagament	دستمزد
pagament	اجری
pagament	پرداخت
teixits	بافتها
bibliografia	کتابشناسی
reaccions	واکنشهای
acadèmic	دانشگاهی
acadèmic	آکادمیک
acadèmic	تحصیلی
lorenzo	لورنزو
prússia	پروس
permís	اجازه
permís	مجوز
permís	اجازه
dei	dei
integració	یکپارچگی
vestit	لباس
marcel	مارسلوس
marcel	مارسل
primària	ابتدایی
primària	اصلی
primària	اولیه
tones	تن
cerimònia	مراسمی
cerimònia	مراسم
panamà	پاناما
franz	فرانتس
abella	ابلا
abella	زنبور
dispositiu	دستگاهی
dispositiu	دستگاهها
dispositiu	وسیله
dispositiu	دستگاه
criteri	فرقان
criteri	معیار
criteri	ملاک
compositors	آهنگسازان
recollir	جمع
relacionada	مربوط
relacionada	مرتبط
cup	فنجان
cup	جامی
cup	کاپ
cup	جام
triomf	پیروزی
triomf	تریومف
penya	پنیا
cultiu	برش
teologia	الهیات
administratiu	اداری
agrupació	گروهبندی
espectadors	تماشاچیان
espectadors	تماشاگران
espectadors	بیننده
espectadors	بینندگان
espectadors	بازدیدکنندگان
creador	آفریدگار
creador	سازنده
creador	آفریننده
creador	خالق
subjecte	سوژه
subjecte	فاعل
subjecte	موضوع
artificial	مصنوعی
perspectiva	منظر
candidats	کاندیداهای
magdalena	ماگدالنا
carmen	کارمن
banderes	پرچم
banderes	پرچمها
banderes	پرچمهای
decisions	تصمیم
decisions	تصمیمات
canvia	تعویض
canvia	سوئیچ
canvia	سویچ
canvia	تغییر
habilitat	مهارتی
habilitat	مهارت
ajudant	دستیاری
ajudant	دستیار
ajudant	یاور
ajudant	یاوری
tripulació	سرنشین
tripulació	سرنشینان
tripulació	خدمه
lineal	خطی
air	ایر
air	هوا
air	هوایی
etiòpia	حبشه
etiòpia	اتیوپی
tecnologies	فناوریهای
temples	معابد
palestina	فلسطین
palestina	فلسطینی
estocolm	استکهلم
monjo	راهب
assumir	فرض
conseqüències	عواقب
grammy	گرمی
jueva	یهود
jueva	یهودیان
jueva	یهودی
xxi	xxi
mascle	مذکر
mascle	نر
elisabet	الیزابت
passen	گذری
passen	مجالس
passen	گذر
passen	عبور
passen	پاس
fracàs	شکست
fracàs	نارسایی
fracàs	خرابی
atlantic	اطلس
atlantic	اطلسی
atlantic	آتلانتیک
consens	اجماع
green	سبز
green	گرین
maurice	موریس
granota	قورباغه
restar	تفریق
lieja	لیژ
fidel	وفادار
fidel	مؤمن
fidel	امین
fidel	باوفا
fidel	فیدل
madagascar	ماداگاسکار
capítols	سوره
capítols	فصلها
arte	arte
fruits	میوه
franja	استریپ
publicitat	تبلیغات
publicitat	تبلیغاتی
publicitat	آگهی
transformar	تبدیل
confiança	تراست
confiança	توکل
confiança	اعتماد
marbre	مرمر
marbre	تیله
record	سوغاتی
record	سوغات
espinosa	اسپینسا
descendent	نزولی
ànima	نفس
ànima	سول
ànima	نفسی
possibilitats	امکانات
andrés	آندرس
andrés	اندرس
mata	بکش
mata	بکشی
mata	بکشم
mata	کشتن
mata	ماتا
lima	لیما
àngels	فرشتگان
múrcia	مورسیا
amateur	آماتور
teixit	بافت
teixit	بافتی
teixit	بافتهای
teixit	پارچه
abandonat	متروکه
orgue	ارگ
orgue	ارگان
orgue	اندام
aprovació	تصویب
ric	ثروتمند
ric	ثروتمندان
ric	پولدار
ric	پولداری
ric	غنی
ric	ریچ
vegetals	سبزیجات
preparació	آمادگی
preparació	تدارک
dominant	غالب
diversitat	همیاری
diversitat	گوناگونی
diversitat	تنوع
comunistes	کمونیستها
gegant	غول
eduardo	ادواردو
executat	اعدام
mataró	ماتارو
claudi	کلادیوس
derivats	مشتقات
joe	جو
joaquín	خواکین
pamplona	پامپلونا
doctrina	تعالیم
doctrina	دکترین
rendiment	عملکرد
rendiment	اجرا
rendiment	کارایی
rendiment	بازده
dipòsit	سپرده
balaguer	بالاگوئر
assentament	اسکان
assentament	سازش
assentament	قرارگاه
assentament	توافق
precisió	دقت
precisió	دقتی
precisió	دقت
ponts	پلها
leipzig	لایپزیگ
famosos	مشهور
famosos	مشهوره
famosos	معروف
famosos	مشاهیر
mina	mina
mina	مینا
creek	کریک
creek	نهر
biologia	زیست
biologia	بیولوژی
pres	گرفته
pennsilvània	پنسیلوانیا
indiana	ایندیانا
ubicació	محل
ubicació	مکان
femella	نسوان
femella	زن
femella	مؤنث
femella	مونث
femella	ماده
situacions	وضعیتهای
ordinadors	رایانه
ordinadors	کامپیوتر
ordinadors	کامپیوترها
cridar	جیغ
cors	دل
cors	دلها
dissolució	انحلال
quadrat	مربع
quadrat	میدان
pisces	pisces
adreça	آدرس
adreça	نشانی
escollir	انتخاب
gir	پیچش
dificultat	دشواری
dificultat	سختی
cooperació	همکاری
bíblia	انجیل
mart	مارت
mart	مریخ
mart	مارس
segura	سگورا
oferta	پیشکش
oferta	پیشنهاد
oferta	تقدیم
emissió	پخش
emissió	مخابره
emissió	نشر
emissió	گسیل
animació	پویانمایی
animació	انیمیشن
trens	قطارها
trens	متقاضیان
trens	قطاری
trens	قطار
cabrera	کابررا
nationalcaps	nationalcaps
cotxes	ماشینها
gruix	ضخیم
gruix	کلفت
gruix	ضخامت
existent	موجود
afegeix	افزودن
campo	کامپو
intercanvi	معاوضه
intercanvi	تبادل
intercanvi	مبادله
consciència	وجدان
consciència	هوشیاری
consciència	خودآگاه
consciència	آگاهی
consciència	هشیاری
preses	نماها
jackson	جکسون
confirmar	تایید
confirmar	تأیید
confirmar	تصدیق
evident	واضح
fortament	شدیدا
modificacions	اصلاحات
soldat	سرباز
soldat	سربازی
acta	آکتا
relleus	رله
relleus	بازپخش
addicionals	اضافی
signat	امضا
capturat	دستگیر
capturat	اسیر
signe	امضا
signe	امضاء
signe	علامت
dolor	درد
dolor	دردی
dolor	درده
dolor	دردم
terminal	ترمینال
terminal	پایانه
tècnics	فنی
tècnics	تکنیکی
tècnics	متخصصان
nationalteam	nationalteam
ideologia	ایدئولوژی
espiritual	معنوی
espiritual	روحانی
soprano	سوپرانو
metal	متال
metal	فلز
metal	فلزی
absolut	مطلق
nba	nba
nba	انبیای
impostos	مالیات
impostos	مالیاتی
intensitat	شدت
actius	داراییهای
actius	دارائی
actius	دارایی
llegat	میراثی
llegat	میراث
millores	اصلاحات
singular	مفرد
monte	مونته
high	والا
high	رفیع
high	بلند
socialistes	سوسیالیست
vendes	فروش
reduït	خواص
cinta	نوار
stephen	استیون
menja	بخورید
menja	بخور
menja	بخورم
marco	مارکو
patriarca	ایلخانی
exercici	مشق
exercici	ورزش
exercici	تمرین
paulo	پائولو
díaz	دیاز
díaz	دیاز
capes	لایه
alfonso	آلفونسو
proporció	نسبت
proporció	تناسب
freqüents	مکرر
ahmad	احمد
ahmad	ahmad
cantar	بخون
cantar	بخونید
associada	مرتبط
associada	وابسته
apartament	آپارتمان
apartament	آپارتمانی
símptomes	علائم
establerta	تمکین
negoci	تجارت
negoci	کسب
negoci	business
mars	مریخ
mars	مارس
separa	متمایز
missatges	پیامها
missatges	پیام
fam	گرسنگی
rurals	روستایی
arròs	برنجی
arròs	پلو
arròs	رایس
arròs	برنج
estable	پایدار
davis	دیویس
negociacions	مذاکرات
rol	نقشی
rol	رل
rol	نقش
guarnició	گریسون
guarnició	پادگان
cadenes	زنجیرها
torí	تورین
iowa	آیووا
circumstàncies	شرایطی
circumstàncies	شرایط
bretó	برتون
aventures	ماجراهای
sitges	سیتخس
sitges	سیلس
venus	ونوس
venus	زهره
rivera	ریورا
iugoslàvia	یوگسلاوی
donació	اهداء
donació	اهدا
donació	عضو
continu	مستمر
continu	مداوم
continu	پیوسته
continu	پاینده
adolf	آدولف
eric	اریک
memorial	یادبود
memorial	مموریال
este	استه
revolucionari	انقلابی
canàries	قناری
catedràtic	پروفسور
catedràtic	پرفسور
algèria	الجزایر
hebreu	عبری
uniforme	یونیفرم
uniforme	یونیفورم
incendi	آتشسوزی
incendi	آتش
incendi	آتیش
vives	ویوز
depressió	افسردگی
depressió	فرورفتگی
depressió	رکود
substància	مادهای
substància	اموال
sens	سانس
mir	میر
mir	mir
cervera	سرورا
assalt	تهاجم
assalt	حمله
assalt	تجاوز
assalt	یورش
investigadors	محققین
investigadors	پژوهشگران
investigadors	محققان
seminari	سمینار
single	تکی
single	single
single	تک
regulars	منظم
roc	ocr
mike	مایک
governant	حاکم
oral	شفاهی
oral	اورال
oral	دهانی
álvarez	آلوارز
anne	آن
passió	اشتیاق
passió	مصائب
passió	شهوت
forn	فر
forn	فره
forn	اجاق
forn	تنور
ray	پرتو
ones	موجی
ones	امواج
ones	موجها
cao	سائو
cao	کائو
andrea	آندریا
andrea	آندرا
indústries	صنایع
miller	میلر
repressió	سرکوبی
repressió	سرکوب
santos	سانتوس
voluntaris	داوطلبان
voluntaris	داوطلب
himne	تسبیح
himne	سرود
himne	سرود
ana	ana
pascual	پاسکوال
springer	اسپرینگر
parlant	حرف
legió	لژیون
legió	سپاه
puntuació	ارزیابی
puntuació	نمره
puntuació	امتیاز
tancs	تانک
tancs	تانکها
bomba	بمب
microsoft	مایکروسافت
microsoft	microsoft
marne	مارن
marne	مرن
pavelló	پاویون
bolívia	بولیوی
cadis	کادیس
amant	lover
restaurar	بازگردانی
restaurar	بازگرداندن
restaurar	برگرداندن
restaurar	بازیابی
matemàtica	ریاضیات
matemàtica	ریاضی
matemàtica	ریاضیات
matemàtica	ریاضی
matemàtica	ریاضیات
matemàtica	math
quedant	موندن
quedant	ماندن
quedant	اقامت
pacients	بیمارها
pacients	بیماران
destí	سرنوشت
destí	تقدیر
destí	سرنوشتی
kong	کنگ
kong	انتر
kong	کونگ
cichlids	سیکلیدها
ciudad	سیوداد
asteroides	سیارکها
exactament	دقیقا
exactament	دقیقأ
exactament	دقیقاً
maryland	مریلند
pèrdues	خسارات
pèrdues	ضرر
colons	colons
convenció	کنوانسیون
convenció	همایش
consells	نکات
elevació	بلندی
enginyers	مهندسان
enginyers	مهندسین
enginyers	کارشناسان
mòdul	پیمانه
mòdul	ماژول
intervenir	امورات
intervenir	مداخله
corba	منحنی
fulla	برگی
fulla	برگ
cordes	ریسمان
maine	مین
maine	ماین
hoquei	هاکی
setanta	هفتاد
silva	سیلوا
dieta	رژیم
dieta	رژیمی
mundo	موندو
indi	سرخپوست
indi	هندی
indi	indi
continuïtat	پیوستگی
istat	istat
youthclubs	youthclubs
talla	قطع
talla	برش
talla	کات
anti	ضد
planetes	سیارات
rellevant	مربوط
rellevant	مربوطه
anvers	آنتورپ
delegació	هیئت
delegació	هیات
rené	رنه
inspiració	الهام
berlin	برلین
integral	انتگرال
geometria	هندسه
ferits	مجروح
ferits	مصدوم
ferits	زخمی
ferits	مجروح
ferits	زخمی
rutes	مسیرهای
rutes	مسیرها
steve	استیو
beneficis	فواید
beneficis	منافع
wilhelm	ویلهلم
vega	وگا
essencial	ضروری
moro	مورو
moro	مرو
colorado	کلرادو
colorado	کلورادو
bestiar	چهارپایان
bestiar	گله
dramàtica	دراماتیک
compra	خریدار
compra	خرید
compra	خریداری
compra	بخرم
compra	خرید
compra	بخرید
dialecte	گویش
dialecte	ایرونی
gat	cat
gat	گربه
professors	اساتید
professors	معلم
professors	مدرس
vents	بادها
vents	بادهای
liberals	لیبرالها
drac	اژدهای
drac	دراگون
drac	اژدها
union	یونیون
union	اتحادیه
union	اتحاد
governació	مهدیه
rugbi	راگبی
ací	اینجا
milió	میلیون
milió	میلیونی
milió	ملیون
hawaii	هاوایی
convèncer	متقاعد
txeca	چک
txeca	چکی
bacteris	باکتریهای
bacteris	باکتری
bacteris	باکتریها
adaptar	وفق
fiscal	پیگرد
fiscal	دادستان
kansas	کانزاس
tub	لوله
java	جاوا
java	جاوه
patrick	پاتریک
identificació	شناسایی
tombes	قبرها
tombes	گورها
tombes	گریوز
cervell	مغز
cervell	مغزی
herbert	هربرت
tèxtil	پارچه
devia	بدهکار
julio	جولیو
julio	خولیو
àtoms	اتمهای
àtoms	اتمها
múscul	عضله
múscul	ماهیچه
múscul	عضلات
júpiter	مشتری
júpiter	ژوپیتر
mobles	اثاث
mobles	اثاثیه
mobles	مبل
mobles	مبلمان
eva	ایوا
eva	اوا
eva	اِوا
acompanyar	همراهی
nil	نیل
químics	شیمیایی
casas	کاساس
interacció	تعامل
arizona	آریزونا
douglas	داگلاس
arquitectes	معماران
entrades	بلیط
entrades	بلیت
ciutadella	ارگ
propaganda	تبلیغات
propaganda	تبلیغاتی
chris	کریس
abundant	فراوان
abundant	فراوانی
tòquio	توکیو
manifest	بیانیه
repertori	رپرتوار
iguals	برابر
iguals	مساوی
gordon	گوردون
commons	عوام
irregular	نامنظم
eivissa	ایبیزا
localitats	localities
sena	سنا
sena	سن
lawrence	لاورنس
luigi	لوئیجی
volien	میخواستند
volien	خواست
mira	نگاهی
mira	ببین
pressupost	بودجه
argentí	آرژانتین
argentí	آرژانتینی
manchester	manchester
manchester	منچستر
observacions	نظرات
observacions	نظرها
observacions	توضیحات
esfera	کرهای
tancament	خاتمه
bàsics	پایه
bàsics	پکیج
bàsics	بیسیک
aviació	هوانوردی
aviació	هواپیمایی
intern	داخلی
intern	درونی
forat	سوراخ
forat	حفره
forat	گودال
brian	براین
brian	برایان
batalló	گردان
sam	سَم
sam	سام
sam	sam
córrer	اجرا
natació	شنا
natació	شنای
impuls	تکانه
cares	چهره
cares	رخسار
patrons	الگوها
caire	قاهره
caire	کایرو
narrativa	روایت
militant	جهادی
azerbaidjan	اذربایجان
azerbaidjan	آذربایجان
captura	دستگیر
captura	دستگیری
extern	خارجی
igualada	ایگوالادا
progrés	پیشرفت
progrés	پیشرفتی
tempesta	استورم
tempesta	توفان
tempesta	طوفان
tanca	close
tanca	بستن
tanca	نزدیک
tanca	پرچین
tanca	نرده
tanca	حصار
tanca	حصاری
video	ویدیویی
video	ویدئویی
video	ویدیوی
video	ویدئو
video	ویدیو
video	ویدئوی
dimensió	بُعد
wagner	وگنر
wagner	واگنر
plaques	بشقاب
anells	حلقه
civilització	تمدن
civilització	تمدنی
resistir	مقاومت
esquema	طرحواره
esquema	طرحواره
esquema	شمای
gros	gros
protocol	قرارداد
protocol	پروتکل
deessa	الهه
pons	پونز
proximitat	تقرب
cobertes	عرشه
mac	مکینتاش
mac	mac
mac	مک
houten	هوتن
otto	اوتو
otto	اتو
otto	آتو
humor	حالت
humor	حوصله
humor	طنز
humor	مزاح
creuer	کروز
ballet	باله
començant	شروع
començant	آغاز
compon	نگارش
compon	سرودن
instruccions	دستورالعملها
instruccions	دستورالعمل
xipre	قبرس
igualtat	مساوات
igualtat	تساوی
igualtat	برابری
manifestacions	تظاهرات
manifestacions	نمایشی
gilbert	گیلبرت
limitat	محدود
vincent	ونسان
vincent	وینسنت
rotació	چرخش
gossos	سگهای
gossos	سگها
gossos	سگا
jugant	پخش
films	فیلمهایی
films	فیلمهای
operatiu	عملیاتی
mòbil	متحرک
mòbil	سیار
mòbil	موبایل
mòbil	همراه
excavacions	excavations
costum	عادت
uefa	یوفا
gravetat	گرانشی
gravetat	جاذبه
gravetat	گرانش
lema	شعار
roberto	روبرتو
classis	classis
dits	انگشتان
dits	انگشت
doctorat	یل
doctorat	phd
horitzontal	افقی
campament	اردوگاه
campament	اردو
campament	کمپ
contrast	کنتراست
delegat	واگذاری
delegat	نماینده
capaços	توانایی
capaços	لایق
capaços	قادر
capaços	توانا
noi	پسر
noi	boy
legislació	قانونگذاری
austríac	اتریش
austríac	اتریشی
anton	آنتون
gòtica	گاتهام
fortuna	بخت
fortuna	فال
fortuna	ثروت
sòlid	توپر
sòlid	یکدست
sòlid	جامد
guatemala	گواتمالا
arqueologia	باستانشناسی
calcular	محاسبه
coves	غار
coves	غارهای
coves	غارها
mesquita	مسجد
mesquita	مسجدی
equacions	معادلات
harold	هارولد
harold	هرولد
electricitat	الکتریسیته
electricitat	برق
detectar	آشکارسازی
detectar	تشخیص
vaga	اعتصاب
jacob	یعقوب
jacob	جیکوب
jacob	یاکوب
jacob	جاکوب
march	مارس
march	پیشروی
march	راهپیمایی
egipci	مصر
egipci	مصری
entrenament	آموزش
entrenament	تمرین
entrenament	تمرینات
entrenament	آموزشی
entrenament	تعلیم
entrenament	اموزش
seguiment	ردگیری
seguiment	ردیابی
seguiment	پیگیر
descobreix	کشف
periodisme	نگاری
periodisme	خبرنگاری
fox	فاکس
fox	روباه
vaticà	واتیکان
tenor	تنور
bwv	bwv
fòrum	فورم
escales	پلکان
escales	پله
escales	ترازوی
quartet	کوارتت
aràbia	عربستان
mecanismes	مکانیسم
comentari	توضیح
comentari	نظر
infància	کودکی
infància	بچگی
triangle	مثلث
reserves	رزرو
insecte	حشره
musulmà	مسلمان
musulmà	مسلم
musulmà	مسلمانان
ucraïnès	اوکراینی
suís	سوئیسی
suís	سوئیس
determinats	یقین
ptolemeu	بطلمیوس
leopold	لئوپولد
sultan	سلطان
dirigents	رهبران
gabinet	کابینه
gabinet	کابینت
deportivo	deportivo
pit	سینه
pit	صندوقچه
facilitat	سهولت
facilitat	آسانی
facilitat	گشایش
facilitat	تسهیل
cobertura	پوشش
bosch	بوش
jim	جیم
ferit	صدمه
ferit	آزار
ferit	زخمی
fusionar	ادغام
howard	هوارد
howard	هاوارد
plus	پلاس
conversió	تبدیل
experts	متخصصان
experts	متخصصین
experts	کارشناسان
extensa	وسیع
isaac	ایزاک
isaac	اسحاق
isaac	اسحق
isaac	آیزاک
hongarès	مجاری
hongarès	مجارستانی
hongarès	مجارستان
duquessa	دوشس
variació	تنوع
jurat	منصفه
bull	بول
àcids	اسیدهای
receptor	گیرنده
barrera	باررا
barrera	برزخی
barrera	مانع
atlético	اتلتیکو
columbia	کلمبیا
associats	شرکا
associats	شریکان
associats	شرکای
viola	ویولا
viola	بنفشه
escocès	اسکاتلندی
pensa	فکر
tarda	عصر
poetes	شاعران
aliment	رزق
addicional	اضافی
passatgers	مسافرین
passatgers	مسافر
passatgers	مسافران
htm	htm
plat	غذایی
plat	خوراک
plat	دیش
ibrahim	ابراهیم
alcohol	الکل
frankfurt	فرانکفورت
definit	قطعی
song	نغمه
song	ترانه
song	اهنگ
song	آهنگ
song	آواز
raigs	اشعه
victoria	ویکتوریا
mantenint	نگهداشتن
mantenint	نگهداری
mantenint	حفظ
olympic	المپیک
configuració	برپایی
configuració	پیکربندی
llop	گرگ
llop	وولف
llop	گرگه
llop	ولف
danès	دانمارکی
danès	دانمارک
evidència	شواهد
evidència	مدارک
evidència	مدرک
sydney	سیدنی
versos	آیات
subfamilia	subfamilia
explicació	شرح
globe	گلوب
xinesos	چینی
derivat	مشتق
lent	عدسی
lent	لنز
lent	آهسته
adult	بزرگسال
adult	بالغ
adult	بزرگسالان
sisè	ششمین
sisè	ششم
sisè	ششمی
directora	director
directora	کارگردان
manuscrit	خطی
tretze	سیزده
tretze	thirteen
ginebra	ژنو
philippe	فیلیپه
desconeguda	ناشناخته
estabilitat	پایداری
estabilitat	ثبات
navarro	ناوارو
testimonis	شاهدان
testimonis	شاهدین
calais	کاله
negativa	امتناع
negativa	خودداری
kenya	کنیا
mahmud	محمود
víctima	قربانی
correspondència	مکاتبات
correspondència	مکاتبه
experimental	تجربی
experimental	آزمایشی
trama	رسم
trama	نیرنگ
afganistan	افغانستان
espines	خار
brasiler	برزیلی
brasiler	برزیل
dependències	واحدها
broadway	برادوی
immigrants	مهاجران
immigrants	مهاجرین
bou	bou
jornada	روز
jornada	روزی
especialista	متخصص
circulació	گردش
síndrome	نشانگان
síndrome	سندروم
síndrome	سندرم
cronologia	گاهشمار
croada	جهاد
croada	نهضت
impressió	چاپ
terror	ترور
terror	دلهره
terror	هراس
ricardo	ریکاردو
une	فاخته
russell	راسل
obrer	ورکمن
paisatges	مناظر
adams	آدامز
adams	ادامز
reduïda	خواص
janeiro	ژانیرو
instrucció	دستورالعمل
faria	فاریا
damasc	دمشق
descendència	فرزندانی
descendència	اولاد
descendència	فرزند
descendència	زاد
metges	پزشکان
metges	دکترای
metges	دکترا
metges	دکترها
refugiats	مهاجر
refugiats	پناهنده
